id,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,globalSales
sales_7055,LEGO Friends,2013-01-01,Hellbent Games,Warner Bros. Interactive Entertainment,Nintendo 3DS,43.0,8.3,E,0
sales_7056,SPRay,2008-01-01,EKO Software,Tecmo Koei,Wii,42.0,4.5,E10+,0
sales_7057,Outlaw Tennis,2005-01-01,Hypnotix,Global Star,Xbox,66.0,7.7,M,0
sales_7058,Brothers: A Tale of Two Sons,2015-01-01,Starbreeze,505 Games,Xbox One,81.0,8.9,T,0
sales_7059,Attack of the Movies 3D,2010-01-01,Panic Button,Majesco Entertainment,Xbox 360,38.0,1.7,T,0
sales_7060,Igor: The Game,2008-01-01,Artefacts Studio,Legacy Interactive,Nintendo DS,43.0,,E,0
sales_7061,Secret Files: Tunguska,2006-01-01,Fusionsphere Systems,DreamCatcher Interactive,Windows PC,66.0,7.4,T,0
sales_7062,The Invincible Iron Man,2002-01-01,Torus Games,Activision,Game Boy Advance,68.0,,E,0
sales_7063,NASCAR 07,2006-01-01,EA Tiburon,Electronic Arts,Xbox,72.0,7.0,E,0
sales_7064,Dance Dance Revolution Disney Mix,2000-01-01,Konami,Konami Digital Entertainment,PlayStation,74.0,8.3,E,0
sales_7065,Scaler,2004-01-01,Artificial Mind and Movement,Global Star,Xbox,69.0,,E,0
sales_7066,Nitroplus Blasterz: Heroines Infinite Duel,2015-01-01,"Examu, Marvelous Inc.",Marvelous Interactive,PlayStation 4,70.0,6.9,T,0
sales_7067,Thrillville: Off the Rails,2007-01-01,DC Studios,LucasArts,Nintendo DS,59.0,6.2,E,0
sales_7068,Bloody Roar Extreme,2003-01-01,Eighting/Raizing,Hudson Soft,Xbox,61.0,8.6,T,0
sales_7069,Split/Second,2010-01-01,Black Rock Studio,Disney Interactive Studios,Windows PC,79.0,8.2,E10+,0
sales_7070,Tennis Masters Series 2003,2002-01-01,Microids,Microids,Xbox,67.0,,E,0
sales_7071,Resident Evil 6,2012-01-01,"Capcom, QLOC",Capcom,Windows PC,69.0,5.9,M,0
sales_7072,Dead Head Fred,2007-01-01,Vicious Cycle,D3Publisher,PlayStation Portable (PSP),75.0,7.3,M,0
sales_7073,MLB SlugFest 20-04,2003-01-01,Midway,Midway Games,Nintendo GameCube,76.0,,E,0
sales_7074,Pocket Pool,2007-01-01,Conspiracy Entertainment,Conspiracy Entertainment,PlayStation Portable (PSP),37.0,,M,0
sales_7075,Ride to Hell,2013-01-01,"Eutechnyx, Deep Silver",Deep Silver,PlayStation 3,13.0,1.0,M,0
sales_7076,Need for Speed: ProStreet,2007-01-01,EA Games,Electronic Arts,Windows PC,70.0,5.9,E10+,0
sales_7077,Digimon Rumble Arena 2,2004-01-01,Black Ship Games,Atari,Nintendo GameCube,71.0,8.1,T,0
sales_7078,Gravity Falls: Legend of the Gnome Gemulets,2015-01-01,Ubisoft Osaka,Ubisoft,Nintendo 3DS,46.0,5.8,E,0
sales_7079,Rodea the Sky Soldier,2015-01-01,"Prope, Kadokawa",Nippon Ichi Software,Nintendo 3DS,45.0,5.6,E10+,0
sales_7080,Pac-Man World Rally,2006-01-01,Smart Bomb Interactive,Namco Bandai Games,PlayStation Portable (PSP),51.0,,E,0
sales_7081,Hellboy: The Science of Evil,2008-01-01,Krome Studios,Konami Digital Entertainment,PlayStation Portable (PSP),42.0,7.1,T,0
sales_7082,Mortimer Beckett and the Secrets of Spooky Manor,2008-01-01,Paprikari,Avanquest,Wii,56.0,,E,0
sales_7083,The Sims Deluxe,2002-01-01,Maxis,Electronic Arts,Windows PC,92.0,8.2,T,0
sales_7084,LEGO Indiana Jones: The Original Adventures,2008-01-01,Traveller's Tales,LucasArts,Windows PC,78.0,7.7,E10+,0
sales_7085,The Sims 2: Pets,2006-01-01,Maxis,Electronic Arts,Windows PC,76.0,7.7,T,0
sales_7086,Deadliest Warrior: Ancient Combat,2012-01-01,"Pipeworks Software, Inc.",Cloud Imperium Games Corporation,Xbox 360,37.0,6.3,M,0
sales_7087,The Kore Gang,2010-01-01,Snap Dragon Games,Flashpoint Games,Wii,70.0,8.6,E10+,0
sales_7088,Rugby Challenge 3,2016-01-01,Wicked Witch Software,Alternative Software,PlayStation 4,64.0,6.8,E,0
sales_7089,Blood Bowl,2009-01-01,Cyanide,Focus Home Interactive,Windows PC,72.0,6.5,T,0
sales_7090,Port Royale 2,2004-01-01,Ascaron Entertainment GmbH,Ascaron Entertainment GmbH,Windows PC,75.0,7.7,T,0
sales_7091,Star Trek: Shattered Universe,2004-01-01,Starsphere Interactive,Global Star,Xbox,41.0,4.0,E,0
sales_7092,Company of Heroes: Tales of Valor,2009-01-01,Relic,THQ,Windows PC,70.0,7.2,M,0
sales_7093,Guilty Gear XX Accent Core,2007-01-01,Arc System Works,505 Games,Wii,75.0,8.4,T,0
sales_7094,Lionel Trains: On Track,2006-01-01,Black Lantern Studios,DSI Games,Nintendo DS,47.0,,E,0
sales_7095,WarJetz,2001-01-01,3DO,3DO,PlayStation 2,59.0,5.5,T,0
sales_7096,Catwoman,2004-01-01,Magic Pockets,Electronic Arts,Game Boy Advance,61.0,,T,0
sales_7097,Devil May Cry 4,2008-01-01,Capcom,Capcom,Windows PC,78.0,8.5,M,0
sales_7098,Capcom Fighting Evolution,2005-01-01,Capcom,Capcom,Xbox,61.0,,T,0
sales_7099,World Poker Tour,2006-01-01,Coresoft,Take-Two Interactive,PlayStation Portable (PSP),68.0,,T,0
sales_7100,Barnyard,2006-01-01,Blue Tongue Entertainment,THQ,Wii,65.0,5.7,E10+,0
sales_7101,Test Drive: Ferrari Legends,2012-01-01,"Atari, Slightly Mad Studios, Atari SA",Unknown,PlayStation 3,62.0,4.9,E,0
sales_7102,Heroes of Might and Magic V,2006-01-01,Nival Interactive,Ubisoft,Windows PC,77.0,7.9,T,0
sales_7103,Metal Gear Solid: Digital Graphic Novel,2006-01-01,Kojima Productions,Konami Digital Entertainment,PlayStation Portable (PSP),78.0,7.2,M,0
sales_7104,Aeon Flux,2005-01-01,Terminal Reality,THQ,PlayStation 2,66.0,5.8,T,0
sales_7105,Age of Mythology: The Titans,2003-01-01,Ensemble Studios,Microsoft Game Studios,Windows PC,84.0,8.7,T,0
sales_7106,Psycho-Pass: Mandatory Happiness,2016-01-01,5pb,Nippon Ichi Software,PlayStation 4,72.0,8.3,T,0
sales_7107,Virtua Tennis 4,2011-01-01,Sega,Sega,Windows PC,66.0,7.3,E,0
sales_7108,Shattered Union,2005-01-01,PopTop Software,Take-Two Interactive,Xbox,66.0,6.9,T,0
sales_7109,Mat Hoffman's Pro BMX 2,2002-01-01,Rainbow Studios,Activision,Nintendo GameCube,70.0,,T,0
sales_7110,Unchained Blades,2011-01-01,FuRyu,FuRyu,Nintendo 3DS,65.0,7.8,T,0
sales_7111,Terraria,2014-01-01,Engine Software,505 Games,Xbox One,84.0,7.7,T,0
sales_7112,Company of Heroes: Opposing Fronts,2007-01-01,Relic,THQ,Windows PC,87.0,8.6,M,0
sales_7113,Superman: Countdown to Apokolips,2003-01-01,Mistic Software,Atari,Game Boy Advance,47.0,5.7,E,0
sales_7114,Worms 4: Mayhem,2005-01-01,Team 17,Codemasters,Xbox,69.0,9.2,T,0
sales_7115,Rise of Nations,2003-01-01,Big Huge Games,Microsoft Game Studios,Windows PC,89.0,9.0,T,0
sales_7116,Men of War: Vietnam,2011-01-01,Best Way,Unknown,Windows PC,68.0,4.9,T,0
sales_7117,Imperial Glory,2005-01-01,Pyro Studios,Eidos Interactive,Windows PC,69.0,8.4,T,0
sales_7118,Antz Extreme Racing,2002-01-01,Empire Interactive,Empire Interactive,PlayStation 2,31.0,5.0,E,0
sales_7119,Mike Tyson Boxing,2002-01-01,Virtucraft,Ubisoft,Game Boy Advance,44.0,,E,0
sales_7120,Samurai Warriors 2: Empires,2007-01-01,Omega Force,Tecmo Koei,Xbox 360,53.0,8.5,T,0
sales_7121,Metal Slug XX,2009-01-01,SNK Playmore,DHM Interactive,PlayStation Portable (PSP),67.0,6.1,T,0
sales_7122,Patrician IV,2010-01-01,Gaming Minds Studios,Kalypso Media,Windows PC,66.0,6.4,E,0
sales_7123,Fisherman's Challenge,2003-01-01,Konami,Konami Digital Entertainment,PlayStation 2,67.0,7.5,E,0
sales_7124,Mission: Impossible - Operation Surma,2003-01-01,M4 Limited,Atari,Game Boy Advance,42.0,,T,0
sales_7125,Resident Evil: Revelations,2013-01-01,Capcom,Capcom,Windows PC,77.0,7.0,M,0
sales_7126,The Da Vinci Code,2006-01-01,Double Helix Games,Take-Two Interactive,Xbox,52.0,2.8,T,0
sales_7127,Super Black Bass Fishing,2005-01-01,Starfish,Majesco Entertainment,Nintendo DS,35.0,,E,0
sales_7128,Pure Pinball,2004-01-01,Iridon Interactive AB,XS Games,Xbox,68.0,8.5,E,0
sales_7129,Headhunter: Redemption,2004-01-01,Amuze,Sega,PlayStation 2,62.0,6.7,M,0
sales_7130,Stuntman,2003-01-01,Atari,Atari,Game Boy Advance,77.0,,E,0
sales_7131,The Chase: Felix Meets Felicity,2009-01-01,Razorback Developments,Atari,Nintendo DS,59.0,,E,0
sales_7132,Dead Rising,2016-01-01,Capcom,Capcom,PlayStation 4,78.0,6.6,M,0
sales_7133,Grand Theft Auto: Vice City,2003-01-01,Rockstar North,Take-Two Interactive,Windows PC,94.0,8.8,M,0
sales_7134,Surf's Up,2007-01-01,Ubisoft Montreal,Ubisoft,PlayStation 3,59.0,5.1,E10+,0
sales_7135,SWAT: Target Liberty,2007-01-01,3G Studios,Vivendi Games,PlayStation Portable (PSP),50.0,7.7,T,0
sales_7136,Twin Strike: Operation Thunder,2008-01-01,Naps Team,Zoo Games,Wii,50.0,8.3,E10+,0
sales_7137,CSI: Fatal Conspiracy,2010-01-01,Telltale Games,Ubisoft,Windows PC,47.0,5.5,M,0
sales_7138,Bomberman: Act Zero,2006-01-01,Hudson,Konami Digital Entertainment,Xbox 360,34.0,2.2,T,0
sales_7139,Empire Earth III,2007-01-01,Mad Doc Software,Vivendi Games,Windows PC,50.0,2.8,T,0
sales_7140,Astro Boy: The Video Game,2009-01-01,High Voltage Software,D3Publisher,PlayStation Portable (PSP),60.0,,E10+,0
sales_7141,Resident Evil: Operation Raccoon City,2012-01-01,Slant Six,Capcom,Windows PC,48.0,3.8,M,0
sales_7142,Dreamfall: The Longest Journey,2006-01-01,Funcom,Empire Interactive,Xbox,73.0,8.8,M,0
sales_7143,JASF: Jane's Advanced Strike Fighters,2011-01-01,Trickstar Games,Deep Silver,Windows PC,48.0,3.1,T,0
sales_7144,Outlaw Volleyball Remixed,2004-01-01,Hypnotix,Global Star,PlayStation 2,57.0,,M,0
sales_7145,The Adventures of Darwin,2006-01-01,Vingt-et-un Systems,Essential Games,PlayStation 2,53.0,,E10+,0
sales_7146,Brothers In Arms DS,2007-01-01,Gameloft,Ubisoft,Nintendo DS,72.0,8.0,T,0
sales_7147,Colin McRae Rally 3,2002-01-01,Codemasters,Codemasters,Xbox,86.0,7.4,E,0
sales_7148,TMNT,2007-01-01,Ubisoft Quebec,Ubisoft,Nintendo DS,42.0,2.2,E10+,0
sales_7149,Stolen,2005-01-01,Blue 52,Hip Interactive,PlayStation 2,51.0,7.4,T,0
sales_7150,Stoked: Big Air Edition,2009-01-01,Bongfish,Namco Bandai Games,Xbox 360,72.0,7.7,T,0
sales_7151,LEGO Jurassic World,2015-01-01,TT Games,Warner Bros. Interactive Entertainment,Windows PC,72.0,7.1,E10+,0
sales_7152,Pro Race Driver,2003-01-01,Codemasters,Codemasters,Xbox,80.0,7.5,T,0
sales_7153,The Movies,2005-01-01,Lionhead Studios,Activision,Windows PC,84.0,8.3,T,0
sales_7154,Countdown Vampires,1999-01-01,K2 LLC,Namco Bandai Games,PlayStation,41.0,,M,0
sales_7155,FIFA World Cup Germany 2006,2006-01-01,EA Canada,Electronic Arts,Nintendo DS,71.0,7.2,E,0
sales_7156,Supreme Commander: Forged Alliance,2007-01-01,Gas Powered Games,THQ,Windows PC,81.0,8.9,E10+,0
sales_7157,Dragon Ball: Advanced Adventure,2004-01-01,Dimps Corporation,Namco Bandai Games,Game Boy Advance,75.0,8.5,E10+,0
sales_7158,The Ripping Friends,2002-01-01,Creations,THQ,Game Boy Advance,38.0,,E,0
sales_7159,Lost Planet 3,2013-01-01,Spark Unlimited,Capcom,Windows PC,61.0,6.2,T,0
sales_7160,Super Army War,2005-01-01,Atlus Co.,Flashpoint Games,Game Boy Advance,58.0,,T,0
sales_7161,Echo Night Beyond,2004-01-01,From Software,Indie Games,PlayStation 2,60.0,8.8,T,0
sales_7162,Meteos: Disney Magic,2007-01-01,Q Entertainment,Disney Interactive Studios,Nintendo DS,74.0,6.6,E,0
sales_7163,Beyblade Evolution,2013-01-01,Rising Star Games,Rising Star Games,Nintendo 3DS,49.0,6.3,E,0
sales_7164,Evolution Skateboarding,2002-01-01,KCEO,Konami Digital Entertainment,Nintendo GameCube,44.0,,T,0
sales_7165,Castlevania: Lords of Shadow 2,2014-01-01,Mercury Steam,Konami Digital Entertainment,Windows PC,58.0,7.7,M,0
sales_7166,Greg Hastings' Tournament Paintball Max'd,2006-01-01,Nightlight Studios,Activision,Nintendo DS,39.0,7.4,E10+,0
sales_7167,Halo: Combat Evolved,2003-01-01,Gearbox Software,Microsoft Game Studios,Windows PC,83.0,7.4,M,0
sales_7168,Exist Archive: The Other Side of the Sky,2015-01-01,Tri-Ace,Aksys Games,PlayStation 4,69.0,7.9,T,0
sales_7169,Little Red Riding Hood's Zombie BBQ,2008-01-01,EnjoyUp Games,Destineer,Nintendo DS,68.0,7.3,T,0
sales_7170,Assassin's Creed Chronicles: China,2015-01-01,"Climax Group, Climax Studios",Ubisoft,PlayStation 4,69.0,6.4,T,0
sales_7171,Worms: Ultimate Mayhem,2011-01-01,Team 17,Unknown,Windows PC,66.0,7.8,E10+,0
sales_7172,Rugby 08,2007-01-01,EA Canada,Electronic Arts,PlayStation 2,74.0,7.4,E,0
sales_7173,Caesar IV,2006-01-01,Tilted Mill,Vivendi Games,Windows PC,74.0,7.6,E10+,0
sales_7174,Ferrari Challenge Trofeo Pirelli,2008-01-01,Eutechnyx,System 3 Arcade Software,PlayStation 3,71.0,6.2,E,0
sales_7175,Cy Girls,2004-01-01,KCEJ,Konami Digital Entertainment,PlayStation 2,53.0,8.8,M,0
sales_7176,Ray Gigant,2015-01-01,Bandai Namco Games,Namco Bandai Games,PlayStation Vita,72.0,8.1,T,0
sales_7177,APB Reloaded,2011-01-01,"Reloaded Productions, Reloaded Games Inc.",Iceberg Interactive,Windows PC,56.0,5.7,M,0
sales_7178,The Sum of All Fears,2002-01-01,Red Storm Entertainment,Ubisoft,Game Boy Advance,69.0,,T,0
sales_7179,Bubble Bobble Double Shot,2007-01-01,Marvelous Entertainment,Rising Star Games,Nintendo DS,50.0,4.8,E,0
sales_7180,Bionicle Heroes,2007-01-01,Traveller's Tales,Eidos Interactive,Wii,52.0,5.8,E10+,0
sales_7181,Harry Potter and the Order of the Phoenix,2007-01-01,EA Games,Electronic Arts,Windows PC,63.0,7.1,E10+,0
sales_7182,Minority Report: Everybody Runs,2002-01-01,Torus Games,Activision,Game Boy Advance,54.0,,T,0
sales_7183,C.O.R.E.,2009-01-01,NoWay Studio,Graffiti,Nintendo DS,44.0,6.9,M,0
sales_7184,Chaos Wars,2006-01-01,Idea Factory,Idea Factory,PlayStation 2,64.0,6.9,T,0
sales_7185,Steambot Chronicles,2005-01-01,Irem,505 Games,PlayStation 2,74.0,8.2,T,0
sales_7186,Gumby vs. the Astrobots,2005-01-01,Torus Games,Namco Bandai Games,Game Boy Advance,63.0,,E,0
sales_7187,Scaler,2004-01-01,Artificial Mind and Movement,Take-Two Interactive,Nintendo GameCube,69.0,7.3,E,0
sales_7188,Scarface: The World is Yours,2006-01-01,Radical Entertainment,Vivendi Games,Windows PC,73.0,7.5,M,0
sales_7189,Legasista,2012-01-01,System Prisma,Nippon Ichi Software,PlayStation 3,68.0,6.3,T,0
sales_7190,Fatal Fury: Battle Archives Volume 1,2006-01-01,SNK Playmore,Ignition Entertainment,PlayStation 2,68.0,8.3,T,0
sales_7191,Harry Potter and the Prisoner of Azkaban,2004-01-01,KnowWonder,Electronic Arts,Windows PC,67.0,7.2,E,0
sales_7192,OutRun 2006: Coast 2 Coast,2006-01-01,Sumo Digital,Sega,PlayStation Portable (PSP),82.0,8.1,E,0
sales_7193,Fading Shadows,2008-01-01,Ivolgamus,Ivolgamus,PlayStation Portable (PSP),62.0,,E,0
sales_7194,Smashing Drive,2002-01-01,Namco,Namco Bandai Games,Xbox,42.0,,T,0
sales_7195,Without Warning,2005-01-01,CiRCLE,Capcom,PlayStation 2,45.0,6.5,M,0
sales_7196,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005-01-01,Konami,Konami Digital Entertainment,Xbox,56.0,,E10+,0
sales_7197,Napoleon Dynamite: The Game,2007-01-01,7 Studios,Crave Entertainment,PlayStation Portable (PSP),37.0,4.6,E10+,0
sales_7198,Saints Row 2,2009-01-01,"Volition Inc., CD Projekt Red Studio, CD Projekt, CD Projekt Localisation Centre",THQ,Windows PC,72.0,6.8,M,0
sales_7199,Trine 2,2011-01-01,"Frozenbyte, Inc.",Focus Home Interactive,Windows PC,84.0,8.4,E10+,0
sales_7200,Monster Force,2002-01-01,Digital Eclipse,Universal Interactive,Game Boy Advance,65.0,,E,0
sales_7201,World Championship Pool 2004,2003-01-01,Blade Interactive,Jaleco,Xbox,67.0,,E,0
sales_7202,Teenage Zombies: Invasion of the Alien Brain Thingys,2008-01-01,InLight Entertainment,Ignition Entertainment,Nintendo DS,67.0,8.2,E10+,0
sales_7203,Flow: Urban Dance Uprising,2005-01-01,Artificial Mind and Movement,Ubisoft,PlayStation 2,65.0,,T,0
sales_7204,Homefront: The Revolution,2016-01-01,Deep Silver Dambuster Studios,Deep Silver,Windows PC,54.0,3.5,M,0
sales_7205,RLH: Run Like Hell,2003-01-01,Digital Mayhem,Avalon Interactive,Xbox,55.0,8.0,M,0
sales_7206,Obscure,2004-01-01,Hydravision,MC2 Entertainment,Xbox,66.0,8.4,M,0
sales_7207,Just Dance 2017,2016-01-01,Ubisoft Paris,Ubisoft,Xbox One,75.0,8.0,E10+,0
sales_7208,Stranger of Sword City,2015-01-01,Experience Inc.,Nippon Ichi Software,PlayStation Vita,71.0,8.0,T,0
sales_7209,World of Goo,2008-01-01,2D Boy,2D Boy,Windows PC,90.0,8.5,E,0
sales_7210,Secret Files 2: Puritas Cordis,2009-01-01,"Fusionsphere Systems, Animation Arts",Deep Silver,Windows PC,64.0,7.1,T,0
sales_7211,Monster Kingdom: Jewel Summoner,2006-01-01,Gaia (Sony),Sony Computer Entertainment,PlayStation Portable (PSP),66.0,6.8,T,0
sales_7212,Railroad Tycoon 3,2003-01-01,PopTop Software,Gathering of Developers,Windows PC,80.0,7.7,E,0
sales_7213,Zoo Hospital,2007-01-01,Torus Games,Eidos Interactive,Nintendo DS,53.0,,E,0
sales_7214,Sega Arcade Gallery,2003-01-01,Bits Studios,THQ,Game Boy Advance,70.0,,E,0
sales_7215,S.T.A.L.K.E.R.: Clear Sky,2008-01-01,GSC Game World,Deep Silver,Windows PC,75.0,7.7,M,0
sales_7216,Painkiller: Hell Wars,2006-01-01,People Can Fly,DreamCatcher Interactive,Xbox,68.0,7.4,M,0
sales_7217,FunkMaster Flex's Digital Hitz Factory,2003-01-01,Jester Interactive,Jester Interactive,PlayStation 2,71.0,8.9,E,0
sales_7218,Greg Hastings Paintball 2,2010-01-01,Super X Studios,Majesco Entertainment,PlayStation 3,46.0,,E10+,0
sales_7219,World in Conflict,2007-01-01,Massive Entertainment,Vivendi Games,Windows PC,89.0,8.1,T,0
sales_7220,Rebel Raiders: Operation Nighthawk,2006-01-01,Kando Games,Kando Games,PlayStation 2,53.0,,E10+,0
sales_7221,Alienators: Evolution Continues,2001-01-01,Digital Eclipse,Activision,Game Boy Advance,54.0,,E,0
sales_7222,Pirates: Duels on the High Seas,2008-01-01,Oxygen Interactive,Oxygen Interactive,Nintendo DS,50.0,,E,0
sales_7223,MX World Tour Featuring Jamie Little,2005-01-01,Impulse Games,Crave Entertainment,Xbox,51.0,,E,0
sales_7224,Tomb Raider: Anniversary,2007-01-01,Nixxes Software,Eidos Interactive,Windows PC,83.0,8.1,T,0
sales_7225,Infamous: First Light,2014-01-01,Sucker Punch,Sony Computer Entertainment,PlayStation 4,73.0,7.5,T,0
sales_7226,Tour de France 2014,2014-01-01,Cyanide,Focus Home Interactive,PlayStation 4,53.0,5.1,E,0
sales_7227,RedCard 20-03,2002-01-01,Point of View,Midway Games,Xbox,67.0,9.0,E,0
sales_7228,Bounty Hounds,2006-01-01,Xpec,Namco Bandai Games,PlayStation Portable (PSP),63.0,6.0,T,0
sales_7229,TOCA Race Driver 3,2006-01-01,Codemasters,Codemasters,Xbox,84.0,8.0,E10+,0
sales_7230,Silent Scope,2002-01-01,Now Production,Konami Digital Entertainment,Game Boy Advance,70.0,8.0,T,0
sales_7231,The Cursed Crusade,2011-01-01,Kylotonn,DTP Entertainment,Windows PC,55.0,6.0,M,0
sales_7232,Hotel Giant 2,2008-01-01,Enlight Software,JoWood Productions,Windows PC,58.0,2.5,E,0
sales_7233,DarkStar One,2006-01-01,Ascaron Entertainment GmbH,Ubisoft,Windows PC,71.0,7.2,T,0
sales_7234,ESPN NBA 2Night 2002,2002-01-01,Konami,Konami Digital Entertainment,PlayStation 2,59.0,,E,0
sales_7235,"Crouching Tiger, Hidden Dragon",2003-01-01,Ubisoft Shanghai,Ubisoft,Game Boy Advance,60.0,,T,0
sales_7236,Hitman: Blood Money,2006-01-01,Io Interactive,Eidos Interactive,Windows PC,82.0,8.8,M,0
sales_7237,Duke Nukem 3D: 20th Anniversary World Tour,2016-01-01,Gearbox Software,Gearbox Software,PlayStation 4,77.0,6.9,M,0
sales_7238,Section 8,2009-01-01,TimeGate Studios,SouthPeak Games,Windows PC,72.0,7.0,T,0
sales_7239,Alpha Protocol,2010-01-01,Obsidian Entertainment,Sega,Windows PC,72.0,7.5,M,0
sales_7240,Planescape: Torment,1998-01-01,Black Isle Studios,Interplay,Windows PC,91.0,9.2,T,0
sales_7241,Driven,2001-01-01,Crawfish Interactive,BAM! Entertainment,Game Boy Advance,68.0,,E,0
sales_7242,Star Wars Jedi Knight: Jedi Academy,2003-01-01,Raven Software,Activision,Windows PC,81.0,8.6,T,0
sales_7243,Red Faction II,2003-01-01,Cranky Pants Games,THQ,Nintendo GameCube,79.0,7.3,M,0
sales_7244,Battle Engine Aquila,2003-01-01,Lost Toys,Atari,PlayStation 2,73.0,9.0,T,0
sales_7245,Special Forces: Nemesis Strike,2005-01-01,Asobo Studio,Hip Interactive,Xbox,60.0,6.5,M,0
sales_7246,Women's Volleyball Championship,2007-01-01,Spike,Spike,PlayStation 2,32.0,4.0,E,0
sales_7247,Crimson Tears,2004-01-01,DreamFactory,Capcom,PlayStation 2,62.0,7.8,T,0
sales_7248,Battle Assault 3 featuring Gundam Seed,2004-01-01,Natsume,Namco Bandai Games,PlayStation 2,48.0,8.7,T,0
sales_7249,WRC: FIA World Rally Championship,2005-01-01,Traveller's Tales,Sony Computer Entertainment,PlayStation Portable (PSP),67.0,7.8,E,0
sales_7250,Rapala Tournament Fishing!,2006-01-01,FUN Labs,Activision,Xbox 360,41.0,8.0,E,0
sales_7251,Superstars V8 Racing,2009-01-01,Milestone S.r.l,Black Bean Games,PlayStation 3,66.0,4.9,E,0
sales_7252,The Italian Job,2003-01-01,Climax Group,Eidos Interactive,Nintendo GameCube,56.0,,T,0
sales_7253,JoJo's Bizarre Adventure: Eyes of Heaven,2015-01-01,CyberConnect2,Namco Bandai Games,PlayStation 4,61.0,7.4,T,0
sales_7254,Supreme Ruler: Cold War,2011-01-01,BattleGoat Studios,Paradox Interactive,Windows PC,63.0,6.8,RP,0
sales_7255,Rise of Nations: Rise of Legends,2006-01-01,Big Huge Games,Microsoft Game Studios,Windows PC,84.0,8.5,T,0
sales_7256,The Sum of All Fears,2003-01-01,Ubisoft Shanghai,Ubisoft,Nintendo GameCube,36.0,3.4,T,0
sales_7257,Yumi's Odd Odyssey,2013-01-01,Studio Saizensen,Agatsuma Entertainment,Nintendo 3DS,74.0,7.7,E,0
sales_7258,EverBlue 2,2002-01-01,Arika,Capcom,PlayStation 2,59.0,7.5,E,0
sales_7259,Electroplankton,2005-01-01,Indies Zero,Nintendo,Nintendo DS,71.0,7.0,E,0
sales_7260,Just Dance 2017,2016-01-01,Ubisoft Paris,Ubisoft,PlayStation 4,73.0,,E10+,0
sales_7261,CT Special Forces,2002-01-01,LSP,LSP Games,Game Boy Advance,71.0,,T,0
sales_7262,FIFA World Cup: Germany 2006,2006-01-01,EA Canada,Electronic Arts,Game Boy Advance,57.0,6.9,E,0
sales_7263,Earthworm Jim 2,2002-01-01,Super Empire,Vivendi Games,Game Boy Advance,45.0,5.7,E,0
sales_7264,Dungeon Maker: Hunting Ground,2006-01-01,Global A,Global A Entertainment,PlayStation Portable (PSP),70.0,6.4,E10+,0
sales_7265,MotoGP,2006-01-01,Namco Bandai Games,Sony Computer Entertainment,PlayStation Portable (PSP),69.0,7.1,E,0
sales_7266,Street Supremacy,2005-01-01,Genki,Konami Digital Entertainment,PlayStation Portable (PSP),41.0,,E,0
sales_7267,Apache: Air Assault,2010-01-01,Gaijin Entertainment,Just Flight,Windows PC,64.0,7.5,T,0
sales_7268,Call of Juarez: Bound in Blood,2009-01-01,Techland,Ubisoft,Windows PC,78.0,8.0,M,0
sales_7269,Red Faction: Guerrilla,2009-01-01,"Volition Inc., Reactor Zero",THQ,Windows PC,82.0,7.5,M,0
sales_7270,Disney Sports Soccer,2002-01-01,KCEO,Konami Digital Entertainment,Nintendo GameCube,75.0,,E,0
sales_7271,Legend of the Dragon,2007-01-01,Neko Entertainment,Game Factory,PlayStation Portable (PSP),38.0,,T,0
sales_7272,Deus Ex: Mankind Divided,2016-01-01,"Eidos Montreal, Nixxes Software",Square Enix,Windows PC,83.0,6.1,M,0
sales_7273,Astonishia Story,2006-01-01,Sonnori,Ubisoft,PlayStation Portable (PSP),48.0,4.9,E10+,0
sales_7274,Prince of Persia: The Forgotten Sands,2010-01-01,Ubisoft Montreal,Ubisoft,Windows PC,75.0,6.6,T,0
sales_7275,GunGriffon: Allied Strike,2004-01-01,Game Arts,Microsoft Game Studios,Xbox,55.0,,T,0
sales_7276,Stacked with Daniel Negreanu,2006-01-01,3G Studios,Myelin Media,PlayStation Portable (PSP),63.0,,T,0
sales_7277,RACE On,2009-01-01,SimBin,bitComposer Games,Windows PC,73.0,8.2,E,0
sales_7278,PopCap Arcade Vol 2,2009-01-01,PopCap,PopCap Games,Xbox 360,67.0,,E10+,0
sales_7279,Song of the Deep,2016-01-01,Insomniac Games,Insomniac Games,Windows PC,73.0,6.3,E,0
sales_7280,Tork: Prehistoric Punk,2005-01-01,Tiwak,Microsoft Game Studios,Xbox,62.0,6.2,E,0
sales_7281,Overlord II,2009-01-01,Triumph Studios,Codemasters,Windows PC,79.0,8.1,T,0
sales_7282,Flipper Critters,2007-01-01,Zen Studios,Conspiracy Entertainment,Nintendo DS,60.0,,E,0
sales_7283,Underground Pool,2007-01-01,FrontLine Studios,UFO Interactive,Nintendo DS,40.0,,E,0
sales_7284,Jikandia: The Timeless Land,2010-01-01,Opus Studio,Idea Factory,PlayStation Portable (PSP),60.0,7.2,T,0
sales_7285,Toy Shop,2008-01-01,"Gameinvest, Seed Studios, Lda",Majesco Entertainment,Nintendo DS,31.0,5.4,E,0
sales_7286,DiRT Rally,2016-01-01,Codemasters,Codemasters,Windows PC,86.0,8.7,E,0
