id,name,releaseYear,developer,platform,series
dbpedia_42297,FIFA 10,2009-01-01,Exient Entertainment,Nintendo DS,FIFA (video game series)
dbpedia_42299,Dragon Knight 4,1994-01-01,ELF Corporation,PlayStation,Dragon Knight (hentai)
dbpedia_42300,Street Fighter Alpha,1995-01-01,Crawfish Interactive,,Street Fighter
dbpedia_42301,Cocoto Magic Circus,2008-01-01,Neko Entertainment,Wii,
dbpedia_42303,Valkyria Chronicles (video game),2018-01-01,Sega,Windows PC,Valkyria Chronicles
dbpedia_42304,Rakuen (video game),2017-01-01,Laura Shigihara,Windows PC,
dbpedia_42306,Angry Birds Star Wars,,Exient Entertainment,,Angry Birds
dbpedia_42307,Disgaea: Hour of Darkness,2006-01-01,Nippon Ichi Software,Android,Disgaea
dbpedia_42308,Gubble,2010-01-01,Actual Entertainment,iOS (iPhone),
dbpedia_42309,Final Fantasy (video game),2012-01-01,Square (video game company),,Final Fantasy
dbpedia_42310,Oddworld: Stranger's Wrath,2014-01-01,Just Add Water (company),PlayStation Vita,Oddworld
dbpedia_42311,Sakura Wars (1996 video game),2003-01-01,Sega AM1,PlayStation 2,Sakura Wars
dbpedia_42312,"Austin Powers: Oh, Behave!",2000-01-01,Tarantula Studios,Game Boy Color,
dbpedia_42314,Lego Batman 2: DC Super Heroes,2013-01-01,Traveller's Tales,iOS (iPhone),Lego Batman
dbpedia_42315,Ready 2 Rumble Boxing: Round 2,2000-01-01,Crawfish Interactive,Nintendo 64,
dbpedia_42316,Cho Aniki,2003-01-01,X-Nauts,Super Nintendo (SNES),
dbpedia_42317,Battle Garegga,2016-01-01,M2 (game developer),Sega Saturn,
dbpedia_42319,Warcraft III: The Frozen Throne,2003-01-01,Blizzard Entertainment,macOS,Warcraft
dbpedia_42320,The Sims Stories,2007-01-01,Maxis,Windows PC,
dbpedia_42321,I.G.I.-2: Covert Strike,2003-01-01,Innerloop Studios,Windows PC,
dbpedia_42322,F1 2021 (video game),2021-01-01,Codemasters,Windows PC,F1 (video game series)
dbpedia_42325,Puyo Puyo (video game),2019-01-01,,,Puyo Puyo
dbpedia_42326,Deathsmiles,2013-01-01,CAVE (company),Nintendo Switch,
dbpedia_42328,Star Cruiser,1989-01-01,Arsys Software,Sega Genesis / Mega Drive,
dbpedia_42329,Pharaoh's Tomb,1990-01-01,George Broussard,,
dbpedia_42330,Battletoads in Battlemaniacs,1994-01-01,Rare (company),Sega Master System,Battletoads
dbpedia_42331,Crusader: No Remorse,1995-01-01,Origin Systems,,
dbpedia_42332,Genji: Dawn of the Samurai,2005-01-01,Game Republic,PlayStation 2,
dbpedia_42333,Gradius II,2009-01-01,Konami,Nintendo Entertainment System (NES),Gradius
dbpedia_42334,Build-a-lot,2008-01-01,HipSoft,macOS,
dbpedia_42336,Heavy Gear II,1999-01-01,Activision,Linux / SteamOS,Heavy Gear
dbpedia_42340,Earthworm Jim 2,2009-01-01,Rainbow Arts,Super Nintendo (SNES),Earthworm Jim (series)
dbpedia_42341,Tomoyo After: It's a Wonderful Life,2020-01-01,Key (company),PlayStation 3,Clannad (video game)
dbpedia_42343,Woolfe: The Red Hood Diaries,2015-01-01,GriN Gamestudio,Windows PC,
dbpedia_42346,Bejeweled,2001-01-01,PopCap Games,iOS (iPhone),Bejeweled (series)
dbpedia_42347,Electronic Super Joy,2016-01-01,Loot Interactive,Xbox One,
dbpedia_42348,Ghostbusters (1984 video game),1984-01-01,Compile (company),,List of Ghostbusters video games
dbpedia_42349,Fieldrunners,2008-01-01,Subatomic Studios,,
dbpedia_42350,Heatseeker (video game),2007-01-01,Halfbrick,Wii,
dbpedia_42351,Knock-Knock (video game),2013-01-01,Ice-Pick Lodge,Linux / SteamOS,
dbpedia_42352,Carmen Sandiego Returns,2015-01-01,The Learning Company,iOS (iPhone),Carmen Sandiego (video game series)
dbpedia_42353,FIFA 13,2012-01-01,EA Canada,PlayStation 2,FIFA (video game series)
dbpedia_42355,Serious Sam 4,2020-01-01,Croteam,PlayStation 5,Serious Sam
dbpedia_42357,Bank Panic,1984-01-01,Sanritsu Denki,Arcade Cabinet,
dbpedia_42358,Titan Quest,2018-01-01,Iron Lore Entertainment,PlayStation 4,
dbpedia_42359,Scribblenauts Showdown,2018-01-01,,PlayStation 4,Scribblenauts (video game series)
dbpedia_42360,Mercs,2009-01-01,Capcom,,
dbpedia_42361,Teenage Mutant Ninja Turtles: The Hyperstone Heist,1992-01-01,Konami,Sega Genesis / Mega Drive,List of Teenage Mutant Ninja Turtles video games
dbpedia_42364,Postal (video game),2015-01-01,Running with Scissors (company),macOS,Postal (video game series)
dbpedia_42366,Razor Freestyle Scooter,2001-01-01,Shaba Games,Sega Dreamcast,
dbpedia_42367,Worms Forts: Under Siege,2004-01-01,Team17,Xbox,Worms (series)
dbpedia_42369,The Legend of Zelda LCD games,1989-01-01,Nintendo Research & Development 1,,The Legend of Zelda
dbpedia_42371,Psychonauts 2,2022-01-01,Double Fine,macOS,
dbpedia_42372,RollerCoaster Tycoon 3,2015-01-01,Frontier Developments,,RollerCoaster Tycoon
dbpedia_42374,Modern Combat 5: Blackout,2019-01-01,,Nintendo Switch,Modern Combat (series)
dbpedia_42375,Galaxy Force,1988-01-01,Sega,PlayStation 2,
dbpedia_42376,The Legend of Mir 2,2001-01-01,WeMade Entertainment,Windows PC,
dbpedia_42377,Def Jam: Fight for NY,2005-01-01,Syn Sophia,PlayStation 2,
dbpedia_42381,Project Gotham Racing (video game),2001-01-01,Bizarre Creations,Xbox,Project Gotham Racing
dbpedia_42382,Antz Extreme Racing,2002-01-01,Supersonic Software,Windows PC,
dbpedia_42384,Vibes (video game),2010-01-01,Laughing Jackal,PlayStation Portable (PSP),
dbpedia_42385,Harry Potter and the Order of the Phoenix (video game),2007-01-01,EA UK,Windows PC,Harry Potter video games
dbpedia_42386,Astro Boy: The Video Game,2009-01-01,High Voltage Software,PlayStation Portable (PSP),
dbpedia_42387,TOCA Touring Car Championship,2000-01-01,Codemasters,,TOCA (series)
dbpedia_42388,Army of Two: The 40th Day,2010-01-01,EA Montreal,PlayStation 3,Army of Two (series)
dbpedia_42389,Devil May Cry 3: Dante's Awakening,2005-01-01,Capcom,PlayStation 2,Devil May Cry
dbpedia_42390,Putt-Putt Saves the Zoo,2014-01-01,Humongous Entertainment,Windows PC,
dbpedia_42391,Wild Arms 2,1999-01-01,Media.Vision,PlayStation,Wild Arms (series)
dbpedia_42392,Risk (video game),2010-01-01,Sculptured Software,Xbox 360,
dbpedia_42393,Ikaruga,2001-01-01,Treasure (company),Windows PC,
dbpedia_42394,Wonder Boy: The Dragon's Trap,2017-01-01,,Xbox One,Wonder Boy
dbpedia_42395,Doom II,1994-01-01,Id Software,Nintendo Switch,Doom (franchise)
dbpedia_42398,Fruit Ninja,2016-01-01,Halfbrick Studios,PlayStation Vita,
dbpedia_42399,FIFA Football 2004,2004-01-01,Exient Entertainment,,FIFA (video game series)
dbpedia_42400,Dynasty Warriors 6,2009-01-01,Omega Force,PlayStation Portable (PSP),Dynasty Warriors
dbpedia_42402,Tecmo Cup Soccer Game,1988-01-01,Tecmo,Nintendo Entertainment System (NES),Captain Tsubasa
dbpedia_42404,Moon Patrol,1982-01-01,Irem,,
dbpedia_42406,2 on 2 Open Ice Challenge,1997-01-01,Avalanche Software,Windows PC,
dbpedia_42408,Space Harrier,1988-01-01,Sega,Sega Master System,
dbpedia_42411,Dragon Knight 4,2007-01-01,NEC Avenue,,Dragon Knight (hentai)
dbpedia_42412,D4: Dark Dreams Don't Die,2015-01-01,Access Games,Windows PC,
dbpedia_42413,You Don't Know Jack (2011 video game),2011-01-01,Webfoot Technologies,Nintendo DS,You Don't Know Jack (franchise)
dbpedia_42417,Ben 10: Protector of Earth,2007-01-01,High Voltage Software,Wii,Ben 10
dbpedia_42419,Tecmo World Cup Soccer,1990-01-01,Tecmo,Nintendo Entertainment System (NES),
dbpedia_42420,RoadBlasters,1987-01-01,Atari Games,Arcade Cabinet,
dbpedia_42421,Charlie and the Chocolate Factory (2005 video game),2005-01-01,Digital Eclipse,Xbox,
dbpedia_42423,Empire: Total War,2009-01-01,Feral Interactive,Windows PC,Total War (video game series)
dbpedia_42425,GunForce II,,Irem,,GunForce
dbpedia_42427,Ultima III: Exodus,1983-01-01,Origin Systems,,Ultima (series)
dbpedia_42428,Half-Life 2: Episode One,2013-01-01,Valve Corporation,,Half-Life (series)
dbpedia_42430,Vexx,2003-01-01,Acclaim Studios Austin,Xbox,
dbpedia_42431,San Francisco Rush: Extreme Racing,1997-01-01,Midway Games,PlayStation 2,Rush (video game series)
dbpedia_42432,Street Fighter IV,2009-01-01,Capcom,Xbox 360,Street Fighter
dbpedia_42434,Sword Coast Legends,2016-01-01,Digital Extremes,Linux / SteamOS,
dbpedia_42435,Sega GT,2001-01-01,Tose (company),Windows PC,
dbpedia_42436,Planet of the Apes: Last Frontier,2017-01-01,,Xbox One,Planet of the Apes
dbpedia_42437,OlliOlli,2014-01-01,Roll7,PlayStation Vita,
dbpedia_42438,"Robopon Sun, Star, and Moon Versions",1999-01-01,Hudson Soft,Game Boy Color,
dbpedia_42440,G-LOC: Air Battle,1990-01-01,Sega AM2,Sega Master System,After Burner
dbpedia_42442,3-D Ultra NASCAR Pinball,1998-01-01,Dynamix,Windows PC,3-D Ultra Pinball
dbpedia_42445,Google Reader,2005-01-01,Google,,
dbpedia_42446,Injustice 2,2017-01-01,NetherRealm Studios,Android,Injustice (franchise)
dbpedia_42447,Dead Rising 4,2016-01-01,Capcom Vancouver,PlayStation 4,Dead Rising
dbpedia_42449,Major League Baseball 2K6,2006-01-01,2K Los Angeles,PlayStation Portable (PSP),
dbpedia_42450,Grand Theft Auto: Chinatown Wars,2009-01-01,Rockstar Leeds,Android,Grand Theft Auto
dbpedia_42451,Star Wars Jedi Knight II: Jedi Outcast,2009-01-01,Aspyr,macOS,Star Wars: Jedi Knight (series)
dbpedia_42453,Romance of the Three Kingdoms XI,2006-01-01,Koei,Windows PC,Romance of the Three Kingdoms (video game series)
dbpedia_42454,Pac-Man 256,2015-01-01,Hipster Whale,Android,List of Pac-Man video games
dbpedia_42455,Transformers: Dark of the Moon (video game),2011-01-01,Behaviour Interactive,,
dbpedia_42456,Grand Theft Auto: Vice City,2003-01-01,Rockstar North,Windows PC,Grand Theft Auto
dbpedia_42457,Zen Pinball,2009-01-01,Zen Studios,iOS (iPhone),
dbpedia_42458,Mega Man X6,2001-01-01,Capcom,PlayStation 3,Mega Man X
dbpedia_42459,Monster Truck Madness 2,1999-01-01,Terminal Reality,Nintendo 64,
dbpedia_42461,Space Hulk: Tactics,2018-01-01,Cyanide (company),Xbox One,"Warhammer 40,000"
dbpedia_42463,Wizardry: Proving Grounds of the Mad Overlord,2001-01-01,Game Studio (company),Super Nintendo (SNES),Wizardry
dbpedia_42464,Painkiller (video game),2006-01-01,People Can Fly,Windows PC,
dbpedia_42470,Mission Asteroid,,On-Line Systems,,Hi-Res Adventures
dbpedia_42471,The Bard's Tale (2004 video game),2017-01-01,InXile Entertainment,Xbox One,The Bard's Tale
dbpedia_42472,Ace Racer,2021-01-01,NetEase Games,Android,
dbpedia_42474,Madden NFL 07,2006-01-01,Exient Entertainment,Wii,Madden NFL
dbpedia_42475,Night Stalker (video game),1982-01-01,Mattel,,
dbpedia_42477,Lego Star Wars III: The Clone Wars,2011-01-01,TT Fusion,Wii,Lego Star Wars (video game series)
dbpedia_42478,Pajama Sam 2: Thunder and Lightning Aren't so Frightening,1998-01-01,Humongous Entertainment,macOS,
dbpedia_42479,Rock Band (video game),2008-01-01,Pi Studios,Wii,Rock Band
dbpedia_42482,Riven,2011-01-01,Cyan Worlds,Sega Saturn,Myst (series)
dbpedia_42486,Bridge Constructor Portal,2017-01-01,,iOS (iPhone),Bridge Constructor
dbpedia_42487,Scrabble (video game),1999-01-01,Runecraft,,
dbpedia_42489,Palamedes (video game),1990-01-01,Taito,Game Boy,
dbpedia_42490,Duke Nukem 3D,2020-01-01,Nerve Software,PlayStation Vita,Duke Nukem
dbpedia_42491,SimCity (1989 video game),2006-01-01,Superior Software,,SimCity
dbpedia_42492,NBA Elite 11,2010-01-01,EA Canada,iOS (iPhone),NBA Live
dbpedia_42493,NFL Fever 2004,2003-01-01,Xbox Game Studios,,NFL Fever (series)
dbpedia_42495,Cars Race-O-Rama,2009-01-01,Incinerator Studios,Xbox 360,Cars (franchise)
dbpedia_42496,Shantae and the Pirate's Curse,2016-01-01,WayForward,Windows PC,Shantae
dbpedia_42498,Shogo: Mobile Armor Division,1998-01-01,Monolith Productions,,
dbpedia_42500,Gauntlet Legends,1999-01-01,Midway Games,Sega Dreamcast,Gauntlet (series)
dbpedia_42506,Virtual Pro Wrestling 64,1997-01-01,Asmik Ace Entertainment,Nintendo 64,Virtual Pro Wrestling
dbpedia_42507,Fast Food (1989 video game),,Oliver Twins,,Dizzy (series)
dbpedia_42508,Air (video game),2006-01-01,Key (company),PlayStation 2,
dbpedia_42509,Road Not Taken,2014-01-01,Spry Fox,Windows PC,
dbpedia_42516,James Bond 007: Nightfire,2003-01-01,Eurocom,macOS,James Bond in video games
dbpedia_42517,Killer Instinct Gold,,Rare (company),Nintendo 64,Killer Instinct
dbpedia_42518,Deal or No Deal (video game),2007-01-01,Imagination Entertainment,,
dbpedia_42519,WWE 2K18,2017-01-01,Yuke's,Xbox One,WWE 2K
dbpedia_42520,Majin and the Forsaken Kingdom,2010-01-01,Game Republic,PlayStation 3,
dbpedia_42521,The Legendary Axe II,1990-01-01,Atlus,,The Legendary Axe
dbpedia_42523,Battle Storm,1991-01-01,Blue Planet Software,Nintendo Entertainment System (NES),
dbpedia_42524,Pro Evolution Soccer 2008,2007-01-01,Konami,PlayStation Portable (PSP),Pro Evolution Soccer
dbpedia_42525,Chaos Rings Omega,2012-01-01,Media.Vision,Android,Chaos Rings
dbpedia_42526,NASCAR 07,2006-01-01,Rainbow Studios,Xbox,
dbpedia_42528,Uno (video game),2009-01-01,Nintendo Switch,,Uno (card game)
dbpedia_42529,Dream Chronicles (video game),2011-01-01,,macOS,Dream Chronicles (series)
dbpedia_42530,Ganbare Goemon: Sarawareta Ebisumaru!,1991-01-01,Konami,,Goemon (series)
dbpedia_42531,Zelda II: The Adventure of Link,2004-01-01,Nintendo Entertainment Analysis & Development,,The Legend of Zelda
dbpedia_42533,Mega Man Battle Chip Challenge,2003-01-01,Inti Creates,Game Boy Advance,Mega Man Battle Network
dbpedia_42534,Doom 64,1997-01-01,Nightdive Studios,Windows PC,Doom (franchise)
dbpedia_42535,David Beckham Soccer,2001-01-01,Majesco Entertainment,Xbox,
dbpedia_42536,Commander Keen in Aliens Ate My Babysitter,,Id Software,Windows PC,Commander Keen
dbpedia_42537,Mortal Kombat Mobile,2015-01-01,NetherRealm Studios,iOS (iPhone),Mortal Kombat
dbpedia_42538,Bejeweled 2,2006-01-01,PopCap Games,,Bejeweled (series)
dbpedia_42539,Broken Sword II: The Smoking Mirror,2012-01-01,Revolution Software,Windows PC,Broken Sword
dbpedia_42546,James Bond 007: Nightfire,2002-01-01,JV Games,PlayStation 2,James Bond in video games
dbpedia_42547,Gauntlet Dark Legacy,2001-01-01,Atari Games,Arcade Cabinet,Gauntlet (series)
dbpedia_42548,Worms Ultimate Mayhem,2011-01-01,Team17,Xbox 360,Worms (series)
dbpedia_42549,Subsurface Circular,2017-01-01,Mike Bithell Games,iOS (iPhone),
dbpedia_42550,Line of Fire (video game),1989-01-01,Sega,Sega Master System,
dbpedia_42551,Scrabble (video game),2009-01-01,Ubisoft Chengdu,,
dbpedia_42553,TwinBee,2011-01-01,Konami,Nintendo DS,
dbpedia_42554,Devil's Third,2016-01-01,Nintendo Software Planning & Development,Windows PC,
dbpedia_42556,Pro Evolution Soccer 2012,2012-01-01,Konami,Android,Pro Evolution Soccer
dbpedia_42557,Ticket to Ride (video game),2018-01-01,Next Level Games,PlayStation 4,
dbpedia_42558,Dead to Rights (video game),2003-01-01,Namco,PlayStation 2,Dead to Rights (series)
dbpedia_42559,Army Men: Air Attack 2,2001-01-01,The 3DO Company,Nintendo GameCube,Army Men
dbpedia_42562,Power Rangers: Battle for the Grid,2019-01-01,Animoca,Windows PC,Power Rangers
dbpedia_42563,Super Dimension Fortress Macross: Scrambled Valkyrie,,Winkysoft,Super Nintendo (SNES),Macross
dbpedia_42566,Mickey Mania,1995-01-01,Traveller's Tales,PlayStation,
dbpedia_42567,Aggressive Inline (video game),2002-01-01,Full Fat,Xbox,
dbpedia_42568,Pikmin (video game),2008-01-01,Nintendo EAD,Nintendo GameCube,Pikmin
dbpedia_42571,SimCity (1989 video game),1990-01-01,Babaroga (game company),,SimCity
dbpedia_42573,Grand Slam Tennis,2009-01-01,EA Canada,Wii,
dbpedia_42574,Tekken (video game),1994-01-01,Namco,PlayStation,Tekken
dbpedia_42575,ShadowCaster,1994-01-01,Raven Software,,
dbpedia_42577,Grim Fandango,1998-01-01,LucasArts,iOS (iPhone),
dbpedia_42578,Devil May Cry 3: Dante's Awakening,2012-01-01,Capcom,PlayStation 2,Devil May Cry
dbpedia_42579,The Sims FreePlay,2011-01-01,Firemonkeys Studios,iOS (iPhone),The Sims
dbpedia_42583,Ultima Underworld: The Stygian Abyss,2002-01-01,Blue Sky Productions,PlayStation,Ultima (series)
dbpedia_42584,Kingdom Hearts HD 2.8 Final Chapter Prologue,2017-01-01,Square Enix,PlayStation 4,Kingdom Hearts
dbpedia_42585,Alien Crush,2010-01-01,Compile (publisher),,Crush Pinball
dbpedia_42586,TwinBee,2013-01-01,Arika,Windows PC,
dbpedia_42587,Star Wars: Hunters,,Zynga,iOS (iPhone),Star Wars
dbpedia_42588,Kamen Rider: Climax,2018-01-01,Eighting,PlayStation 2,Kamen Rider Series
dbpedia_42589,The Tale of Despereaux (video game),2008-01-01,Sensory Sweep Studios,PlayStation 2,
dbpedia_42590,Flock!,2009-01-01,Proper Games,,
dbpedia_42592,Silent Scope (video game),2000-01-01,Now Production,Sega Dreamcast,Silent Scope
dbpedia_42594,Transformers: The Game,2007-01-01,Vicarious Visions,Xbox 360,Transformers
dbpedia_42595,2064: Read Only Memories,2015-01-01,MidBoss,PlayStation Vita,
dbpedia_42597,Zuma (video game),2003-01-01,Oberon Media,,
dbpedia_42598,Yo-Ho Kablammo,2009-01-01,Canalside Studios,Xbox 360,
dbpedia_42602,Castle Crashers,2012-01-01,The Behemoth,Xbox 360,
dbpedia_42604,Riven,2011-01-01,Cyan Worlds,iOS (iPhone),Myst (series)
dbpedia_42606,Super Mario Land,1989-01-01,Nintendo R&D1,Game Boy,Super Mario
dbpedia_42608,Call of Duty: Black Ops,2012-01-01,Treyarch,Nintendo DS,Call of Duty
dbpedia_42609,Lemmings (video game),1991-01-01,Ocean Software,Sega Genesis / Mega Drive,
dbpedia_42610,Lemmings (video game),1991-01-01,Sunsoft,Sega Game Gear,
dbpedia_42613,TwinBee,1986-01-01,Arika,,
dbpedia_42615,Daisenryaku,2007-01-01,SystemSoft Alpha,PlayStation 3,
dbpedia_42617,Worms Armageddon,1999-01-01,Infogrames,Game Boy Color,Worms (series)
dbpedia_42619,Sega Bass Fishing,2011-01-01,Sega,,
dbpedia_42620,Michael Jackson: The Experience,2012-01-01,Ubisoft Paris,PlayStation Portable (PSP),
dbpedia_42621,Brunswick Pro Bowling,2007-01-01,"Point of View, Inc.",iOS (iPhone),
dbpedia_42622,Professor Layton and the Unwound Future,2020-01-01,Level-5 (company),iOS (iPhone),Professor Layton
dbpedia_42623,Uno (video game),2017-01-01,PS4,,Uno (card game)
dbpedia_42624,De Blob,2008-01-01,BlitWorks,iOS (iPhone),
dbpedia_42625,The Hitchhiker's Guide to the Galaxy (video game),1987-01-01,Infocom,,
dbpedia_42626,Colin McRae Rally 2.0,2002-01-01,Codemasters,PlayStation,Colin McRae Rally and Dirt
dbpedia_42628,TwinBee,1988-01-01,Arika,Nintendo DS,
dbpedia_42629,EverQuest,2003-01-01,989 Studios,macOS,
dbpedia_42631,Deltarune,2021-01-01,Toby Fox,macOS,
dbpedia_42632,FlatOut (video game),2004-01-01,Bugbear Entertainment,Windows PC,FlatOut
dbpedia_42637,Wing Commander (video game),1994-01-01,Origin Systems,,
dbpedia_42638,Beavis and Butt-Head (video game),,NuFX,Super Nintendo (SNES),Beavis and Butt-Head
dbpedia_42641,Ninja Senki,2016-01-01,Tribute Games,Windows PC,
dbpedia_42642,Reel Fishing,2000-01-01,Marvelous Entertainment,PlayStation,
dbpedia_42644,Ganbare Goemon! Karakuri Dōchū,2015-01-01,Konami,Game Boy Advance,Goemon (series)
dbpedia_42645,New Retro Arcade: Neon,2016-01-01,Digital Cybercherries,HTC Vive,
dbpedia_42646,Aldynes,1991-01-01,Produce!,,
dbpedia_42651,Swagman (video game),1997-01-01,Core Design,Sega Saturn,
dbpedia_42652,Tom Clancy's Rainbow Six: Rogue Spear,2000-01-01,Majesco Entertainment,Windows PC,Tom Clancy's Rainbow Six
dbpedia_42653,Pokémon TCG Online,2011-01-01,,macOS,Pokémon
dbpedia_42654,Star Conflict,2012-01-01,Targem Games,macOS,
dbpedia_42655,The Walking Dead: The Final Season,2018-01-01,Skybound Games,PlayStation 4,The Walking Dead (video game series)
dbpedia_42656,Earthworm Jim (video game),1995-01-01,Eurocom,Sega Genesis / Mega Drive,Earthworm Jim
dbpedia_42657,Star Conflict,2012-01-01,Targem Games,Linux / SteamOS,
dbpedia_42659,Dynasty Warriors 7,2012-01-01,Omega Force,PlayStation 3,Dynasty Warriors
dbpedia_42661,BattleBlock Theater,2013-01-01,The Behemoth,macOS,
dbpedia_42662,Shadowrun: Dragonfall,2022-01-01,Harebrained Schemes,Xbox One,Shadowrun
dbpedia_42663,Machinarium,2010-01-01,Amanita Design,macOS,
dbpedia_42664,Hard Drivin',1989-01-01,Tengen (company),,
dbpedia_42667,N.O.V.A. 3,2012-01-01,,,N.O.V.A.
dbpedia_42668,Mad Rat Dead,2020-01-01,Nippon Ichi Software,PlayStation 4,
dbpedia_42670,Kalimba (video game),2014-01-01,Press Play (company),iOS (iPhone),
dbpedia_42671,Street Fighter III: 3rd Strike,2000-01-01,Iron Galaxy Studios,Xbox One,Street Fighter
dbpedia_42673,Ticket to Ride (video game),2018-01-01,Next Level Games,Xbox 360,
dbpedia_42674,Subnautica: Below Zero,2021-01-01,Unknown Worlds Entertainment,Nintendo Switch,Subnautica
dbpedia_42675,F1 2011 (video game),2011-01-01,Sumo Digital,iOS (iPhone),F1 (video game series)
dbpedia_42679,Rayman Legends,2014-01-01,Ubisoft Montpellier,Nintendo Switch,Rayman
dbpedia_42680,Quiz Nanairo Dreams,1996-01-01,Capcom,Sega Saturn,
dbpedia_42686,Screamer (video game),1995-01-01,Milestone srl,,
dbpedia_42687,Sorcerer (video game),1985-01-01,Infocom,,
dbpedia_42688,Costume Quest,2013-01-01,Double Fine Productions,Android,
dbpedia_42689,Deal or No Deal (video game),2006-01-01,Cat Daddy Games,Game Boy Advance,
dbpedia_42690,Marvel Contest of Champions,2014-01-01,Raw Thrills,Android,
dbpedia_42691,Grandia (video game),1998-01-01,Game Arts,Sega Saturn,Grandia
dbpedia_42692,Gradius II,2004-01-01,Konami,Windows PC,Gradius
dbpedia_42693,Gunbird 2,2018-01-01,Psikyo,iOS (iPhone),Gunbird
dbpedia_42696,Digital Devil Story: Megami Tensei,1995-01-01,Atlus,,Megami Tensei
dbpedia_42697,Tearaway Unfolded,2015-01-01,Media Molecule,PlayStation 4,
dbpedia_42698,Medieval II: Total War: Kingdoms,2007-01-01,Linux,Linux / SteamOS,Total War (video game series)
dbpedia_42700,Street Racing Syndicate,2004-01-01,Eutechnyx,Xbox,
dbpedia_42701,Tatsunoko vs. Capcom: Ultimate All-Stars,2008-01-01,Eighting,Wii,
dbpedia_42702,Sonic Adventure 2,2001-01-01,Sonic Team USA,Windows PC,Sonic the Hedgehog
dbpedia_42703,Train Valley,2016-01-01,Flazm,Xbox One,
dbpedia_42704,Giana Sisters DS,2015-01-01,Spellbound Entertainment,Android,
dbpedia_42705,Michael Jackson: The Experience,2011-01-01,Ubisoft Shanghai,Wii,
dbpedia_42706,Brunswick Pro Bowling,2007-01-01,"Point of View, Inc.",Xbox 360,
dbpedia_42708,Give It Up! (video game),2014-01-01,Invictus Games (company),iOS (iPhone),
dbpedia_42709,The Walking Dead: The Final Season,2018-01-01,Skybound Games,Nintendo Switch,The Walking Dead (video game series)
dbpedia_42710,Cabela's Big Game Hunter,2007-01-01,Fun Labs,PlayStation 2,
dbpedia_42715,Need for Speed: Nitro,2009-01-01,Firebrand Games,Nintendo DS,Need for Speed
dbpedia_42716,Sega Bass Fishing,1999-01-01,Cavia (company),Sega Dreamcast,
dbpedia_42717,Batman Returns (video game),1992-01-01,Denton Designs,Nintendo Entertainment System (NES),
dbpedia_42718,Long Live the Queen (video game),2012-01-01,Hanako Games,Linux / SteamOS,
dbpedia_42719,Iron Storm (2002 video game),2002-01-01,Rebellion Developments,PlayStation 2,
dbpedia_42720,Britney Spears: American Dream,2016-01-01,Glu Mobile,,
dbpedia_42721,Big Kahuna Reef,2006-01-01,Reflexive Entertainment,Windows PC,Big Kahuna (series)
dbpedia_42722,Sword Art Online: Fatal Bullet,2018-01-01,Dimps,PlayStation 4,Sword Art Online
dbpedia_42724,Hanjuku Hero,1988-01-01,Square Enix,Nintendo Entertainment System (NES),
dbpedia_42725,Master of Orion II: Battle at Antares,1996-01-01,Simtex,,
dbpedia_42726,Rise of the Robots,1994-01-01,Mirage Technologies (Multimedia) Ltd.,,
dbpedia_42727,Triple Town,2010-01-01,Spry Fox,,
dbpedia_42728,Dragon Knight 4,1997-01-01,NEC Avenue,,Dragon Knight (hentai)
dbpedia_42729,Puyo Puyo (video game),1993-01-01,,,Puyo Puyo
dbpedia_42734,Shrek Forever After (video game),2010-01-01,Xbox 360,,Shrek video games
dbpedia_42736,Game Over II,,Dinamic Software,,Game Over (video game)
dbpedia_42737,Oxenfree,2017-01-01,Night School Studio,Windows PC,
dbpedia_42739,Chorus (video game),2021-01-01,Fishlabs,PlayStation 4,
dbpedia_42740,Treasure Island Dizzy,,Oliver Twins,Nintendo Entertainment System (NES),Dizzy (series)
dbpedia_42741,Tropico 3,2018-01-01,Feral Interactive,iOS (iPhone),Tropico (video game)
dbpedia_42742,Wishbringer,1988-01-01,Infocom,,
dbpedia_42745,Night Trap,2018-01-01,Digital Pictures,Windows PC,
dbpedia_42746,Skylanders: Swap Force,2013-01-01,N-Space,Wii U,Skylanders
dbpedia_42747,The Getaway (video game),2002-01-01,Team Soho,PlayStation 2,
dbpedia_42748,Pac-Man and the Ghostly Adventures (video game),2013-01-01,Inti Creates,Xbox 360,List of Pac-Man video games
dbpedia_42749,Mercs,2009-01-01,Sega,Sega Genesis / Mega Drive,
dbpedia_42750,The Idolmaster Cinderella Girls: Starlight Stage,2015-01-01,Cygames,Windows PC,The Idolmaster
dbpedia_42752,Space Channel 5,1999-01-01,United Game Artists,PlayStation 2,
dbpedia_42753,Portal (video game),2010-01-01,Valve Corporation,PlayStation 3,Portal (video game series)
dbpedia_42756,The Idolmaster Cinderella Girls: Starlight Stage,2015-01-01,Bandai Namco Studios,iOS (iPhone),The Idolmaster
dbpedia_42757,Links Extreme,1999-01-01,Access Software,Windows PC,Links (series)
dbpedia_42762,Yakuza 2,2006-01-01,Sega,PlayStation 2,Yakuza (franchise)
dbpedia_42765,Sports Car GT,1999-01-01,Image Space Incorporated,PlayStation,
dbpedia_42767,Earth Defense Force 2017,2012-01-01,Sandlot (company),Xbox 360,Earth Defense Force
dbpedia_42768,Quake II,2005-01-01,Id Software,,Quake (series)
dbpedia_42770,OmniBus (video game),2016-01-01,"Buddy Cops, LLC",Linux / SteamOS,
