id,name,artist,tracks,duration
lastFM_58340,SINGLES,Luna Sea,"['BELIEVE', 'In My Dream', 'ROSIER', 'TRUE BLUE', 'MOTHER', 'DESIRE', 'END OF SORROW', 'IN SILENCE', 'SLAVE', 'RAIN', 'FALLOUT', 'LUV U', 'TWICE', 'Ray']",4439.0
lastFM_58369,The Spiritual Death EP,The Ascendant,"['The Becoming', 'Witness the Glorious Creation']",796.0
lastFM_58406,The Mantle,Malikor,,
lastFM_58416,Talk with the Spirits,Michael L.,,
lastFM_58421,Tennessee Ernie F. -  Aloha from Tennessee Ernie Ford,Tennessee Ernie F.,"[""I'll Remember You"", 'Aloha Oe', 'Lahaina Luna', 'Love Song of Kalua', 'Hawaiian Paradise', 'Beyond the Reef', 'To Your Sweetheart, Aloha']",1131.0
lastFM_58427,Bridge Over Troubled Water,Simon,,
lastFM_58434,Spooky Tricks,M. Life with the Thrill Kill Kult,"['Room On The Moon', 'Spooky Tricks', 'Hell Kat Klub', 'Neon Diva', 'The Way We Live Now', 'Monti Karlo', 'Dope Freek', 'Diamonde Doll', 'The Strange Ones', 'Moon Shroom (remix)']",2913.0
lastFM_58440,Let The Music  The Talking,The Joe Perry Project,"['Let The Music Do The Talking', 'Conflict Of Interest', 'Discount Dogs', 'Shooting Star', 'Break Song', ""Rockin' Train"", 'The Mist Is Rising', 'Ready On The Firing Line', 'Life At A Glance']",2273.0
lastFM_58444,Album: On And On (Fears Keep On),Decadance (2),,
lastFM_58446,Beyond Reality,T. Upbeats,Beyond Reality,322.0
lastFM_58448,Singles  Remixes,Culture Club,,
lastFM_58492,Spirit of,Fletch Wiley,,
lastFM_58493,Resurrection  From The Motion Picture),2Pac,,
lastFM_58515,Anthony D. -  Encore Un Peu De Toi,Anthony D.,,
lastFM_58517,Diversity,Shambala Networks,,
lastFM_58520,Sweet Tea,Buddy Guy,"['Look What All You Got', 'Stay All Night', 'She Got the Devil in Her', 'I Gotta Try You Girl', ""Who's Been Foolin' You"", ""It's A Jungle Out There""]",1897.0
lastFM_58527,Daily Garbage,Garbage,"['Push It', 'Queer', 'Special', 'Stupid Girl', 'Vow', ""I Think I'm Paranoid"", 'You Look So Fine', 'Not My Idea', ""My Lover's Box"", 'No. 1 Crush']",2550.0
lastFM_58534,Songs Of  And Devotion Live,Depeche M.,"['I Feel You (Live 1993)', 'Walking In My Shoes (Live 1993)', 'Condemnation (Live 1993)', 'Mercy In You (Live 1993)', 'Judas (Live 1993)', 'In Your Room (Live 1993)', 'Get Right With Me (Live 1993)', 'Rush (Live 1993)', 'One Caress (Live 1993)', 'Higher Love (Live 1993)']",3167.0
lastFM_58545,Beyond Planets,Naked Lunch,,
lastFM_58549,Maxwell -  Ascension (Don't Ever Wonder) The Encore,Maxwell,,
lastFM_58553,Album: Metallica Vol. 2,Metallica,,
lastFM_58564,Conditions,Sam Keevers Nonet,"['No Conditions No Exceptions', 'Pachyderm Picasso', 'Spirit', 'Compassion Compression']",3516.0
lastFM_58568,The Malignant Resurrection Of  Fallen Souls,Decaying Purity,,
lastFM_58590,- new - Sehnsucht Und Einklang,Tri Atma,,
lastFM_58591,Keeper of the Drums,"Marvin ""Smitty"" S.",,
lastFM_58595,Ever So Slightly (Artificial Intelligence Remix) / Clouded Judgement,Lenzman,,
lastFM_58597,Purple,Dacompazz,,
lastFM_58606,I Got Issues the  of Italy,Spoelstra,"['I Breathe Country', 'I Got Issues the Shape of Italy', 'Pig in Japan', 'The South East Disneyland Separatist Party']",768.0
lastFM_58607,of Trouble,J. Grissom,,
lastFM_58619,Julius Steinhoff -  Flocking Behaviour,Julius Steinhoff,"['Where Days Begin', 'Under A Waterfall', 'Hey You', 'Sun And Stars', 'Flocking Behaviour', 'Cheetah Nights', 'All The Things You Are']",2910.0
lastFM_58633,*popular* In The Dance EP,Flava D.,,
lastFM_58638,Nightmares,T. Bird Things,"['Pachyderm Nightmare', 'Roundelay', 'Bible & A Buick', 'Caril Ann', ""Bird's Beak Lock"", 'Eight Lungs & Counting', 'I Know Who Killed Robert Johnson', 'Drunk, Wild Eye', 'Bliss', 'Cumberland Head Ferry Blues', 'The Magdalene', 'Hang Your Heart On High']",2761.0
lastFM_58662,Trine  The Goblin Menace Soundtrack,A. Pulkkinen,"['The Heroes Return', ""Size Doesn't Matter"", 'Deadly Dustland', 'Belly Of The Beast', 'Brackenridge Goblins Workshop', 'Sunrise Of Cloudy Isles', 'Almost Too Epic Goblin Machination', 'Memories From Trine', 'Glory of Ancient Kingdom']",1696.0
lastFM_58675,Spirits of Europa,BjÃƒÂ¶rn J:son Lindh,,
lastFM_58699,Mercury,Josie Field,"['10 Years', 'Every Now and Then', 'Angel in Disguise', 'My Heart and My Hands', 'I Take That Very Personally', 'Go Because', 'Where to Begin?', 'I Laughed and Cocked My Head to One Side', 'Long Before You Get Here', 'Cruise Control', 'You Always Get What You Wish For', '5 Minutes Ago', 'T-Shirt', 'The Little Things in Life', 'White Girl']",3015.0
lastFM_58708,The Good Life,Junior M.,,
lastFM_58729,Empire,TB4Q,"['Funeral March', 'Water Under the Bridge', 'Eight Six', 'Mua Mua', 'Five Four', 'How Long Does It Take', 'Roses in Red Water', 'Hallowed', 'Dim Time', ""Bird's Idea"", 'Snowfall', 'Barok in Blue', 'Three Quarter Blues']",2560.0
lastFM_58731,Melophobiac,Eardrums Torturer,,
lastFM_58736,- new - Judgement Flames,S. Clowns,Judgement Flames,313.0
lastFM_58738,How to Make a Monster,T. Rebel Set,"['Riddle Me This', 'Monster', 'New Rope', 'Bubblegum', 'Dropout', 'Planet Katey', 'Ghost Writer', 'Outta My Mind', 'Back in Town', 'Old Heart', 'Just a Rumor', ""It's Enough""]",1813.0
lastFM_58741,*popular* Elephantleg,Bastard Son of Buddha,,
lastFM_58774,Classics in Jazz,T-Bone Walker,,
lastFM_58779,Beyond the,Hank Williams,"['Men with Broken Hearts', 'Help Me Understand', 'Too Many Parties and Too Many Pals', 'Please Make up Your Mind', ""I've Been Down That Road Before"", 'Be Careful of Stones That You Throw', 'I Dreamed About Mama Last Night', 'The Funeral', 'Beyond the Sunset', ""Just Waitin'"", ""Everything's Okay"", 'No, No Joe', ""Ramblin' Man""]",2534.0
lastFM_58794,Get Ready  Eytan!,E. Mirsky,"['Outta Sight', 'What Do I Do?', 'Life of a Pretty Girl', 'Somebody to Blame', ""Tell Me That You're Foolin'"", 'Found', 'The Vulture of Love', 'Either Way', 'Something About the Night', 'Drop That Loser']",1585.0
lastFM_58806,God Knows  Absence,God Knows The Absence,,
lastFM_58817,Concerto,B. Maffin,"['Intro', 'For You', 'Amadlozi', ""I'm Feeling Naughty"", '5. 2000', 'Caleez', 'Bongo Battle Rhyme', 'Valley of Hillbrow', 'Thathisigubhu', 'Caleez (Instrumental)', 'I Never Knew']",3113.0
lastFM_58822,Emotions  I'm Learning About Love,Brenda L.,,
lastFM_58824,L. Sandro -  Visions,L. Sandro,,
lastFM_58828,B. Ceremony -  Let it Come Down,B. Ceremony,,
lastFM_58836,Ready To Die,Relentless A.,,
lastFM_58846,Poor Man's Troubles,B. Molsky,"[""Poor Man's Troubles"", 'Rove Riley Rove', 'Old Greasy Coat', ""Fishin' Blues"", 'Lonesome John', 'Peg and Awl', 'Brothers and Sisters', 'Cabin Creek', 'Bolts and Locks', 'Jeff Sturgeon', 'Chinquapin', 'I Truly Understand', 'Billy Joe Banes', 'Callahan', 'Terrell Texas Blues', 'Cousin Sally Brown', 'Field Holler / Piney Woods / Lost Indian', ""Grigsby's Hornpipe""]",3517.0
lastFM_58847,Let The Music Play,Charles Earland,,
lastFM_58849,Outsiders,CFCF,"['Windswept', 'Jump Out Of The Train (Road Chief Remix by Mark McGuire)', 'The forest at night (John Roberts remix)', 'Transcend (Huerco S Temple Remix)', 'Strange Form of Life (North Americans Remix)', 'Being With You']",1981.0
lastFM_58854,Broken Toys,smoove .  turrell,,
lastFM_58856,TOGETHER WE'LL MAKE TROUBLE,Section Grabuge,,
lastFM_58859,Ustad Usman Khan -  Journey in Dream,Ustad Usman Khan,"['Raga Hansadhwani (Dancing Spring)', 'Raga Pahadi (Fountain Of Love)', 'Raga Shivaranjani (Yearning)', 'Raga Champakali (Beauty In Simplicity)', 'Raga Kanshik Ranjana', 'Raga Shanmukh Priya (Serenity)']",3426.0
lastFM_58864,Music to Paint By: Still Life,P. Keaggy,"['Alegria', 'Old Friends', 'Anniversary Waltz', 'Waterfall', 'Growing Grass', 'Way of a Painter A', 'Way of a Painter B', 'Way of a Painter C', 'Markings', 'Alegria Reprise', 'The Blue Planet']",2760.0
lastFM_58865,Mighty Dub Katz -  Let the Drums Speak,Mighty Dub Katz,Let the Drums Speak,300.0
lastFM_58871,Bombardier -  Absolution,Bombardier,,
lastFM_58877,Surrender,Arlan D.,I Surrender,216.0
lastFM_58889,Contraluz,Brigada Victor J.,,
lastFM_58905,Smoke-Screen  your broken Dream,The Shallow Graves,"['Broken Dream', 'The Field of Love', 'Times Are Changing', 'In My Hands', 'Summerrain', 'Cold Night', 'In the House of Tomorrow', 'Even My Breath Is Borrowed', 'Led By Lust (And Lust Is What Leads Her)', 'All That Guilt', 'Heartthrobs & Sighs', 'The Sequel (Fields Of The Nephilim)', 'In The House Of Tomorrow (Ashley Dayour Extended Remix)', 'Times Are Changing (Tim Chandler Remix)', ""The Field Of Love (Jessica's Ascension Remix)"", 'Cold Night (mph Remix)', 'Brickbats & Highheels']",4551.0
lastFM_58913,Warning,A.K.A.,,
lastFM_58928,*popular* Add Power to Spirit,Maniac Within,,
lastFM_58938,Ghost Empire,Caliban,"['King', 'Chaos Ã¢â‚¬? Creation', 'Wolves And Rats', 'nebeL', 'I Am Ghost', ""Devil's Night"", 'yOUR Song', 'Cries And Whispers', 'Good Man', 'I Am Rebellion', 'Who We Are', 'My Vertigo']",2885.0
lastFM_58940,Metropolis Pt. 2: Scenes  a Memory,Dream Theater,,
lastFM_58941,Broken Wings -The Best Of Mr Mister,Mr. Mister,,
lastFM_58943,Broken Shoulderrr,B. Shoulder,"['Morning Is Broken', 'Chocolate One Room Disco', 'Uff/Magow', 'Sato Costume', 'Ultimate Donko', 'Stille Nacht', 'Shoulderrr']",2711.0
lastFM_58944,Devotion Surrender,C. Santana,"['A Love Supreme', 'The Life Divine', 'Let Us Go Into The House Of The Lord', 'Meditation', 'A Love Supreme (alternate - take 2)', 'Naima (alternate - take 4)']",2767.0
lastFM_58974,Acid Casino,B. Werner,"['Acid Casino', 'Upstairs or Downstairs']",990.0
lastFM_58995,2: The Cross of Changes,Enigma,,
lastFM_59003,Monsters,Matchbook Romance,,
lastFM_59007,DOUBLE TROUBLE DELUXXXE,Coyote Clean U.,,
lastFM_59009,t. wedges -  Up All Night,t. wedges,,
lastFM_59010,M. Signal -  Broken Soldier,M. Signal,"['Shaking the Blood Back Into Your Dead Arm', 'Broken Soldier']",476.0
lastFM_59046,Garbage,T. Skinny,"['Broken Hearted Blues', 'Any Kind-A-Man', 'Frosty Morning', 'How Do They Do It That Way', 'Sweet Mama Hurry Home', ""Mother's Son-In-Law"", ""Nobody's Blues But Mine"", 'Some Of These Days', 'Weary Eyed Blues', 'Minor Drag', 'Muddy Water', 'Garbage Man']",3009.0
lastFM_59047,Tribalistic (Lifeforms Remix),F. Fighters,,
lastFM_59051,Call the Doctor EP,Curses!,,
lastFM_59063,The Singles 81 - 85,Depeche M.,,
lastFM_59070,Heartbeat in the Music,Chatuye,"[""Irarra Hayanh Gurigiya (That's How People Are)"", ""Wagiribuduba (We'll Come Back)"", 'Dusumaba (Take It Easy)', 'Poppy Pea', ""Geebei Tubanh Ounli (You've Got Too Many Houses)"", 'Play, Darling, Play', 'I Know What I Know/ Play, Darling, Play']",2715.0
lastFM_59073,Where We Belong,Peter J. Woods,Broken Circular Logic,1045.0
lastFM_59080,Jediah -  Confessionz of a Thug,Jediah,,
lastFM_59110,Just a Vessel,John a. Laura Cowan,,
lastFM_59132,Bang bang,Mentispesse,"['Blaze again', 'B.I.S.', 'Bang bang', 'Welcome to da hood feat Sonni', 'Prigionieri', 'Fck Locker pt.1 (La scelta)', 'Si sa', 'Uidonghiva... feat Bassi Maestro', ""Amo vederti cosi'"", 'Stasera ballerai con me?', 'Fuoco', ""Fck Locker pt.2 (L'Inconveniente)"", 'Qui', 'Soldati', '1,2,3... feat Entroterra', 'Tight situation', 'Fck Locker pt.3 (La soluzione)', 'Maledette risse feat Asher Kuno', 'Troppo presto', 'Whata bam bam', 'Fck Locker pt.4 (The drama)']",4541.0
lastFM_59136,The Conspiracy,Generic,,
lastFM_59209,A Tribute To The Delmore Brothers,T. Louvin Brothers,"['Weary Lonesome Blues', 'Midnight Special', 'Blues Stay Away from Me', 'Sand Mountain Blues', 'Southern Moon', 'Nashville Blues', ""Brown's Ferry Blues"", ""When It's Time for the Whippoorwill to Sing"", 'Freight Train Boogie', 'Put Me On the Train to Carolina', 'Gonna Lay Down My Old Guitar', 'The Last Old Shovel']",1990.0
lastFM_59220,DoppelgÃƒÂ¤nger,Pochakaite Malko,"['Ã£Æ’â€°Ã£Æ’Æ’Ã£Æ’Å¡Ã£Æ’Â«Ã£â€šÂ²Ã£Æ’Â³Ã£â€šÂ¬Ã£Æ’Â¼ / DoppelgÃƒÂ¤nger', 'Ã£â€šÂ¢Ã£Æ’Â³Ã£Æ’Å\xa0 / Anna', 'Ã£Æ’â€”Ã£Æ’Â«Ã£Æ’Â¼Ã£Æ’Ë† / Pluto', 'Ã£â€šÂ¢Ã£â€šÂ·Ã£Æ’Æ’Ã£Æ’â€°Ã£Æ’Â»Ã£Æ’Â¬Ã£â€šÂ¤Ã£Æ’Â³ / Acid Rain']",1364.0
lastFM_59248,of Perversion,Whispering Tales,"['Collapsed', 'Last Dilemma', 'The Tools of My Redemption', 'The Fall', 'Anesidora', 'Scent of Darkness', 'Until the Dusk', 'Alone With My Fear', 'The 6th Part']",2663.0
lastFM_59258,Graduation,The Four Freshmen,,
lastFM_59259,Una  Diversa,DJ Doddo,,
lastFM_59265,Wait Outside,C. Caw!,"['Escape the Red Giant', '02 Organisms', 'Wrapped Up Neat in the Bible', 'A Name', 'Work', 'Rotten Ghost', 'Sheets']",1681.0
lastFM_59284,Le Funky / Rock Steady,DrumAttic T.,,
lastFM_59285,PiÃƒÂ±ata Beats,Madlib,"['Scarface', 'Deeper', 'High', 'Harolds', 'Bomb', 'Shitsville', ""Thuggin'"", 'Real', 'UNO', 'Robes', 'Broken', 'Lakers', 'Knicks', 'Shame', 'Whatts']",3610.0
lastFM_59302,Capital Punishment,Unit:187,"['Lust Poison #9', 'Anger Management (Part 1)', 'Angels', 'Anger Management (Part 2)', 'Infested', 'Euphoria', 'Second Class Citizen (Decreemix)']",2362.0
lastFM_59304,Broken Ones,Jacquie Lee,Broken Ones,501.0
lastFM_59307,Outside The,Somewhere I. England,"['Cigarette Smoke', 'Nice Day', 'Take Me Back', 'The Laughter Stops', 'This Day', 'Life', 'Eye Of The Storm', 'Jaded Faded', 'My Baby Blew', 'The Laughter Stops  (APG Remix)', '4 2 Night (Part 2) (bonus track)', 'Big Fast Car (bonus track)', 'Bittersweet feat. Duncan Jowitt (bonus track)', 'Dream (62) (bonus track)', ""I Can't Tell Fortunes (bonus track)"", 'Lost To Bedlam (bonus track)']",3939.0
lastFM_59311,Scarlet C. -  This Is Protection,Scarlet C.,"['Hunting', 'The Rooms Are Too Small', 'Timber Will Fall', 'Bigger Than The Tall', 'Others Are The Force', 'Show The Rest', 'Some Days Stay', 'Lift', 'Eyes Go Dim']",2572.0
lastFM_59316,Mechanical Bull,Kings of Leon,"['Supersoaker', 'Rock City', ""Don't Matter"", 'Beautiful War', 'Temple', 'Wait for Me', 'Family Tree', 'Comeback Story', 'Tonight', 'Coming Back Again', 'On the Chin', 'Work On Me', 'Last Mile Home']",3046.0
lastFM_59318,Analogue,J. the Dentist,,
lastFM_59326,Contrary Motion,Nurse W. Wound,"['[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]', '[untitled]']",12681.0
lastFM_59332,The Coach and Four -  The Great Escape,The Coach and Four,,
lastFM_59334,Spirit  The Night,Concept Art,,
lastFM_59340,The Megalomania Puzzle,Mefisto,"['Missing In Action', 'Frost of Inferno', 'Act Dead', 'Hunting High, Die', 'The Puzzle', 'Underground Circus']",2192.0
lastFM_59344,Sunrise,Labworks,,
lastFM_59360,Blackout,Vendetta Red,"['Cinder', 'Lipstick Tourniquets', 'Opiate Summer', 'There Only Is', ""Muad'dib"", 'P.S. Love The Black', 'Rapture in Vertige', 'The Bruisc Vaccine', 'Something Visceral', 'Cardboard MS Fire']",2506.0
lastFM_59374,Supernatural,Li-Polymer,,
lastFM_59375,The Drums Are Back...,Cozy Powell,,
lastFM_59406,Ramira  Dancer,Norman Simmons Quartet,,
lastFM_59415,United States Of Mind,Take Offense,,
lastFM_59417,[explicit] We Are All Where We Belong,Q. Company,"['The Confessor (You Could Exist Without It)', 'You, Me, & the Boatman (Truth Is, IÃ¢â‚¬â„¢ve Been Thirsty My Whole Life)', 'Preaching to the Choir Invisible, Part I (What Do You Think Happens When We Die?)', 'Set Your Monster Free (My New YearÃ¢â‚¬â„¢s Resolution Is to Cope With My Morality)', 'We Went to the Renaissance Fair (Ã¢â‚¬Â¦All Our Friends Were There)', 'Fear & Fallacy Sitting In a Tree (You Were Doing Well Until Everyone Died)', 'Are You a Mirror (...Or a Window?)', 'Everything Louder Than Everything Else (Xanadu Clambake, Point Zion, Ri, Summer 2011)', 'The Black Sheep & the Shepherd (Look, IÃ¢â‚¬â„¢m Just an Instrument, Okay?)', 'The Easy Confidence (What I Would Say to You Now)', 'Midnight at the Lazarus Pit (the Harlot and the Beast Are Dating!)', 'Preaching to the Choir Invisible, Part II (What Do You Think Happens When We Live?)', 'Never Tell Me the Odds (This Is the Worst Crazy Sect IÃ¢â‚¬â„¢ve Ever Been In)', 'At Last! The Celestial Being Speaks (the Utterly Indifferent)', 'Perspective']",3823.0
lastFM_59419,Monster For The Masses,Afroskull,"['The Attack', 'Kill Whitey', 'Layers', 'The Obstacle Course', 'Curiosity', 'IT', 'Space Chicken', 'Television Intermission', 'Eat This']",3122.0
lastFM_59420,Sublime,Tensnake,"['Love Sublime', 'Love Sublime (Extended Mix)', 'Love Sublime (Ewan Pearson Remix)']",982.0
lastFM_59436,*popular* Still Life (American Concert 1981),The Rolling Stones,,
lastFM_59439,Lisbon At Twilight,T. Melachrino Orchestra,"['Lisbon At Twilight', 'Barco Negro', 'The Lonely Beach', 'Rapsodia Portuguesa', 'A Small CafÃƒÂ©', 'Song of the Sea', 'April in Portugal', 'Fado Obrigado', 'Villa Villa', 'Variacoes Em Re Menor', 'Ladies of Lisbon', 'Una Casa Portuguesa']",2422.0
lastFM_59447,Mother Earth,Useless E.,,
lastFM_59449,All Your Chicks Are Belong to Us,Droids Attack,"['Intro', 'Droids Attack', 'Droids Attack is Gonna Move Ya (Do the Dance)', 'The Kegger', 'Napster', 'Your Dad is Gay', 'March of the Capitalists', 'The Alzner Effect', 'The Benefits']",2217.0
lastFM_59454,Hypnotized,Linda Jones,"['Hypnotized', ""I Can't Stop Lovin' You""]",280.0
lastFM_59455,Without Warning The  Turn Into Blood,H. Descent,,
lastFM_59485,Do It To The Music (The Blaze Mixes),R. Silk,,
lastFM_59509,SURRENDER,Rainbow,,
lastFM_59511,Spooky,Iron Chic,,
lastFM_59514,Burial Breed,The Black Coffins,,
lastFM_59527,Iraven -  At Dawn of the Battle,Iraven,"['At Dawn of the Battle', 'Kalt', 'Blazon of the Rage', 'Lost Warriors', 'I Can Live In You', 'Fiery Cross', 'In the Light of the Last Palace', 'Interlude', 'Pour Conquerir le Temps', 'The Dawn of the Reign', 'The Tower of Lords']",3170.0
lastFM_59532,Beyond The Sunset,AUTUMUS,,
lastFM_59538,The Presidents of the United Mistakes,C. Useless,"['New Orders From Captain Zeep', 'Too Many Victims', ""Let's Kill All The EMO Kids (Potbelly Cover)"", 'Impress to Repress', ""My Girlfriend's a Zombie"", 'ADC', 'Waste My Time', 'Hopeless']",689.0
lastFM_59577,Singles Remix  We Are The Ruffest,The Prodigy,,
lastFM_59589,Best of Outhere Brothers,T. Outhere Brothers,,
lastFM_59627,Frankie Miller -  Double Trouble,Frankie Miller,"['Double Heart Trouble', ""You'll be in my mind"", 'Good time love', 'Stubborn Kind Of Fellow', 'Love is all around', 'Goodnight sweetheart']",1431.0
lastFM_59628,Pack Up Your Troubles,R. Conway,"['Pack Up Your Troubles', ""How Ya' Gonna Keep 'Em Down On The Farm"", ""Don't Dilly Dally"", 'Happy Go Lucky Day', 'If You Knew Susie', 'Underneath the Arches', 'Loch Lomond', ""After You've Gone"", ""Ma (He's Makin' Eyes At Me)"", 'Ragtime Cowboy Joe', 'Margie', ""Alexander's Ragtime Band"", 'Is It True What They Say About Dixie?', 'Waiting For Robert E. Lee', 'Nellie Dean', 'Bye Bye Blackbird']",1702.0
lastFM_59647,Get Ready,Double F.,Get Ready,274.0
lastFM_59661,[explicit] Train of Thought,a-ha,"['Train Of Thought (u.s. mix)', 'And You Tell Me', 'Train Of Thought (Remix 7"" Version)']",793.0
lastFM_59663,You Turn Me On  Generation Gap,T. Dontells,,
lastFM_59666,Feel the Music,Planet Soul,,
lastFM_59686,Back From Nowhere,Polarboy,"[""I'll Try"", 'Do You Think', 'Back for More', 'In My Shoes', 'One Bad Date', 'Four Leaf Clover', 'Babystarr', 'Do What You Can', 'What I Need']",2181.0
lastFM_59688,Thug Devotion,M. Thugs Family,,
lastFM_59690,Album: Waking Up,Bethany D.,"['The Kingdom (With Instrumental Bridge) (Waking Up Album Version)', 'Come Find Me (Waking Up Album Version)', 'Waking Up', 'Something There (Waking Up Album Version)', 'Change (Waking Up Album Version)', 'Top Of The World (Waking Up Album Version)', 'Are You Sure? (Waking Up Album Version)', 'When You Love Someone', 'You Could Be The One (Waking Up Album Version)']",2128.0
lastFM_59705,Classics,T. Doors,,
lastFM_59709,Let Go / My World,Avril Lavigne,,
lastFM_59715,Blasted Empire,B. Mechanism,,
lastFM_59724,Violin Concerto / The Spirit Of England,Sir Edward Elgar,,
lastFM_59730,Love Sublime (Remixes),Tensnake,,
lastFM_59735,Nimrod,Green D.,"['Nice Guys Finish Last', ""Hitchin' a Ride"", 'The Grouch', 'Redundant', 'Scattered', 'All the Time', 'Worry Rock', 'Platypus (I Hate You)', 'Uptight', 'Last Ride In', 'Jinx', 'Haushinka', 'Walking Alone', 'Reject', 'Take Back', 'King for a Day', 'Good Riddance (Time of Your Life)', 'Prosthetic Head']",3206.0
lastFM_59740,Album: Where's the Score?,Slacknote,,
lastFM_59741,You were there in spirits,L. Zeppelin,,
lastFM_59749,Lazaretto,Jack White (.,,
lastFM_59772,R. Taylor -  Happiness?,R. Taylor,"['Nazis 1994', 'Happiness', 'Revelations', 'Touch the Sky', 'Freedom Train', ""'you had to be there'"", 'The Key', 'everybody hurts sometime', 'Loneliness...', 'Dear Mr. Murdoch', 'Old Friends']",2509.0
lastFM_59803,Album: Slave to the Music Reloaded,Twenty 4. Seven,,
lastFM_59820,- new - Close To Paradise,Patrick Watson (2),,
lastFM_59826,The Fool,COOLRUNNINGS,"['The Fool', 'CHRYSALIS']",749.0
lastFM_59832,American Life Remixes,Madonna,,
lastFM_59837,Fireworks  Bang),R. Foxx,,
lastFM_59844,Steps Forward,Gentle Giant,"['Introduction / Giant / Cogs In Cogs / Proclamation', 'Funny Ways', 'The Runaway / Keyboard Solo / Experience', 'Knots / Guitar Acoustic Duet Solo / The Advent of Panurge / Recorder Quartet Solo', 'Nothing at All / Plain Truth']",3942.0
lastFM_59856,Jus  Compton,DJ Quik,,
lastFM_59858,Casanova Baciami / Petula's Twist,Petula Clark,,
lastFM_59859,Casanova Baciami / Petula's Twist,Petula Clark,,
lastFM_59873,Barbra Streisand -  Grand Prix 20,Barbra Streisand,"['The Way We Were', ""My Father's Song"", 'Jubilation', ""I Won't Last a Day Without You"", 'Love', 'Stoney End', 'The Summer Knows', 'My Funny Valentine', 'Alfie', ""You've Got a Friend"", 'As Time Goes By', 'The Shadow Of Your Smile', 'A Taste of Honey', 'My Man', 'More Than You Know', 'Speak To Me Of Love', 'Taking A Chance On Love', 'Cry Me a River']",3607.0
lastFM_59876,Dangerous Days,Z. Jesus,,
lastFM_59884,*popular* Halloween Nightmare Demo,B. Lagoon,,
lastFM_59887,Dreamland,Qapriqorn,,0.0
lastFM_59914,The Complete Recordings,C. Choo Train,,
lastFM_59921,C. Carballo -  Mujer contra mujer,C. Carballo,,
lastFM_59922,Singles,Critically A.,,
lastFM_59925,Even the Score,Rhett Forrester,,
lastFM_59943,As the Eternal Cowboy,Against M.,"['T.S.R. (This Shit Rules)', 'Mutiny on the Electronic Bay', 'Sink, Florida, Sink', 'Slurring the Rhythms', 'Rice And Bread', 'A Brief Yet Triumphant Intermission', 'Unsubstantiated Rumors Are Good Enough For Me (To Base My Life Upon)', 'You Look Like I Need a Drink', 'Turn Those Clapping Hands Into Angry Balled Fists', 'Cavalier Eternal']",1541.0
lastFM_59959,The Best Of Iron Butterfly Evolution,Iron Butterfly,,
lastFM_59975,Redgum -  Against the Grain,Redgum,"['Poor Ned', 'Killing Floor', ""Servin' USA"", 'Maria', 'Ted', 'Long Run', 'Brown Rice And Kerosene', 'Yarralumla Wine', 'Where Ya Gonna Run To?', 'Fabulon', 'The Diamantina Drover', 'I Was Only 19 (A Walk In The Light Green)', 'ASIO', 'Spirit Of The Land', 'Gladstone Pier', 'Still Life', 'Just Another Moment On Your Own']",3804.0
lastFM_60000,Album: The Music Of Franz Liszt,Franz Liszt,,
lastFM_60005,Fear the Future,S.N.A.F.U.,,
lastFM_60026,and Opposites,Justin Mikulka,"['Dream 287', 'Jones', 'Call', 'More or Less', 'Antisong', 'Mrs. Jones', 'You and I', 'Home', 'Learn to Love It', 'Taking What I Get', 'Everybody and Me', 'Your X', 'Response', 'Mutiny', '[untitled]']",1833.0
lastFM_60027,The Music Of Burt Bacharach,Burt Bacharach,,
lastFM_60032,Bridge  Troubled Water,Simon,,
lastFM_60033,Spiritus: Breath of Life,Lorellei,"['Spritus', 'Moon Azure', 'In a Vision of Love', 'Face of Love', 'Whispering Winds', 'Mind Thing', 'Terra', 'Shaman', 'Kabir', 'Kabir Reprise', 'Mystery']",3453.0
lastFM_60035,Album: MTV UNPLUGGED,Tony Bennett,"['Old Devil Moon (Live Version)', 'Old Devil Moon (Live)', 'Speak Low (Live Version)', 'It Had To Be You (Live Version)', 'I Love A Piano (Live Version)', 'It Amazes Me (Live Version)', 'The Girl I Love (Live Version)', 'Fly Me To The Moon', 'Fly Me To The Moon (In Other Words) (Live Version)', ""You're All The World To Me (Live Version)"", 'Rags To Riches (Live Version)', 'When Joanna Loved Me (Live Version)', 'The Good Life / I Wanna Be Around (Live Version)', 'I Left My Heart In San Francisco (Live Version)', ""Steppin' Out With My Baby (Live Version)"", 'Moonglow (Live)', 'Moonglow (Live Version)', ""They Can't Take That Away from Me"", ""They Can't Take That Away from Me (Live Version)"", 'A Foggy Day (Live Version)', 'Body and Soul (Live Version)', ""It Don't Mean A Thing If It Ain't Got That Swing (Live Version)"", 'Autumn Leaves / Indian Summer (Live Version)', '(Just A) Little Street Where Old Friends Meet (Live Version)', 'When Do The Bells Ring For Me (Live Version)']",4845.0
lastFM_60045,A Way to Nowhere,Maurizio Abate,,
lastFM_60072,[explicit] Year Zero,Paul Lawler,,
lastFM_60081,Spirituals in Rhythm,Sister Rosetta Tharpe,"['I Saw the Light', 'Nothing Between', 'Shine for Jesus', 'Never Alone', ""What Are They Doin' In Heaven?"", 'God Leads Us Along', 'Seeking for Me']",1214.0
