"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] DateComparator(date) record1Value","[0] DateComparator(date) record2Value","[0] DateComparator(date) record1PreprocessedValue","[0] DateComparator(date) record2PreprocessedValue","[0] DateComparator(date) similarity","[0] DateComparator(date) postproccesedSimilarity","[1] StringComparator(actors_actor_name, jaccard) record1Value","[1] StringComparator(actors_actor_name, jaccard) record2Value","[1] StringComparator(actors_actor_name, jaccard) record1PreprocessedValue","[1] StringComparator(actors_actor_name, jaccard) record2PreprocessedValue","[1] StringComparator(actors_actor_name, jaccard) similarity","[1] StringComparator(actors_actor_name, jaccard) postproccesedSimilarity","[2] StringComparator(title, jaccard) record1Value","[2] StringComparator(title, jaccard) record2Value","[2] StringComparator(title, jaccard) record1PreprocessedValue","[2] StringComparator(title, jaccard) record2PreprocessedValue","[2] StringComparator(title, jaccard) similarity","[2] StringComparator(title, jaccard) postproccesedSimilarity"
"RuleBasedMatcher","actors_104","golden_globes_438","0.0","","1954-01-01","2003-01-01","1954-01-01","2003-01-01","0.0","0.0","William Holden","['Kiefer Sutherland', 'Dennis Haysbert']","William Holden","['Kiefer Sutherland', 'Dennis Haysbert']","0.0","0.0","Stalag 17","24","stalag 17","24","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1175","0.0","","1954-01-01","1989-01-01","1954-01-01","1989-01-01","0.0","0.0","William Holden","Jack Harry","william holden","jack harry","0.0","0.0","Stalag 17","227","stalag 17","227","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_368","0.0","","1954-01-01","2004-01-01","1954-01-01","2004-01-01","0.0","0.0","William Holden","['Evan Rachel Wood', 'Holly Hunter']","William Holden","['Evan Rachel Wood', 'Holly Hunter']","0.0","0.0","Stalag 17","Thirteen","stalag 17","thirteen","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_607","0.0","","1954-01-01","2000-01-01","1954-01-01","2000-01-01","0.0","0.0","William Holden","['Liev Schreiber', 'Melanie Griffith']","William Holden","['Liev Schreiber', 'Melanie Griffith']","0.0","0.0","Stalag 17","Rko 281","stalag 17","rko 281","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1650","0.0","","1954-01-01","1978-01-01","1954-01-01","1978-01-01","0.0","0.0","William Holden","['Richard Burton', 'Peter Firth']","William Holden","['Richard Burton', 'Peter Firth']","0.0","0.0","Stalag 17","Equus","stalag 17","equus","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1323","0.0","","1954-01-01","1986-01-01","1954-01-01","1986-01-01","0.0","0.0","William Holden","Ed Begley Jr.","william holden","ed begley jr.","0.0","0.0","Stalag 17","St. Elsewhere","stalag 17","st. elsewhere","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1573","0.0","","1954-01-01","1980-01-01","1954-01-01","1980-01-01","0.0","0.0","William Holden","['Julie Andrews', 'Dudley Moore']","William Holden","['Julie Andrews', 'Dudley Moore']","0.0","0.0","Stalag 17","10","stalag 17","10","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1500","0.0","","1954-01-01","1982-01-01","1954-01-01","1982-01-01","0.0","0.0","William Holden","Morgan Fairchild","william holden","morgan fairchild","0.0","0.0","Stalag 17","Flamingo Road","stalag 17","flamingo road","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_60","0.0","","1954-01-01","2010-01-01","1954-01-01","2010-01-01","0.0","0.0","William Holden","['Marion Cotillard', 'Daniel Day-Lewis', 'Pen�lope Cruz']","William Holden","['Marion Cotillard', 'Daniel Day-Lewis', 'Pen�lope Cruz']","0.0","0.0","Stalag 17","Nine","stalag 17","nine","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_956","0.0","","1954-01-01","1993-01-01","1954-01-01","1993-01-01","0.0","0.0","William Holden","Drew Barrymore","william holden","drew barrymore","0.0","0.0","Stalag 17","Guncrazy","stalag 17","guncrazy","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1969","0.0","","1954-01-01","1969-01-01","1954-01-01","1969-01-01","0.0","0.0","William Holden","Tony Curtis","william holden","tony curtis","0.0","0.0","Stalag 17","Boston Strangler, The","stalag 17","boston strangler, the","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_1628","0.0","","1954-01-01","1979-01-01","1954-01-01","1979-01-01","0.0","0.0","William Holden","Lee Remick","william holden","lee remick","0.0","0.0","Stalag 17","Wheels","stalag 17","wheels","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_754","0.0","","1954-01-01","1997-01-01","1954-01-01","1997-01-01","0.0","0.0","William Holden","['Armand Assante', 'Anthony Quinn']","William Holden","['Armand Assante', 'Anthony Quinn']","0.0","0.0","Stalag 17","Gotti","stalag 17","gotti","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_2125","0.0","","1954-01-01","1961-01-01","1954-01-01","1961-01-01","0.0","0.0","William Holden","Doris Day","william holden","doris day","0.0","0.0","Stalag 17","Midnight Lace","stalag 17","midnight lace","0.0","0.0"
"RuleBasedMatcher","actors_104","golden_globes_373","0.0","","1954-01-01","2004-01-01","1954-01-01","2004-01-01","0.0","0.0","William Holden","Jamie Lee Curtis","william holden","jamie lee curtis","0.0","0.0","Stalag 17","Freaky Friday","stalag 17","freaky friday","0.0","0.0"
"RuleBasedMatcher","actors_105","golden_globes_2217","0.9999999999999999","","1955-01-01","1955-01-01","1955-01-01","1955-01-01","1.0","1.0","Marlon Brando","Marlon Brando","marlon brando","marlon brando","1.0","1.0","On The Waterfront","On The Waterfront","on the waterfront","on the waterfront","1.0","1.0"
"RuleBasedMatcher","actors_105","golden_globes_2160","0.16666666666666666","","1955-01-01","1960-01-01","1955-01-01","1960-01-01","0.0","0.0","Marlon Brando","Fred Astaire","marlon brando","fred astaire","0.0","0.0","On The Waterfront","On The Beach","on the waterfront","on the beach","0.5","0.5"
"RuleBasedMatcher","actors_105","golden_globes_553","0.16666666666666666","","1955-01-01","2001-01-01","1955-01-01","2001-01-01","0.0","0.0","Marlon Brando","Rachel Ward","marlon brando","rachel ward","0.0","0.0","On The Waterfront","On The Beach","on the waterfront","on the beach","0.5","0.5"
"RuleBasedMatcher","actors_105","golden_globes_1482","0.06666666666666667","","1955-01-01","1982-01-01","1955-01-01","1982-01-01","0.0","0.0","Marlon Brando","['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda']","Marlon Brando","['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda']","0.0","0.0","On The Waterfront","On Golden Pond","on the waterfront","on golden pond","0.2","0.2"
"RuleBasedMatcher","actors_105","golden_globes_1329","0.08333333333333333","","1955-01-01","1985-01-01","1955-01-01","1985-01-01","0.0","0.0","Marlon Brando","Sissy Spacek","marlon brando","sissy spacek","0.0","0.0","On The Waterfront","River, The","on the waterfront","river, the","0.25","0.25"
"RuleBasedMatcher","actors_105","golden_globes_2247","0.16666666666666666","","1955-01-01","1952-01-01","1955-01-01","1952-01-01","0.0","0.0","Marlon Brando","Danny Kaye","marlon brando","danny kaye","0.0","0.0","On The Waterfront","On The Riviera","on the waterfront","on the riviera","0.5","0.5"
"RuleBasedMatcher","actors_105","golden_globes_1238","0.06666666666666667","","1955-01-01","1987-01-01","1955-01-01","1987-01-01","0.0","0.0","Marlon Brando","Harrison Ford","marlon brando","harrison ford","0.0","0.0","On The Waterfront","Mosquito Coast, The","on the waterfront","mosquito coast, the","0.2","0.2"
"RuleBasedMatcher","actors_105","golden_globes_2253","0.0","","1955-01-01","1951-01-01","1955-01-01","1951-01-01","0.0","0.0","Marlon Brando","['Gloria Swanson', 'Erich von Stroheim']","Marlon Brando","['Gloria Swanson', 'Erich von Stroheim']","0.0","0.0","On The Waterfront","Sunset Boulevard","on the waterfront","sunset boulevard","0.0","0.0"
"RuleBasedMatcher","actors_105","golden_globes_1098","0.0","","1955-01-01","1990-01-01","1955-01-01","1990-01-01","0.0","0.0","Marlon Brando","Dana Delaney","marlon brando","dana delaney","0.0","0.0","On The Waterfront","China Beach","on the waterfront","china beach","0.0","0.0"
"RuleBasedMatcher","actors_105","golden_globes_1044","0.0","","1955-01-01","1991-01-01","1955-01-01","1991-01-01","0.0","0.0","Marlon Brando","['Dana Delaney', 'Marg Helgenberger']","Marlon Brando","['Dana Delaney', 'Marg Helgenberger']","0.0","0.0","On The Waterfront","China Beach","on the waterfront","china beach","0.0","0.0"
"RuleBasedMatcher","actors_105","golden_globes_2138","0.06666666666666667","","1955-01-01","1961-01-01","1955-01-01","1961-01-01","0.0","0.0","Marlon Brando","Ina Balin","marlon brando","ina balin","0.0","0.0","On The Waterfront","From The Terrace","on the waterfront","from the terrace","0.2","0.2"
"RuleBasedMatcher","actors_105","golden_globes_318","0.06666666666666667","","1955-01-01","2005-01-01","1955-01-01","2005-01-01","0.0","0.0","Marlon Brando","Javier Bardem","marlon brando","javier bardem","0.0","0.0","On The Waterfront","Sea Inside, The","on the waterfront","sea inside, the","0.2","0.2"
"RuleBasedMatcher","actors_105","golden_globes_330","0.06666666666666667","","1955-01-01","2005-01-01","1955-01-01","2005-01-01","0.0","0.0","Marlon Brando","Kevin Spacey","marlon brando","kevin spacey","0.0","0.0","On The Waterfront","Beyond The Sea","on the waterfront","beyond the sea","0.2","0.2"
"RuleBasedMatcher","actors_105","golden_globes_2176","0.0","","1955-01-01","1959-01-01","1955-01-01","1959-01-01","0.0","0.0","Marlon Brando","Harry Guardino","marlon brando","harry guardino","0.0","0.0","On The Waterfront","Houseboat","on the waterfront","houseboat","0.0","0.0"
"RuleBasedMatcher","actors_105","golden_globes_770","0.047619047619047616","","1955-01-01","1996-01-01","1955-01-01","1996-01-01","0.0","0.0","Marlon Brando","Vanessa Redgrave","marlon brando","vanessa redgrave","0.0","0.0","On The Waterfront","Month By The Lake, a","on the waterfront","month by the lake, a","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_105","golden_globes_1796","0.047619047619047616","","1955-01-01","1975-01-01","1955-01-01","1975-01-01","0.0","0.0","Marlon Brando","Michael Douglas","marlon brando","michael douglas","0.0","0.0","On The Waterfront","Streets Of San Francisco, The","on the waterfront","streets of san francisco, the","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_105","golden_globes_1757","0.047619047619047616","","1955-01-01","1976-01-01","1955-01-01","1976-01-01","0.0","0.0","Marlon Brando","Karl Malden","marlon brando","karl malden","0.0","0.0","On The Waterfront","Streets Of San Francisco, The","on the waterfront","streets of san francisco, the","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_105","golden_globes_859","0.06666666666666667","","1955-01-01","1995-01-01","1955-01-01","1995-01-01","0.0","0.0","Marlon Brando","Samuel L. Jackson","marlon brando","samuel l. jackson","0.0","0.0","On The Waterfront","Against The Wall","on the waterfront","against the wall","0.2","0.2"
"RuleBasedMatcher","actors_105","golden_globes_372","0.0","","1955-01-01","2004-01-01","1955-01-01","2004-01-01","0.0","0.0","Marlon Brando","['Sean Penn', 'Tim Robbins']","Marlon Brando","['Sean Penn', 'Tim Robbins']","0.0","0.0","On The Waterfront","Mystic River","on the waterfront","mystic river","0.0","0.0"
"RuleBasedMatcher","actors_105","golden_globes_2241","0.047619047619047616","","1955-01-01","1952-01-01","1955-01-01","1952-01-01","0.0","0.0","Marlon Brando","Shelley Winters","marlon brando","shelley winters","0.0","0.0","On The Waterfront","Place In The Sun, a","on the waterfront","place in the sun, a","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_106","golden_globes_2212","0.9999999999999999","","1956-01-01","1956-01-01","1956-01-01","1956-01-01","1.0","1.0","Ernest Borgnine","Ernest Borgnine","ernest borgnine","ernest borgnine","1.0","1.0","Marty","Marty","marty","marty","1.0","1.0"
"RuleBasedMatcher","actors_106","golden_globes_1523","0.0","","1956-01-01","1982-01-01","1956-01-01","1982-01-01","0.0","0.0","Ernest Borgnine","Mickey Rooney","ernest borgnine","mickey rooney","0.0","0.0","Marty","Bill","marty","bill","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_880","0.0","","1956-01-01","1994-01-01","1956-01-01","1994-01-01","0.0","0.0","Ernest Borgnine","Kevin Kline","ernest borgnine","kevin kline","0.0","0.0","Marty","Dave","marty","dave","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1774","0.0","","1956-01-01","1975-01-01","1956-01-01","1975-01-01","0.0","0.0","Ernest Borgnine","['Valerie Perrine', 'Dustin Hoffman']","Ernest Borgnine","['Valerie Perrine', 'Dustin Hoffman']","0.0","0.0","Marty","Lenny","marty","lenny","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_708","0.0","","1956-01-01","1998-01-01","1956-01-01","1998-01-01","0.0","0.0","Ernest Borgnine","['Gary Sinise', 'Angelina Jolie', 'Mare Winningham']","Ernest Borgnine","['Gary Sinise', 'Angelina Jolie', 'Mare Winningham']","0.0","0.0","Marty","George Wallace","marty","george wallace","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_643","0.0","","1956-01-01","1999-01-01","1956-01-01","1999-01-01","0.0","0.0","Ernest Borgnine","Christina Applegate","ernest borgnine","christina applegate","0.0","0.0","Marty","Jesse","marty","jesse","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_673","0.0","","1956-01-01","1998-01-01","1956-01-01","1998-01-01","0.0","0.0","Ernest Borgnine","Jennifer Lopez","ernest borgnine","jennifer lopez","0.0","0.0","Marty","Selena","marty","selena","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_2256","0.0","","1956-01-01","1951-01-01","1956-01-01","1951-01-01","0.0","0.0","Ernest Borgnine","['James Stewart', 'Josephine Hull']","Ernest Borgnine","['James Stewart', 'Josephine Hull']","0.0","0.0","Marty","Harvey","marty","harvey","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1511","0.0","","1956-01-01","1982-01-01","1956-01-01","1982-01-01","0.0","0.0","Ernest Borgnine","James Garner","ernest borgnine","james garner","0.0","0.0","Marty","Brett Maverick","marty","brett maverick","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1740","0.0","","1956-01-01","1976-01-01","1956-01-01","1976-01-01","0.0","0.0","Ernest Borgnine","Ann-Margret","ernest borgnine","ann-margret","0.0","0.0","Marty","Tommy","marty","tommy","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_349","0.0","","1956-01-01","2005-01-01","1956-01-01","2005-01-01","0.0","0.0","Ernest Borgnine","Matt LeBlanc","ernest borgnine","matt leblanc","0.0","0.0","Marty","Joey","marty","joey","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_780","0.0","","1956-01-01","1996-01-01","1956-01-01","1996-01-01","0.0","0.0","Ernest Borgnine","Tim Roth","ernest borgnine","tim roth","0.0","0.0","Marty","Rob Roy","marty","rob roy","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1214","0.0","","1956-01-01","1988-01-01","1956-01-01","1988-01-01","0.0","0.0","Ernest Borgnine","John Ritter","ernest borgnine","john ritter","0.0","0.0","Marty","Hooperman","marty","hooperman","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1497","0.0","","1956-01-01","1982-01-01","1956-01-01","1982-01-01","0.0","0.0","Ernest Borgnine","Orson Welles","ernest borgnine","orson welles","0.0","0.0","Marty","Butterfly","marty","butterfly","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_724","0.0","","1956-01-01","1997-01-01","1956-01-01","1997-01-01","0.0","0.0","Ernest Borgnine","['Tom Cruise', 'Cuba Gooding Jr.']","Ernest Borgnine","['Tom Cruise', 'Cuba Gooding Jr.']","0.0","0.0","Marty","Jerry Maguire","marty","jerry maguire","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_546","0.0","","1956-01-01","2001-01-01","1956-01-01","2001-01-01","0.0","0.0","Ernest Borgnine","Ted Danson","ernest borgnine","ted danson","0.0","0.0","Marty","Becker","marty","becker","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_570","0.0","","1956-01-01","2000-01-01","1956-01-01","2000-01-01","0.0","0.0","Ernest Borgnine","Denzel Washington","ernest borgnine","denzel washington","0.0","0.0","Marty","Hurricane, The","marty","hurricane, the","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1170","0.0","","1956-01-01","1989-01-01","1956-01-01","1989-01-01","0.0","0.0","Ernest Borgnine","['Michael Caine', 'Armand Assante']","Ernest Borgnine","['Michael Caine', 'Armand Assante']","0.0","0.0","Marty","Jack The Ripper","marty","jack the ripper","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_2134","0.0","","1956-01-01","1961-01-01","1956-01-01","1961-01-01","0.0","0.0","Ernest Borgnine","Cantinflas","ernest borgnine","cantinflas","0.0","0.0","Marty","Pepe","marty","pepe","0.0","0.0"
"RuleBasedMatcher","actors_106","golden_globes_1173","0.0","","1956-01-01","1989-01-01","1956-01-01","1989-01-01","0.0","0.0","Ernest Borgnine","Stacy Keach","ernest borgnine","stacy keach","0.0","0.0","Marty","Hemingway","marty","hemingway","0.0","0.0"
"RuleBasedMatcher","actors_107","golden_globes_2205","0.72","1","1957-01-01","1957-01-01","1957-01-01","1957-01-01","1.0","1.0","Yul Brynner","Yul Brynner","yul brynner","yul brynner","1.0","1.0","The King and I","King and I, The","the king and i","king and i, the","0.6","0.6"
"RuleBasedMatcher","actors_107","golden_globes_2264","0.047619047619047616","","1957-01-01","1950-01-01","1957-01-01","1950-01-01","0.0","0.0","Yul Brynner","Mercedes McCambridge","yul brynner","mercedes mccambridge","0.0","0.0","The King and I","All The King's Men","the king and i","all the king's men","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_107","golden_globes_1711","0.09523809523809523","","1957-01-01","1977-01-01","1957-01-01","1977-01-01","0.0","0.0","Yul Brynner","['Richard Jordan', 'Charles Durning']","Yul Brynner","['Richard Jordan', 'Charles Durning']","0.0","0.0","The King and I","Captains and The Kings, The","the king and i","captains and the kings, the","0.2857142857142857","0.2857142857142857"
"RuleBasedMatcher","actors_107","golden_globes_7","0.05555555555555555","","1957-01-01","2011-01-01","1957-01-01","2011-01-01","0.0","0.0","Yul Brynner","['Colin Firth', 'Helena Bonham Carter', 'Geoffrey Rush']","Yul Brynner","['Colin Firth', 'Helena Bonham Carter', 'Geoffrey Rush']","0.0","0.0","The King and I","King's Speech, The","the king and i","king's speech, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_107","golden_globes_209","0.06666666666666667","","1957-01-01","2007-01-01","1957-01-01","2007-01-01","0.0","0.0","Yul Brynner","Helen Mirren","yul brynner","helen mirren","0.0","0.0","The King and I","Queen, The","the king and i","queen, the","0.2","0.2"
"RuleBasedMatcher","actors_107","golden_globes_250","0.06666666666666667","","1957-01-01","2007-01-01","1957-01-01","2007-01-01","0.0","0.0","Yul Brynner","['Helen Mirren', 'Jeremy Irons']","Yul Brynner","['Helen Mirren', 'Jeremy Irons']","0.0","0.0","The King and I","Elizabeth I","the king and i","elizabeth i","0.2","0.2"
"RuleBasedMatcher","actors_107","golden_globes_983","0.05555555555555555","","1957-01-01","1992-01-01","1957-01-01","1992-01-01","0.0","0.0","Yul Brynner","['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl']","Yul Brynner","['Jeff Bridges', 'Robin Williams', 'Mercedes Ruehl']","0.0","0.0","The King and I","Fisher King, The","the king and i","fisher king, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_107","golden_globes_2107","0.06666666666666667","","1957-01-01","1963-01-01","1957-01-01","1963-01-01","0.0","0.0","Yul Brynner","","yul brynner","","0.0","0.0","The King and I","Brothers, The","the king and i","brothers, the","0.2","0.2"
"RuleBasedMatcher","actors_107","golden_globes_387","0.025641025641025644","","1957-01-01","2004-01-01","1957-01-01","2004-01-01","0.0","0.0","Yul Brynner","","yul brynner","","0.0","0.0","The King and I","Lord Of The Rings: The Return Of The King, The","the king and i","lord of the rings: the return of the king, the","0.07692307692307693","0.07692307692307693"
"RuleBasedMatcher","actors_107","golden_globes_707","0.0","","1957-01-01","1998-01-01","1957-01-01","1998-01-01","0.0","0.0","Yul Brynner","Ving Rhames","yul brynner","ving rhames","0.0","0.0","The King and I","Don King: Only In America","the king and i","don king: only in america","0.0","0.0"
"RuleBasedMatcher","actors_107","golden_globes_1355","0.1111111111111111","","1957-01-01","1985-01-01","1957-01-01","1985-01-01","0.0","0.0","Yul Brynner","Kate Jackson","yul brynner","kate jackson","0.0","0.0","The King and I","Scarecrow and Mrs. King","the king and i","scarecrow and mrs. king","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_107","golden_globes_2173","0.1111111111111111","","1957-01-01","1959-01-01","1957-01-01","1959-01-01","0.0","0.0","Yul Brynner","Danny Kaye","yul brynner","danny kaye","0.0","0.0","The King and I","Me and The Colonel","the king and i","me and the colonel","0.3333333333333333","0.3333333333333333"
"RuleBasedMatcher","actors_107","golden_globes_611","0.0","","1957-01-01","1999-01-01","1957-01-01","1999-01-01","0.0","0.0","Yul Brynner","Cate Blanchett","yul brynner","cate blanchett","0.0","0.0","The King and I","Elizabeth","the king and i","elizabeth","0.0","0.0"
"RuleBasedMatcher","actors_107","golden_globes_285","0.06666666666666667","","1957-01-01","2006-01-01","1957-01-01","2006-01-01","0.0","0.0","Yul Brynner","","yul brynner","","0.0","0.0","The King and I","King Kong","the king and i","king kong","0.2","0.2"
"RuleBasedMatcher","actors_107","golden_globes_215","0.09523809523809523","","1957-01-01","2007-01-01","1957-01-01","2007-01-01","0.0","0.0","Yul Brynner","Forest Whitaker","yul brynner","forest whitaker","0.0","0.0","The King and I","Last King Of Scotland, The","the king and i","last king of scotland, the","0.2857142857142857","0.2857142857142857"
"RuleBasedMatcher","actors_107","golden_globes_58","0.0","","1957-01-01","2010-01-01","1957-01-01","2010-01-01","0.0","0.0","Yul Brynner","Tobey  Maguire","yul brynner","tobey  maguire","0.0","0.0","The King and I","Brothers","the king and i","brothers","0.0","0.0"
"RuleBasedMatcher","actors_107","golden_globes_355","0.05555555555555555","","1957-01-01","2005-01-01","1957-01-01","2005-01-01","0.0","0.0","Yul Brynner","Miranda Richardson","yul brynner","miranda richardson","0.0","0.0","The King and I","Lost Prince, The","the king and i","lost prince, the","0.16666666666666666","0.16666666666666666"
"RuleBasedMatcher","actors_107","golden_globes_1488","0.047619047619047616","","1957-01-01","1982-01-01","1957-01-01","1982-01-01","0.0","0.0","Yul Brynner","Treat Williams","yul brynner","treat williams","0.0","0.0","The King and I","Prince Of The City","the king and i","prince of the city","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_107","golden_globes_1451","0.0","","1957-01-01","1983-01-01","1957-01-01","1983-01-01","0.0","0.0","Yul Brynner","['Joan Collins', 'Linda Evans', 'John Forsythe']","Yul Brynner","['Joan Collins', 'Linda Evans', 'John Forsythe']","0.0","0.0","The King and I","Dynasty","the king and i","dynasty","0.0","0.0"
"RuleBasedMatcher","actors_107","golden_globes_1232","0.0","","1957-01-01","1988-01-01","1957-01-01","1988-01-01","0.0","0.0","Yul Brynner","Gordon Thomson","yul brynner","gordon thomson","0.0","0.0","The King and I","Dynasty","the king and i","dynasty","0.0","0.0"
"RuleBasedMatcher","actors_108","golden_globes_2187","0.75","1","1958-01-01","1958-01-01","1958-01-01","1958-01-01","1.0","1.0","Alec Guinness","['Alec Guinness', 'Sessue Hayakawa']","Alec Guinness","['Alec Guinness', 'Sessue Hayakawa']","0.5","0.5","The Bridge On The River Kwai","Bridge On The River Kwai, The","the bridge on the river kwai","bridge on the river kwai, the","0.7142857142857143","0.7142857142857143"
"RuleBasedMatcher","actors_108","golden_globes_1329","0.047619047619047616","","1958-01-01","1985-01-01","1958-01-01","1985-01-01","0.0","0.0","Alec Guinness","Sissy Spacek","alec guinness","sissy spacek","0.0","0.0","The Bridge On The River Kwai","River, The","the bridge on the river kwai","river, the","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_108","golden_globes_1024","0.037037037037037035","","1958-01-01","1991-01-01","1958-01-01","1991-01-01","0.0","0.0","Alec Guinness","Joanne Woodward","alec guinness","joanne woodward","0.0","0.0","The Bridge On The River Kwai","Mr. & Mrs. Bridge","the bridge on the river kwai","mr. & mrs. bridge","0.1111111111111111","0.1111111111111111"
"RuleBasedMatcher","actors_108","golden_globes_939","0.03333333333333333","","1958-01-01","1993-01-01","1958-01-01","1993-01-01","0.0","0.0","Alec Guinness","","alec guinness","","0.0","0.0","The Bridge On The River Kwai","River Runs Through It, a","the bridge on the river kwai","river runs through it, a","0.1","0.1"
"RuleBasedMatcher","actors_108","golden_globes_1482","0.041666666666666664","","1958-01-01","1982-01-01","1958-01-01","1982-01-01","0.0","0.0","Alec Guinness","['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda']","Alec Guinness","['Katharine Hepburn', 'Henry Fonda', 'Jane Fonda']","0.0","0.0","The Bridge On The River Kwai","On Golden Pond","the bridge on the river kwai","on golden pond","0.125","0.125"
"RuleBasedMatcher","actors_108","golden_globes_815","0.09523809523809523","","1958-01-01","1995-01-01","1958-01-01","1995-01-01","0.0","0.0","Alec Guinness","['Meryl Streep', 'Kevin Bacon']","Alec Guinness","['Meryl Streep', 'Kevin Bacon']","0.0","0.0","The Bridge On The River Kwai","River Wild, The","the bridge on the river kwai","river wild, the","0.2857142857142857","0.2857142857142857"
"RuleBasedMatcher","actors_108","golden_globes_372","0.047619047619047616","","1958-01-01","2004-01-01","1958-01-01","2004-01-01","0.0","0.0","Alec Guinness","['Sean Penn', 'Tim Robbins']","Alec Guinness","['Sean Penn', 'Tim Robbins']","0.0","0.0","The Bridge On The River Kwai","Mystic River","the bridge on the river kwai","mystic river","0.14285714285714285","0.14285714285714285"
"RuleBasedMatcher","actors_108","golden_globes_2217","0.09523809523809523","","1958-01-01","1955-01-01","1958-01-01","1955-01-01","0.0","0.0","Alec Guinness","Marlon Brando","alec guinness","marlon brando","0.0","0.0","The Bridge On The River Kwai","On The Waterfront","the bridge on the river kwai","on the waterfront","0.2857142857142857","0.2857142857142857"
"RuleBasedMatcher","actors_108","golden_globes_761","0.03333333333333333","","1958-01-01","1996-01-01","1958-01-01","1996-01-01","0.0","0.0","Alec Guinness","Meryl Streep","alec guinness","meryl streep","0.0","0.0","The Bridge On The River Kwai","Bridges Of Madison County, The","the bridge on the river kwai","bridges of madison county, the","0.1","0.1"
"RuleBasedMatcher","actors_108","golden_globes_1176","0.0","","1958-01-01","1989-01-01","1958-01-01","1989-01-01","0.0","0.0","Alec Guinness","Swoosie Kurtz","alec guinness","swoosie kurtz","0.0","0.0","The Bridge On The River Kwai","Baja Oklahoma","the bridge on the river kwai","baja oklahoma","0.0","0.0"
"RuleBasedMatcher","actors_108","golden_globes_1343","0.0","","1958-01-01","1985-01-01","1958-01-01","1985-01-01","0.0","0.0","Alec Guinness","Peggy Ashcroft","alec guinness","peggy ashcroft","0.0","0.0","The Bridge On The River Kwai","Passage To India, a","the bridge on the river kwai","passage to india, a","0.0","0.0"
"RuleBasedMatcher","actors_108","golden_globes_853","0.0","","1958-01-01","1995-01-01","1958-01-01","1995-01-01","0.0","0.0","Alec Guinness","Irene Bedard","alec guinness","irene bedard","0.0","0.0","The Bridge On The River Kwai","Lakota Woman: Siege at Wounded Knee","the bridge on the river kwai","lakota woman: siege at wounded knee","0.0","0.0"
"RuleBasedMatcher","actors_108","golden_globes_770","0.03333333333333333","","1958-01-01","1996-01-01","1958-01-01","1996-01-01","0.0","0.0","Alec Guinness","Vanessa Redgrave","alec guinness","vanessa redgrave","0.0","0.0","The Bridge On The River Kwai","Month By The Lake, a","the bridge on the river kwai","month by the lake, a","0.1","0.1"
