mc_id,game_title,year_published,made_by,console,press_rating,player_rating,age_rating
metacritic_19541,Pokemon Dash,2005-01-01,Ambrella,DS,46.0,5.3,E
metacritic_19542,Shadow Assault -Tenchu-,2008-01-01,From Software,Xbox 360,46.0,5.6,E10+
metacritic_19543,Summer Sports: Paradise Island,2008-01-01,Destineer,Wii,46.0,4.8,E
metacritic_19544,Harvest Moon 3D: The Lost Valley,2014-01-01,Natsume,3DS,46.0,4.1,E
metacritic_19545,Spectral Force Genesis,2010-01-01,"Neverland,Idea Factory",DS,46.0,6.0,T
metacritic_19546,My Street,2003-01-01,Idol Minds,PS2,46.0,3.6,E
metacritic_19547,Cooking Mama: Cookstar,2020-01-01,"1st Playable Productions,Planet Entertainment",Switch,46.0,7.1,E
metacritic_19548,Sega Classics Collection,2005-01-01,Sega,PS2,46.0,6.3,T
metacritic_19549,Nightcaster II: Equinox,2002-01-01,Jaleco Entertainment,Xbox,46.0,5.6,T
metacritic_19550,BeachHead 2000,2000-01-01,Digital Fusion Inc.,PC,46.0,6.5,T
metacritic_19551,Elite Warriors: Vietnam,2005-01-01,Nfusion,PC,46.0,5.7,T
metacritic_19552,Arcade Sports,2010-01-01,Icon Games,Wii,46.0,,E
metacritic_19553,The History Channel: Great Battles of Rome,2007-01-01,"Slitherine Software,Slitherine",PC,46.0,3.2,T
metacritic_19554,Carrier Command: Gaea Mission,2012-01-01,Bohemia Interactive,Xbox 360,46.0,6.3,M
metacritic_19555,Coffin Dodgers,2016-01-01,Milky Tea Studios,Xbox One,46.0,3.8,T
metacritic_19556,Tokyo Xtreme Racer DRIFT 2,2007-01-01,Genki,PS2,46.0,8.2,E
metacritic_19557,Tony Hawk Ride,2009-01-01,Robomodo,Xbox 360,46.0,3.0,E10+
metacritic_19558,Desert Child,2018-01-01,Oscar Brittain,Switch,46.0,6.7,M
metacritic_19559,WWII Tank Commander,2006-01-01,Sylum Entertainment,PC,46.0,4.4,T
metacritic_19560,Gravitronix,2009-01-01,Medaverse Studios,Wii,46.0,5.0,E
metacritic_19561,GTI Club Supermini Festa!,2010-01-01,Konami,Wii,46.0,6.7,E
metacritic_19562,The Mummy,2000-01-01,Rebellion,PC,46.0,5.9,E10+
metacritic_19563,Freedom Wings,2006-01-01,Beluga Computer,DS,46.0,8.1,E10+
metacritic_19564,Grand Theft Auto: The Trilogy - The Definitive Edition,2021-01-01,"Rockstar Games,Grove Street Games",Switch,46.0,0.9,M
metacritic_19565,The Incredible Hulk,2008-01-01,Edge of Reality,Wii,46.0,6.0,T
metacritic_19566,RayStorm HD,2010-01-01,Taito Corporation,Xbox 360,46.0,7.6,E10+
metacritic_19567,Kakuto Chojin,2002-01-01,DreamFactory,Xbox,46.0,6.8,T
metacritic_19568,Alien Rage,2013-01-01,CI Games,Xbox 360,46.0,7.6,M
metacritic_19569,Primal Carnage: Extinction,2015-01-01,"Lukewarm Media,Circle 5,Circle 5 Studios",PS4,46.0,6.2,T
metacritic_19570,Rampage: Total Destruction,2006-01-01,"Pipeworks Software, Inc.",Wii,46.0,5.7,E10+
metacritic_19571,Samurai Shodown Sen,2010-01-01,K2 LLC,Xbox 360,46.0,5.2,M
metacritic_19572,Bus Simulator 16,2016-01-01,Still Alive Studios,PC,46.0,5.7,
metacritic_19573,Inmates,2017-01-01,"Iceberg Interactive,Davit Andreasyan",PC,46.0,7.4,
metacritic_19574,Catwoman,2004-01-01,Argonaut Games,PS2,46.0,6.7,T
metacritic_19575,Army Men: Sarge's Heroes 2,2000-01-01,3DO,Nintendo 64,46.0,7.0,T
metacritic_19576,Le Tour de France,2016-01-01,Cyanide,Xbox 360,46.0,8.0,
metacritic_19577,Death Crimson OX,2001-01-01,Ecole,Dreamcast,46.0,5.1,T
metacritic_19578,Arc of Alchemist,2020-01-01,Compile Heart,PS4,46.0,3.5,E10+
metacritic_19579,Predator: Concrete Jungle,2005-01-01,Eurocom Entertainment Software,Xbox,46.0,8.7,M
metacritic_19580,Disney's PK: Out of the Shadows,2002-01-01,Ubisoft,GameCube,46.0,6.8,E
metacritic_19581,B-17 Gunner: Air War Over Germany,2001-01-01,Sunstorm Interactive,PC,46.0,,T
metacritic_19582,.detuned,2009-01-01,.theprodukkt,PS3,46.0,3.7,E
metacritic_19583,One Piece: Unlimited Cruise SP,2012-01-01,Bandai Namco Games,3DS,46.0,6.8,
metacritic_19584,The Golden Compass,2007-01-01,Shiny Entertainment,PS2,46.0,5.3,E10+
metacritic_19585,Happy Feet,2006-01-01,Artificial Mind and Movement,Wii,46.0,6.9,E
metacritic_19586,Zenith (2016),2016-01-01,Infinigon,PS4,46.0,6.6,M
metacritic_19587,Lowrider,2003-01-01,Pacific Century Cyber Works,PS2,46.0,8.0,T
metacritic_19588,AereA,2017-01-01,"Triangle Studios,Soedesco",PS4,46.0,4.5,
metacritic_19589,Raid: World War II,2017-01-01,"Starbreeze,Lion Games",PS4,46.0,3.6,M
metacritic_19590,Gladiators of Rome,2002-01-01,Cat Daddy Games,PC,46.0,4.8,M
metacritic_19591,Operation Darkness,2008-01-01,Success,Xbox 360,46.0,6.9,M
metacritic_19592,Fear Effect Sedna,2018-01-01,Sushee,Xbox One,46.0,3.9,M
metacritic_19593,Woody Woodpecker Racing,2001-01-01,Syrox Developments,PC,46.0,,E
metacritic_19594,R-Type III: The Third Lightning,2004-01-01,Raylight Studios,Game Boy Advance,46.0,4.4,E
metacritic_19595,Pure Futbol,2010-01-01,Ubisoft Vancouver,PS3,46.0,7.3,E
metacritic_19596,ARK Park,2018-01-01,Snail Games,PS4,46.0,4.6,T
metacritic_19597,World Series of Poker,2005-01-01,Activision,PS2,46.0,8.0,E10+
metacritic_19598,Inuyasha: Secret of the Divine Jewel,2007-01-01,Art,DS,46.0,7.3,E10+
metacritic_19599,Soulblight,2018-01-01,My Next Games,Switch,46.0,,T
metacritic_19600,Catwoman (2004),2004-01-01,"Argonaut Games,EA Games",PC,46.0,3.5,T
metacritic_19601,Winter Stars,2011-01-01,49Games,Xbox 360,46.0,6.5,E
metacritic_19602,Babylon's Fall,2022-01-01,PlatinumGames,PC,46.0,1.3,T
metacritic_19603,Surfing H3O,2000-01-01,Opus,PS2,46.0,3.5,E
metacritic_19604,Sonic the Hedgehog,2006-01-01,"Sega,Sonic Team",Xbox 360,46.0,5.3,E10+
metacritic_19605,Squad Leader,2000-01-01,Random Games Inc.,PC,46.0,,T
metacritic_19606,Backyard Wrestling 2: There Goes the Neighborhood,2004-01-01,Paradox Development,PS2,46.0,4.8,M
metacritic_19607,Donkey Kong: Barrel Blast,2007-01-01,Paon Corporation,Wii,46.0,6.6,E
metacritic_19608,Saw II: Flesh & Blood,2010-01-01,Zombie Studios,PS3,45.0,6.2,M
metacritic_19609,Attack on Titan: Humanity in Chains,2015-01-01,Spike Chunsoft,3DS,46.0,4.5,M
metacritic_19610,LEGO Brawls,2022-01-01,Red Games,PlayStation 5,46.0,4.8,E10+
metacritic_19611,Dungeon Lords,2005-01-01,Heuristic Park,PC,45.0,5.1,T
metacritic_19612,Make War,2020-01-01,No Gravity Games,Switch,46.0,7.4,T
metacritic_19613,Animal Crossing: amiibo Festival,2015-01-01,"Nintendo,Nd Cube",Wii U,46.0,4.0,E
metacritic_19614,Tom Clancy's Ghost Recon,2010-01-01,Next Level Games,Wii,46.0,6.6,T
metacritic_19615,Impire,2013-01-01,Cyanide,PC,45.0,5.4,
metacritic_19616,Tank! Tank! Tank!,2012-01-01,Namco Bandai Games,Wii U,45.0,5.9,E10+
metacritic_19617,Verdun,2017-01-01,"Abstraction Games,M2H,Blackmill Games",Xbox One,46.0,5.4,M
metacritic_19618,Without Warning,2005-01-01,CiRCLE,PS2,45.0,6.5,M
metacritic_19619,Spartacus Legends,2013-01-01,Kung Fu Factory,Xbox 360,45.0,5.2,M
metacritic_19620,Starpoint Gemini,2010-01-01,Little Green Men,PC,46.0,8.4,
metacritic_19621,Mobile Suit Gundam Seed: Never Ending Tomorrow,2005-01-01,Bec,PS2,45.0,7.6,T
metacritic_19622,Without Warning,2005-01-01,CiRCLE,Xbox,45.0,2.0,M
metacritic_19623,Crime Stories: From the Files of Martin Mystere,2006-01-01,Artematica,PC,45.0,4.6,T
metacritic_19624,Unlimited Saga,2003-01-01,SquareSoft,PS2,45.0,4.7,T
metacritic_19625,Top Gear RPM Tuning,2005-01-01,Babylon Software,Xbox,45.0,7.0,T
metacritic_19626,NCAA Final Four 2004,2003-01-01,989 Sports,PS2,45.0,,E
metacritic_19627,Arctic Thunder,2001-01-01,Inland Productions,PS2,45.0,4.8,T
metacritic_19628,DreamWorks Madagascar 3: The Video Game,2012-01-01,D3Publisher,Xbox 360,45.0,5.6,E
metacritic_19629,Tennis World Tour,2018-01-01,Breakpoint,PS4,45.0,3.2,E
metacritic_19630,Wacky World of Sports,2009-01-01,Tabot,Wii,45.0,,E10+
metacritic_19631,Swashbucklers: Blue vs. Grey,2007-01-01,Akella,PS2,45.0,5.3,M
metacritic_19632,Tournament of Legends,2010-01-01,High Voltage Software,Wii,45.0,7.2,T
metacritic_19633,Star Trek The Video Game,2013-01-01,Digital Extremes,PS3,45.0,2.2,T
metacritic_19634,War World,2008-01-01,Third Wave Games,Xbox 360,45.0,7.7,T
metacritic_19635,Ugly Americans: Apocalypsegeddon,2011-01-01,Backbone Entertainment,Xbox 360,45.0,6.4,M
metacritic_19636,Sniper: Ghost Warrior,2010-01-01,City Interactive,Xbox 360,45.0,5.8,M
metacritic_19637,Mushroom Men: Rise of the Fungi,2008-01-01,Red Fly Studio,DS,45.0,6.1,E
metacritic_19638,LA Cops,2015-01-01,Modern Dream,PC,45.0,6.3,
metacritic_19639,Ghostbusters: Sanctum of Slime,2011-01-01,Behavior Studios,Xbox 360,45.0,3.4,E10+
metacritic_19640,Rock of the Dead,2010-01-01,Epicenter Studios,PS3,45.0,,T
metacritic_19641,Interpol: The Trail of Dr. Chaos,2009-01-01,"Tik Games, LLC,TikGames",Xbox 360,45.0,3.0,E
metacritic_19642,Deus Ex: The Fall,2014-01-01,Square Enix,PC,45.0,3.4,M
metacritic_19643,NFL Tour,2008-01-01,EA Tiburon,PS3,45.0,,E
metacritic_19644,Soldier of Fortune: Payback,2007-01-01,"Activision,Cauldron Ltd.",PC,45.0,4.8,M
metacritic_19645,Iron Man,2008-01-01,Secret Level,Xbox 360,45.0,5.8,T
metacritic_19646,The Cursed Crusade,2011-01-01,Kylotonn,PS3,45.0,5.1,M
metacritic_19647,Hysteria Hospital: Emergency Ward,2009-01-01,Gameinvest,DS,45.0,,E
metacritic_19648,Golden Axe: Beast Rider,2008-01-01,Secret Level,Xbox 360,45.0,5.9,M
metacritic_19649,7 Days to Die,2016-01-01,"Iron Galaxy Studios,The Fun Pimps",PS4,45.0,5.9,M
metacritic_19650,Bubsy: The Woolies Strike Back,2017-01-01,Black Forest Games,PS4,45.0,5.8,E
metacritic_19651,D1 Professional Drift Grand Prix Series,2006-01-01,Yuke's,PS2,45.0,7.4,E10+
metacritic_19652,Stronghold: Crusader Extreme,2008-01-01,FireFly Studios,PC,45.0,6.7,T
metacritic_19653,Red Bull X-Fighters,2011-01-01,Xendex,Xbox 360,45.0,,E
metacritic_19654,Maize,2017-01-01,Finish Line Games,PS4,45.0,,T
metacritic_19655,CSI: Crime Scene Investigation,2004-01-01,369 Interactive,Xbox,45.0,7.3,M
metacritic_19656,Brothers in Arms: Double Time,2008-01-01,Gearbox Software,Wii,45.0,6.5,M
metacritic_19657,Reservoir Dogs: Bloody Days,2017-01-01,Big Star Games,PC,45.0,5.9,
metacritic_19658,N3II: Ninety-Nine Nights,2010-01-01,"Phantagram,FeelPlus",Xbox 360,45.0,7.0,M
metacritic_19659,The Ant Bully,2006-01-01,Artificial Mind and Movement,Wii,45.0,8.0,E10+
metacritic_19660,Football Mogul 2007,2006-01-01,Sports Mogul,PC,45.0,5.8,E
metacritic_19661,PDC World Championship Darts 2009,2009-01-01,Rebellion,DS,45.0,,E
metacritic_19662,Major League Eating: The Game,2008-01-01,"Mastiff,Sensory Sweep",Wii,45.0,5.0,E10+
metacritic_19663,Stop Stress: A Day of Fury,2009-01-01,Abylight,Wii,45.0,3.3,T
metacritic_19664,NPPL Championship Paintball 2009,2008-01-01,FUN Labs,PS3,45.0,6.7,E10+
metacritic_19665,The Huntsman: Winter's Curse,2016-01-01,Desert Owl Games LLC,PS4,45.0,,T
metacritic_19666,Supercar Street Challenge,2001-01-01,Exakt,PC,45.0,4.3,E
metacritic_19667,Fantastic Four: Rise of the Silver Surfer,2007-01-01,Visual Concepts,Xbox 360,45.0,5.9,T
metacritic_19668,WWE 2K20,2019-01-01,Visual Concepts,Xbox One,45.0,1.2,T
metacritic_19669,Napoleon Dynamite: The Game,2007-01-01,7 Studios,DS,45.0,7.3,E10+
metacritic_19670,Splat Renegade Paintball,2005-01-01,Cat Daddy Games,PC,45.0,6.9,T
metacritic_19671,Project Root,2015-01-01,Pablo Testa,PS4,45.0,5.6,T
metacritic_19672,007 Legends,2012-01-01,"Eurocom Entertainment Software,Eurocom",Xbox 360,45.0,4.5,T
metacritic_19673,Made Man: Confessions of the Family Blood,2007-01-01,Silverback Studios,PS2,45.0,,M
metacritic_19674,Heaven & Hell (2003),2003-01-01,MadCat Interactive Software,PC,45.0,6.6,E
metacritic_19675,Narcos: Rise of the Cartels,2019-01-01,Kuju Entertainment,PC,45.0,2.6,M
metacritic_19676,Racquet Sports,2010-01-01,Asobo Studio,PS3,45.0,4.3,E
metacritic_19677,Call of Juarez: The Cartel,2011-01-01,Techland,PS3,45.0,5.3,M
metacritic_19678,Dead Horde,2011-01-01,DNS Development,PC,45.0,4.9,
metacritic_19679,Hard Truck: Apocalypse,2006-01-01,"Buka Entertainment,Targem Games",PC,45.0,8.3,T
metacritic_19680,Infinity Runner,2015-01-01,Wales Interactive,PS4,45.0,5.6,T
metacritic_19681,Grooverider Slot Car Thunder,2003-01-01,King of the Jungle,Xbox,45.0,6.8,E
metacritic_19682,Aliens: Colonial Marines,2013-01-01,Gearbox Software,PC,45.0,3.6,M
metacritic_19683,Fighting Fantasy: The Warlock of Firetop Mountain,2009-01-01,Big Blue Bubble Inc.,DS,45.0,8.2,T
metacritic_19684,Mr. Driller Online,2008-01-01,Namco Bandai Games,Xbox 360,45.0,5.2,E
metacritic_19685,Hard Rock Casino,2006-01-01,Farsight Studios,PS2,45.0,,T
metacritic_19686,Hyperdimension Neptunia,2011-01-01,"Idea Factory,Compile Heart",PS3,45.0,6.7,T
metacritic_19687,Bravo Team,2018-01-01,Supermassive Games,PS4,45.0,4.8,T
metacritic_19688,Catwoman,2004-01-01,EA Games,Xbox,45.0,4.2,T
metacritic_19689,Generation Zero,2019-01-01,Avalanche Studios,PS4,45.0,5.9,T
metacritic_19690,Rodea the Sky Soldier,2015-01-01,"Prope,Kadokawa",3DS,45.0,5.7,E10+
metacritic_19691,Shadow the Hedgehog,2005-01-01,Sonic Team,PS2,45.0,6.0,E10+
metacritic_19692,Yet Another Zombie Defense HD,2018-01-01,Awesome Games Studio,Xbox One,45.0,4.4,M
metacritic_19693,Smart Bomb,2005-01-01,Core Design Ltd.,Playstation Portable,45.0,6.2,E10+
metacritic_19694,Battlestar Galactica,2007-01-01,Auran,PC,45.0,4.4,E10+
metacritic_19695,Darkest of Days,2009-01-01,8Monkey Labs,Xbox 360,44.0,4.9,M
metacritic_19696,Earthworm Jim 2,2002-01-01,Super Empire,Game Boy Advance,45.0,5.7,E
metacritic_19697,Warriors: Legends of Troy,2011-01-01,Tecmo Koei Canada,PS3,44.0,7.4,M
metacritic_19698,Crash: Mind Over Mutant,2008-01-01,TOSE,DS,45.0,4.8,E
metacritic_19699,Rodea the Sky Soldier,2015-01-01,"Prope,Kadokawa",Wii U,45.0,6.5,E10+
metacritic_19700,Remothered: Broken Porcelain,2020-01-01,Stormind Games,PS4,44.0,6.0,M
metacritic_19701,Dinotopia: The Sunstone Odyssey,2003-01-01,Vicious Cycle,Xbox,44.0,,T
metacritic_19702,Ford Bold Moves Street Racing,2006-01-01,Razorworks Studios,Xbox,44.0,,E
metacritic_19703,ESPN National Hockey Night,2001-01-01,Kush Games,PS2,44.0,,E
metacritic_19704,Teenage Mutant Ninja Turtles: Mutants in Manhattan,2016-01-01,PlatinumGames,PS4,44.0,5.5,T
metacritic_19705,Zoo Tycoon DS,2005-01-01,Altron,DS,44.0,6.5,E
metacritic_19706,Hummer Badlands,2006-01-01,Eutechnyx,Xbox,44.0,6.0,E
metacritic_19707,Sword of the Stars II: Lords of Winter,2011-01-01,Kerberos Productions,PC,44.0,4.7,T
metacritic_19708,NightCry,2016-01-01,"NUDE MAKER,Y.K.",PC,44.0,8.4,M
metacritic_19709,The Scourge Project: Episodes 1 and 2,2010-01-01,Tragnarion Studios,PC,44.0,4.5,
metacritic_19710,Watchmen: The End Is Nigh Part 2,2009-01-01,Deadline Games,PC,44.0,5.2,M
metacritic_19711,State of Emergency 2,2006-01-01,DC Studios,PS2,44.0,6.0,M
metacritic_19712,Chronovolt,2012-01-01,Playerthree,PlayStation Vita,44.0,3.2,E
metacritic_19713,Dead Island: Ryder White,2012-01-01,Techland,Xbox 360,44.0,6.1,M
metacritic_19714,Watchmen: The End Is Nigh Part 2,2009-01-01,Deadline Games,Xbox 360,44.0,6.2,M
metacritic_19715,Superman: The Man of Steel,2002-01-01,Circus Freak,Xbox,44.0,2.3,T
metacritic_19716,AeternoBlade II,2019-01-01,Corecell Technology,Switch,44.0,4.2,T
metacritic_19717,MotoGP 08,2009-01-01,Milestone S.r.l,Wii,44.0,5.6,E
metacritic_19718,Fimbul,2019-01-01,Zaxis,Switch,44.0,,
metacritic_19719,Last Rebellion,2010-01-01,Hit Maker,PS3,44.0,4.7,T
metacritic_19720,Swashbucklers: Blue vs. Grey,2007-01-01,Akella,PC,44.0,3.8,M
metacritic_19721,Bubsy: The Woolies Strike Back,2017-01-01,Black Forest Games,PC,44.0,5.4,
metacritic_19722,TMNT: Mutant Melee,2005-01-01,Konami Computer Entertainment Hawaii,GameCube,44.0,6.6,T
metacritic_19723,Big Beach Sports,2008-01-01,HB Studios Multimedia,Wii,44.0,7.7,E
metacritic_19724,Splat Renegade Paintball,2005-01-01,Cat Daddy Games,Xbox,44.0,,T
metacritic_19725,Golden Axe: Beast Rider,2008-01-01,Secret Level,PS3,44.0,5.7,M
metacritic_19726,The Mummy Returns,2001-01-01,Blitz Games,PS2,44.0,6.6,T
metacritic_19727,Big Mutha Truckers 2,2005-01-01,Eutechnyx,PC,44.0,2.8,M
metacritic_19728,Hard Rock Casino,2007-01-01,Farsight Studios,Playstation Portable,44.0,,T
metacritic_19729,Warriors Orochi 2,2008-01-01,Omega Force,Xbox 360,44.0,8.3,T
metacritic_19730,NFL QB Club 2001,2000-01-01,High Voltage Software,Dreamcast,44.0,,E
metacritic_19731,Balan Wonderworld,2021-01-01,"Square Enix,Arzest,Balan Company",PS4,44.0,5.7,E10+
metacritic_19732,"Harry Potter and the Deathly Hallows, Part 2",2011-01-01,EA Bright Light,Xbox 360,44.0,4.7,T
metacritic_19733,The Sacred Rings,2007-01-01,Streko-Graphics Inc.,PC,44.0,5.8,E10+
metacritic_19734,Discs of Tron,2008-01-01,Backbone Charlottetown,Xbox 360,44.0,6.7,E
metacritic_19735,Naughty Bear: Panic in Paradise,2012-01-01,Behaviour Interactive,PS3,44.0,7.5,T
metacritic_19736,Transformers: Rise of the Dark Spark,2014-01-01,Edge of Reality,Xbox 360,44.0,5.3,T
metacritic_19737,Tetris Worlds,2002-01-01,Blue Planet Software,PS2,44.0,6.1,E
metacritic_19738,Q*bert: Rebooted,2015-01-01,LOOT Entertainment,PS4,44.0,4.8,E
metacritic_19739,Army Men: Sarge's War,2004-01-01,Tactical Development,Xbox,44.0,,T
metacritic_19740,The Uncertain: Light at the End,2020-01-01,ComonGames,PC,44.0,5.8,
metacritic_19741,Pac-Man World 3,2005-01-01,"Blitz Games,Human Soft",DS,44.0,6.7,E
metacritic_19742,Risen 3: Titan Lords,2014-01-01,Piranha Bytes,Xbox 360,44.0,4.9,M
metacritic_19743,Johnny Kung Fu,2012-01-01,UFO Interactive,3DS,44.0,4.9,E10+
metacritic_19744,Combat of Giants: Dinosaurs 3D,2011-01-01,Ubisoft,3DS,44.0,5.3,E10+
metacritic_19745,Husk,2017-01-01,UndeadScout,PC,44.0,4.2,
metacritic_19746,Street Trace: NYC,2007-01-01,Gaia Industries,Xbox 360,44.0,6.6,E10+
metacritic_19747,C.O.R.E.,2009-01-01,NoWay Studio,DS,44.0,6.8,M
metacritic_19748,FunTown Mahjong,2009-01-01,FunTown World Limited,Xbox 360,44.0,,E
metacritic_19749,Beowulf: The Game,2007-01-01,Ubisoft,PC,44.0,5.0,M
metacritic_19750,COPS 2170 The Power of Law,2022-01-01,GFI,PC,,,
metacritic_19751,Godzilla: Unleashed,2007-01-01,"Pipeworks Software, Inc.",Wii,44.0,7.3,E10+
metacritic_19752,Jonny Moseley Mad Trix,2001-01-01,3DO,PS2,44.0,5.7,T
metacritic_19753,Crash Time: Autobahn Pursuit,2008-01-01,Synetic,Xbox 360,44.0,7.5,T
metacritic_19754,Iron Man,2008-01-01,Artificial Mind and Movement,Playstation Portable,44.0,6.3,T
metacritic_19755,NeverEnd (2006),2006-01-01,Mayhem Studios,PC,44.0,4.7,T
metacritic_19756,Harmonix Music VR,2016-01-01,Harmonix Music Systems,PS4,44.0,6.4,E
metacritic_19757,Tom Clancy's Ghost Recon Advanced Warfighter,2006-01-01,Ubisoft Shanghai,PS2,44.0,4.4,T
metacritic_19758,Dragonriders: Chronicles of Pern,2001-01-01,Ubisoft,PC,44.0,5.6,T
metacritic_19759,Vaccine,2017-01-01,Rainy Night Creations,Switch,44.0,4.2,M
metacritic_19760,Oddworld: Munch's Oddysee,2003-01-01,Art,Game Boy Advance,44.0,3.0,E
metacritic_19761,Cortex Command,2012-01-01,Data Realms,PC,44.0,7.3,
metacritic_19762,TotemBall,2006-01-01,Strange Flavour,Xbox 360,44.0,3.0,E
metacritic_19763,Iron Man,2008-01-01,Artificial Mind and Movement,Wii,44.0,6.1,T
metacritic_19764,Yu-Gi-Oh! The Falsebound Kingdom,2003-01-01,Konami,GameCube,44.0,7.3,E
metacritic_19765,Hellboy: The Science of Evil,2008-01-01,Krome Studios,Xbox 360,44.0,5.1,T
metacritic_19766,Mike Tyson Boxing,2002-01-01,Virtucraft,Game Boy Advance,44.0,,E
metacritic_19767,Black Stone: Magic & Steel,2003-01-01,Xpec,Xbox,44.0,7.1,T
metacritic_19768,NPPL Championship Paintball 2009,2008-01-01,FUN Labs,Xbox 360,44.0,6.0,E10+
metacritic_19769,Infinity Runner,2015-01-01,Wales Interactive,Xbox One,44.0,6.3,T
metacritic_19770,Submersed,2019-01-01,Main Loop,PS4,44.0,4.7,M
metacritic_19771,Mindjack,2011-01-01,FeelPlus,PS3,44.0,1.9,M
metacritic_19772,Mike Tyson Boxing,2000-01-01,Codemasters,PlayStation,44.0,,T
metacritic_19773,Ridge Racer,2012-01-01,"Namco Bandai Games,Cellius",PlayStation Vita,44.0,3.9,E10+
metacritic_19774,Empire of Magic,2003-01-01,Mayhem Studios,PC,44.0,,T
metacritic_19775,Evolution Skateboarding,2002-01-01,Konami,PS2,44.0,7.4,T
metacritic_19776,Tornado,2008-01-01,Skonec,DS,44.0,,E
metacritic_19777,Battleship,2012-01-01,Double Helix Games,PS3,44.0,2.8,T
metacritic_19778,SunAge,2007-01-01,Vertex4,PC,44.0,7.4,T
metacritic_19779,Buffy the Vampire Slayer: Wrath of the Darkhul King,2003-01-01,Natsume,Game Boy Advance,44.0,7.3,T
metacritic_19780,Waking,2020-01-01,Jason Oda,PC,44.0,2.8,
metacritic_19781,Combat: Task Force 121,2005-01-01,Direct Action Games,Xbox,44.0,7.3,M
metacritic_19782,Salt Lake 2002,2002-01-01,Attention To Detail,PC,44.0,,E
metacritic_19783,Gothic 3: Forsaken Gods,2008-01-01,Trine Games,PC,44.0,3.3,T
metacritic_19784,Pirates vs Ninjas Dodgeball,2008-01-01,Blazing Lizard,Xbox 360,44.0,6.6,E10+
metacritic_19785,Tony Hawk Ride,2009-01-01,Robomodo,PS3,44.0,2.0,E10+
metacritic_19786,MilitAnt,2016-01-01,Xibalba Studios,PS4,44.0,5.4,E10+
metacritic_19787,Metal Dungeon,2002-01-01,Panther Software,Xbox,44.0,6.0,T
metacritic_19788,Turning Point: Fall of Liberty,2008-01-01,Spark Unlimited,Xbox 360,43.0,6.6,T
metacritic_19789,Terminator Salvation,2009-01-01,GRIN,PS3,43.0,4.1,T
metacritic_19790,Calvino Noir,2015-01-01,Calvino Noir Ltd.,PS4,44.0,7.1,T
metacritic_19791,Danger Girl,2000-01-01,n-Space,PlayStation,43.0,5.7,T
metacritic_19792,Enemy Front,2014-01-01,CI Games,PS3,43.0,5.8,M
metacritic_19793,Word Puzzle,2007-01-01,InterServ International,Xbox 360,43.0,,E
metacritic_19794,Devil's Third,2015-01-01,Valhalla Game Studios,Wii U,43.0,6.6,M
metacritic_19795,Jurassic Park III: The DNA Factor,2001-01-01,Konami Computer Entertainment Hawaii,Game Boy Advance,44.0,5.4,E
metacritic_19796,Blood Knights,2013-01-01,Deck 13,Xbox 360,43.0,4.8,M
metacritic_19797,Bombshell (2016),2016-01-01,Interceptor Entertainment,PC,43.0,3.8,M
metacritic_19798,Star Trek The Video Game,2013-01-01,Digital Extremes,PC,43.0,2.3,T
metacritic_19799,"Harry Potter and the Deathly Hallows, Part 2",2011-01-01,,PC,43.0,4.5,T
metacritic_19800,Digimon World Data Squad,2007-01-01,Bec,PS2,43.0,7.6,E10+
metacritic_19801,John Deere: Harvest in the Heartland,2007-01-01,Black Lantern Studios,DS,43.0,,E
metacritic_19802,Six Flags Fun Park,2009-01-01,7 Studios,Wii,43.0,7.1,E10+
metacritic_19803,Everreach: Project Eden,2019-01-01,Elder Games,PC,43.0,4.9,
metacritic_19804,New Rally-X,2006-01-01,Bandai Namco Games,Xbox 360,43.0,4.4,E
metacritic_19805,FIFA 20: Legacy Edition,2019-01-01,Electronic Arts,Switch,43.0,0.9,E
metacritic_19806,Power Rangers Super Megaforce,2014-01-01,"Bandai Namco Games,7thChord",3DS,43.0,5.6,E10+
metacritic_19807,Monster Jam,2007-01-01,Torus Games,Xbox 360,43.0,6.6,E
metacritic_19808,XEL,2022-01-01,Tiny Roar,Switch,43.0,5.0,T
metacritic_19809,Empire of Sin,2020-01-01,Romero Games Ltd.,PS4,43.0,4.8,M
metacritic_19810,Ghostbusters: Sanctum of Slime,2011-01-01,Behavior Studios,PC,43.0,4.7,E10+
metacritic_19811,Quantum Theory,2010-01-01,Tecmo,PS3,43.0,5.0,M
metacritic_19812,Flushed Away,2006-01-01,Monkey Bar Games,PS2,43.0,6.3,E
metacritic_19813,Hatred,2015-01-01,Destructive Creations,PC,43.0,4.8,AO
metacritic_19814,Soldner: Secret Wars,2004-01-01,Wings Simulations,PC,43.0,4.2,T
metacritic_19815,1950s Lawn Mower Kids,2011-01-01,Zordix,DS,43.0,,E
metacritic_19816,Spuds Unearthed,2020-01-01,Gamedust,PS4,43.0,7.0,E10+
metacritic_19817,Final Fight: Streetwise,2006-01-01,Capcom,PS2,43.0,8.0,M
metacritic_19818,PDC World Championship Darts 2008,2009-01-01,Oxygen Interactive,Playstation Portable,43.0,,E10+
metacritic_19819,PlayStation Move Ape Escape,2011-01-01,SCE Japan Studio,PS3,43.0,4.2,E10+
metacritic_19820,Super Dungeon Bros,2016-01-01,React Games,PS4,43.0,2.0,E10+
metacritic_19821,New Gundam Breaker,2018-01-01,Bandai Namco Games,PS4,43.0,3.3,T
