id,name,artist,tracks_track-name
lastfm-9231,Those Days  Gone,D. Dobson,"['Fire Storm (9-11)', 'Those Days Are Gone (Dub)']"
lastfm-9232,Album: Pulp Fiction / Chill Pill (2015 Remasters),A. Reece,
lastfm-9233,Original Album Classics,Gotthard,
lastfm-9234,- new - Everybody Plays the Fool,A. Neville,
lastfm-9235,Enchantment,Chris Spheeris Ã¢â‚¬Â¢ P. Voudouris,
lastfm-9236,Outside Reality,Ovaciir,"['Outside Reality', 'Riight Noww', 'Skippin 2 Tha Futcha', 'Them N They', 'Like Father Like Son', 'Tha Prowl', 'Happy Friday', 'Mandy', 'Ovaciir Bluez', 'Te Quiero', 'Wooomba Mix']"
lastfm-9237,[explicit] Colors,Laleh,Colors
lastfm-9238,Sounds  Nowhere,Hypophrenia,
lastfm-9239,Underlying,Eldritch,
lastfm-9240,Use Your Illusion,Guns N. Roses,
lastfm-9241,Empire State of Mind (Part II) Broken Down,Alicia Keys,"['Empire State of Mind (Part II) Broken Down', 'Empire State of Mind (Pt. II) Broken Down']"
lastfm-9242,The Purple Album,Whitesnake,"['Burn', 'You Fool No One (Interpolating Itchy Fingers)', 'Love Child', 'sail away', 'The Gypsy', 'Lady Double Dealer', 'Mistreated', 'Holy Man', 'Might Just Take Your Life', 'You Keep On Moving', 'Soldier of Fortune', 'Lay Down Stay Down', 'Stormbringer']"
lastfm-9243,The Consideration Of Amateur Jockeys,C. Elegies,
lastfm-9244,The Far Out  Disco Orchestra,Far Out Monster Disco Orchestra,
lastfm-9245,Beyond  Double Bass,R. Garcia-Fons,"['En Mi Barrio', 'Aljamiado', 'Berimbass', 'La LÃƒÂ\xadnea del Sur', 'Wadi Rum', 'Hommage ÃƒÂ\xa0 Ostad', 'Palermo Notturno', 'Funambule', 'Voyage ÃƒÂ\xa0 Jeyhounabad']"
lastfm-9246,Clarice FalcÃƒÂ£o -  Monomania,Clarice FalcÃƒÂ£o,"['Eu Esqueci VocÃƒÂª', 'Um SÃƒÂ³', 'Fred Astaire', 'Talvez', 'De Todos Os Loucos do Mundo', 'O Que Eu Bebi', 'A Gente Voltou', 'Oitavo Andar', 'CapitÃƒÂ£o Gancho', 'Fred Astaire (VersÃƒÂ£o InglÃƒÂªs)']"
lastfm-9247,Spirit  Gontiti,GONTITI,"['Bandit in the midnight', 'General Trend', 'U.T.-Greenwich Time', 'Clockwork Waltz']"
lastfm-9248,Everytime I Feel the Spirit,M. Jackson,
lastfm-9249,Psychic,T. Slasher Film Festival Strategy,
lastfm-9250,Spirit of Christmas,TaRanda Greene,
lastfm-9251,Singles,Equinoxious,
lastfm-9252,You Are The Music ...We're Just The,Trapeze,
lastfm-9253,The Music Behind The Magic,Alan Menken,"['Fathoms Below, Main Titles (Demo)', 'Fathoms Below (Final)', 'Main Titles (Final)', 'Fanfare (Final)', 'Daughters of Triton (Final)', 'Part Of Your World (Demo)', 'Part Of Your World (Final)', 'Jig (Final)', 'Sebastian And Triton (Final)', 'The Storm (Final)', 'Part of Your World, Reprise (Final)', 'Silence is Golden (Demo)', 'Poor Unfortunate Souls (Final)', 'Les Poissons (Demo)', 'Les Poissons (Final)', 'Tour of the Kingdom (Final)', 'Kiss The Girl (Final)', 'Wedding Announcement (Final)', 'Eric To The Rescue (Final)', 'Part of Your World / Happy Ending (work tape/final)', 'Prologue (final)', 'Belle (reprise) (demo)', 'Belle (reprise) (final)', 'Wolf Attack (unreleased master)', 'Gaston (demo)', 'Be Our Guest (demo)', 'West Wing (final)', 'The Mob Song (final)', 'Beauty and the Beast (work tape)', 'Beauty And The Beast (Demo)', 'The Beast Lets Belle Go (final)', 'Transformation #1 (final)', 'Transformation #2 (final)', 'Arabian Nights (Final)', 'Legend of the Lamp (Final)', 'On a Dark Night (Final)', 'One Jump Ahead (Final)', 'Street Urchins (Final)', 'One Jump Ahead (reprise) (final)', 'Count on Me (Demo)', 'Jasmine Runs Away (Final)', 'Marketplace (final)', 'Why Me (Unreleased Master)', 'Friend Like Me (Work Tape)', 'Friend Like Me (Final)', 'The Cave Of Wonders (Final)', 'Prince Ali (Demo)', 'Prince Ali (Final)', 'A Whole New World (Final)', 'The Kiss (Final)', ""Aladdin's Word (final)"", ""Jafar's Hour (Final)"", 'Prince Ali (reprise) (final)', 'The Ends of the Earth (final)', 'The Battle (Final)', 'Happy End In Agrabah (Final)', 'Arabian Nights (reprise) (unreleased master)', ""A Whole New World (Aladdin's Theme) (Single)"", 'Arabian Nights, Reprise #1', 'Babkak, Omar, Alladin, Kassim', 'Arabian Nights, Reprise #2', 'Friend Like Me', 'How Quick They Forget', 'Arabian Nights, Reprise #3', 'High Adventure', 'Arabian Nights, Reprise #4']"
lastfm-9254,Born  a Nightmare,Sic(k)reation,"['Traitor', 'Sick`n`loose', 'Apocalypse']"
lastfm-9255,Mel Tillis -  Beyond the Sunset,Mel Tillis,"['Beyond the Sunset', 'On the Wings of a Dove', 'He', 'Mansion Over the Hill Top', 'An Evening Prayer', 'Peace in the Valley', ""The Father's Son"", 'Bay the Good Lord Bless and Keep You', 'Were You There', 'Just a Closer Walk With Thee', 'I Believe', 'Passing By', 'Church in the Wildwood', ""He'll Understand and Say Will Done"", 'Night Watch', 'The Old House', 'God Walks These Hills With Me', 'Take My Hand Precious Lord', 'How Great Thou Are']"
lastfm-9256,Body Talk Pt. 1,Robyn,"['Cry When You Get Older', 'Dancehall Queen', 'None of Dem', 'Hang With Me (Acoustic)', 'Jag vet en dejlig rosa']"
lastfm-9257,Blackout,Deapmash,
lastfm-9258,Grand Funk Railroad -  Gimme Shelter,Grand Funk Railroad,
lastfm-9259,Karunesh -  Sky's Beyond,Karunesh,"[""Sky's Beyond"", 'Moon in the Water', 'Atlantis', 'Into the Light', 'Over the Light', 'New Morning', 'Indian Summer']"
lastfm-9260,Play the Music Louder,Curtis Gordon,"[""Rompin' & Stompin"", 'Play the Music Louder', 'Caffeine and Nicotine', ""Draggin'"", 'Baby, Please Come Home', 'You Aint Seen Nothin Yet', 'Mobile, Alabama', 'So Tired of Crying', 'Too Young to Know', ""I'm Sittin on Top of the World"", ""I'd Do It for You"", 'One Blue Moon, One Broken Heart', 'Rock, Roll, Jump & Jive', 'Out to Win Your Heart', ""Don'y Trade"", 'From Memphis to New Orleans', ""Tel 'em No"", 'Hey Mister Sorrow', 'Cry, Cry', 'Little Bo Peep', ""I'd Like to Tell You"", 'Sicteen', 'If You Tell Me One More Lie', 'Divided Heart', 'Baby Me', 'Please Baby Please', 'Rocky Road of Love', ""I Just Don't Love You Any More"", ""I Wouldn't"", 'Oh Lonely Heart', 'The Greatest Sin', ""What's a Little Pride"", 'You Crazy, Crazy Moon', ""Where'd Ja Get So Much Of""]"
lastfm-9261,Dreams,Joseph McManners,"['Bright Eyes', 'Pie Jesu', 'In Dreams', 'Psalm 23', 'Walking in the Air', 'Panis Angelicus', 'Circle Of Life', 'Lullaby', 'Music Of The Angels', 'Candelight Carol', 'Morning Has Broken', 'Where Is Love', 'The Little Prince Song']"
lastfm-9262,Album: Celebrity Skin,Hole (2),
lastfm-9263,Ancient,Ah Nee Mah,
lastfm-9264,Celebrity Skin,Hole (.,
lastfm-9265,Back To The Future III - Original Motion  Soundtrack,A. Silvestri,
lastfm-9266,World  Marbles,Under T. Counter,"['Sohappy, Unhappy', 'Ã£Æ’Â¢Ã£Æ’â‚¬Ã£Æ’Â³Ã£Æ’Â©Ã£â€šÂ¤Ã£Æ’â€¢', 'Rat', 'E', 'Ã£â€šÂ¹Ã£Æ’â€”Ã£Æ’ÂªÃ£Æ’Â³Ã£â€šÂ¯Ã£Æ’Â©Ã£Æ’Â¼', 'Stereo Homesick', 'Ã¨Â³â€ºÃ§Â¾Å½Ã¦Â\xadÅ’', 'tricolor', 'Ã£Æ’Å\xa0Ã£â€šÂ¤Ã£Æ’Ë†Ã£Æ’Â»Ã£â€šÂªÃ£Æ’Â³Ã£Æ’Â»Ã£â€šÂ¶Ã£Æ’Â»Ã£Æ’â€”Ã£Æ’Â©Ã£Æ’?Ã£Æ’Æ’Ã£Æ’Ë†', 'Gone', 'Ã£â€šÂµÃ£Æ’â€¹Ã£Æ’Â¼ Ã£â€šÂµÃ£Æ’â€¹Ã£Æ’Â¼']"
lastfm-9267,Songs  Tragedy,H. Snow,
lastfm-9268,PiÃƒÂ±ata,Freddie Gibbs,
lastfm-9269,Keep On Smiling / If You Belong To Me,J. Lloyd,
lastfm-9270,G. Force -  Electronics (CP-25),G. Force,
lastfm-9271,Lana Del Rey -  Honeymoon,Lana Del Rey,
lastfm-9272,Resurrection Road,K. Edwards,
lastfm-9273,Freddie Mercury Tribute Concert,Queen,
lastfm-9274,Celebrity Skin,Hole (.,
lastfm-9275,Bubblegum,Perfect Daze,
lastfm-9276,T. Winners -  Get Ready For The Future,T. Winners,
lastfm-9277,K. L.M.N.O.P. -  Ta yeul encore,K. L.M.N.O.P.,"['Ta yeul vie ta vie et reste en vie', 'Le stress me mange comme une biuatch', 'Sois cool avec moi', 'Chrystianne B. (feat. Karine)', 'CrÃƒÂ©ez votre indÃƒÂ©pendance', 'Marche funÃƒÂ¨bre', ""J'veux pas m'rÃƒÂ©veiller j'veux dormir"", 'Comme ÃƒÂ§a tu veux un gun ?', ""Ski mÃƒÂ©rite d'ÃƒÂªtre fait"", 'Chasse ÃƒÂ´ trÃƒÂ©sor', 'Maximum bad boy', ""Le click click de l'arme""]"
lastfm-9278,B-sides It's Dark Outside,Joshua James,"['Cowboys and Indians', 'Lovers without Love like Me', 'Dear Darcy', 'Amazing Grace', 'Tell My Pa (Version 1)', ""Colby's Song"", 'My Confessionary Hymn', 'Dangerous (Version 1)', '[untitled]']"
lastfm-9279,Church f. Sinners -  Making Monsters,Church f. Sinners,"['Home Sweet Hell', 'Making Monsters', 'Autopsy Turvy', 'Hitchhiker', 'Dead to Rites', 'Ghosts of Autumn', 'The Bleeding']"
lastfm-9280,to Classics,Eubie Blake,
lastfm-9281,Album: The Opposites Of Light,Die S. Fluid,"['Nightmares', 'Black Blizzard', 'Anubis', 'Carnival', 'You Suffocate We All Suffer', 'Crime Scene', 'Transition', 'The World Opposite', 'Echo Of A Lie', 'Violent Delights', 'Dream Sequence', 'Landslides', 'The Road To San Sebastian', 'Spark']"
lastfm-9282,Melophobia,Dan Ake,"['Wyoming 79Ã¢â‚¬â„¢', 'Moose Sighs', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Sojurn in the Cirque', 'Studio SF', 'Studio SF', 'Studio SF', 'Studio SF', 'Studio SF', 'Studio SF', 'Studio SF']"
lastfm-9283,California (There is no  to Love),U2,
lastfm-9284,"Empire: music From ""True Love",Empire C.,
lastfm-9285,- new - Jagged Little Pill - Collector's Edition,A. Morissette,
lastfm-9286,A Tennessee Ernie Ford Christmas Special,Tennessee Ernie F.,
lastfm-9287,Behaviour Cycles,Manni D.,
lastfm-9288,Modified Dronescapes And Other Assorted Misdemeanours,Cousin Silas,
lastfm-9289,Nobody / Nowhere,City O. Dawn,
lastfm-9290,Beyond,Myk Bee,
lastfm-9291,The League of Gentlemen,Robert Fripp,"['Indiscreet I', 'Inductive Resonance', 'Minor Man', 'Heptaparaparshinokh', 'Dislocated', 'Pareto Optimum I', 'Eye Needles', 'Indiscreet II', 'Pareto Optimum II', 'Cognitive Dissonance', 'H. G. Wells', 'Trap', 'Ochre', 'Indiscreet III']"
lastfm-9292,The spirit of the mountains,Grizzly F.,
lastfm-9293,The Allman Brothers Band At Fillmore East,The Allman Brothers Band,"['Statesboro Blues', 'Done Somebody Wrong', 'Stormy Monday', ""You Don't Love Me / Soul Serenade"", ""Hot 'Lanta"", 'In Memory Of Elizabeth Reed (1971/Live At The Fillmore East)', 'Whipping Post', ""Hot 'Lanta"", 'In Memory Of Elizabeth Reed', 'Whipping Post']"
lastfm-9294,- new - Deep Colors,Mad of Jazz,"['Africa ciel', 'Deep Colors', 'Eliane', 'Forty 3', 'Giada', 'Nothing to Lose', 'Walking Together', 'Easy Going', 'AprÃƒÂ¨s la vie', 'In the Rain', 'Invisible Light', 'Days of Freedom', 'Descanto']"
lastfm-9295,*popular* Nomad Spirit,Abaji,"['Al Kafila Al Akhira', 'Iskandar El Kabir', 'Trance Eastern Blues', 'Khosrow', ""Al 'Assifa"", 'Mitilini', 'Al Awlad', 'Nomad Spirit', 'Nida', 'TshinganÃƒÂ©', 'Waiting For DJivan', 'Min Al Jabal', 'Bi Albi', 'Badawi', 'Kamar Wa Assal']"
lastfm-9296,Dark Night of the Soul,T. Whip Angels,
lastfm-9297,Gene Autry's Christmas Classics,Gene Autry,
lastfm-9298,Singles,We All Together,"['Soy tÃƒÂ\xadmido', 'Symbol Queen', 'We Live Too Fast', 'Dear Sally', 'Nadie Me Ama Como TÃƒÂº', 'Rock of All Ages', ""she's so sweet"", 'Everyday', 'She Knows', 'Band on the Run', 'Bluebird', 'Together Forever']"
lastfm-9299,Encore  Whole Story),Scooter,
lastfm-9300,You're Singing Our Love Song to Somebody Else,Jerry Wallace,"[""You're Singing Our Love Song to Somebody else"", 'King of the Mountain']"
lastfm-9301,O.P.P. / Wickedest Man Alive,Naughty By Nature,
lastfm-9302,"My Spirit, Bust My Gleam",Saleeha,
lastfm-9303,The Console Wars,Z3r0c00l,"['A Dawn of Red', 'Console Wars', 'Peace Through Superior Framerates', 'Connect', 'Occupied', 'The Statement', 'Finally', 'I Am the Computer Underground', 'Why?']"
lastfm-9304,Spirit,Reckless L.,"['Night On Fire', 'Favorite Flavor', 'Edge Of Our Dreams', 'Sex, Drugs & Reckless Love', 'Dying To Live', 'Runaway Love', 'So Happy I Could Die', 'Hot Rain']"
lastfm-9305,Hidden Seam,Lisa Knapp,"['Shipping Song', 'Hidden Seam', 'Ruler Of The Rest', 'Black Horse', 'Seagiver', 'Two Ravens', 'Hunt the Hare (Pt I)', 'Hunt The Hare (Pt II)', 'Hushabye']"
lastfm-9306,The Gemini Project,Musumeci,
lastfm-9307,Sainte Folie - Erige Un Empire,Daedalion,
lastfm-9308,T. Powder -  Dangerous Curves,T. Powder,
lastfm-9309,Mercury in my Blood,Zeffon,
lastfm-9310,Balancing A. -  Curtains,Balancing A.,
lastfm-9311,Spirits: A Musical Portrait Of Scotland's Women,B. Rideout,
lastfm-9312,Coldplay -  Ghost Stories Ã‚Â· Live 2014,Coldplay,
lastfm-9313,Persiana Americana,Soda Stereo,
lastfm-9314,Climbing Trouble Mountain,Sisyphean T.,
lastfm-9315,Broken,Goldie,
lastfm-9316,Classics in Jazz  1,T. Walker,
lastfm-9317,Sound Puzzle,40winks,
lastfm-9318,Sundials And Weathervanes,Pog,"['Ballad of a Blank Page', 'The Bottle Collector', 'Shooting stars', 'Sundials and weathervanes', ""The Pensioners' Pit"", 'Finding hope in unlikely places', 'The Childless Ones', 'Party Boy Got Old', 'Shackled to Suburbia', 'Cryptic cliffhangers', 'Yr Revolution', 'Rosetint', 'Waiting For Dandelion Clocks']"
lastfm-9319,N. Peeples -  Trouble,N. Peeples,
lastfm-9320,Out of Nowhere,Charlie P.,"['What Is This Thing Called Love (Remastered)', 'Back Home Blues (Remastered)', 'Everything Happens To Me (Remastered)', 'Autumn In New York (Remastered)', ""They Didn't Believe Me (Remastered)"", 'Out of Nowhere (Remastered)', ""Liza (All The Clouds'll Roll Away) (Remastered)"", 'Love For Sale (Remastered)', ""They Can't Take That Away from Me (Remastered)"", ""I've Got You Under My Skin (Remastered)"", 'Out Of Nowhere Alternate Take (Remastered)', ""Parker's Mood (Remastered)"", 'Swedish Schnapps (Remastered)', 'Tico Tico (Remastered)', ""I'm in the Mood for Love (Remastered)"", 'Begin the Beguine (Remastered)']"
lastfm-9321,Colors,Finley,
lastfm-9322,- new - Pygmalion,Jean-Philippe R.,
lastfm-9323,Nobody  Nowhere,City O. Dawn,
lastfm-9324,Gordon,Queen,"[""Flash's Theme"", 'In The Space Capsule (The Love Theme)', ""Ming's Theme (In The Court Of Ming The Merciless)"", 'The Ring (Hypnotic Seduction Of Dale)', 'Football Fight', 'In The Death Cell (Love Theme Reprise)', 'Execution Of Flash', 'The Kiss (Aura Resurrects Flash)', 'Arboria (Planet Of The Tree Men)', 'Escape From The Swamp', 'Flash To The Rescue', ""Vultan's Theme (Attack Of The Hawk Men)"", 'Battle Theme', 'The Wedding March', 'Marriage Of Dale And Ming (And Flash Approaching)', 'Crash Dive On Mingo City', ""Flash's Theme Reprise"", 'The Hero', 'Flash', 'The Hero (October 1980... Revisited)', 'The Kiss (Early Version / March 1980)', 'Football Fight (Early Version / No Synths! / February 1980)', 'Flash (Live In Montreal / November 1981)', 'The Hero (Live In Montreal / November 1981)']"
lastfm-9325,Hard Times - Troubled Man,O. Man's Will,
lastfm-9326,Broke 'n Brokenhearted,T. Reporters,
lastfm-9327,Album: The Trouble with Us,Marcus M.,
lastfm-9328,- new - Foiled Again,papada,
lastfm-9329,Cockroach -  Judgement Day,Cockroach,"['Return to Present Day', 'Manhunt', 'Cyborg', 'Watch Out for the Black Sky', 'Our Last Time', 'Forces of Evil', 'Judgement Day', 'The Guardian Angel', 'The World Is Lost', 'War of the Machines', 'Cyberdyne Dream']"
lastfm-9330,Bridge  Troubled Water,L. Clifford,
lastfm-9331,Chill,Gregorian,
lastfm-9332,Bridge Over Troubled Water,Simon .,
lastfm-9333,Contracorriente,Vainica Doble,"['un mal entendido amor (respeto y obediencia)', 'El oso poderoso', 'Que No', 'La rabieta', 'Todo desapareciÃƒÂ³', 'Eso no lo manda nadie', 'Alas', 'Dejame Vivir Con Alegria', 'Magnificat']"
lastfm-9334,Dangerous Control,M. PiÃƒÂ¹,
lastfm-9335,The Jeremiah Brothers,The Jeremiah Brothers,
lastfm-9336,Empires,Hillsong United,"['Here Now (Madness)', 'Say The Word', 'Heart Like Heaven', 'Touch the Sky', 'Street Called Mercy', 'When I Lost My Heart To You (Hallelujah)', 'Even When It Hurts (Praise Song)', 'Prince Of Peace', 'Empires', 'Rule', 'Captain', 'Closer Than You Know']"
lastfm-9337,Settlements and Burial Chambers,Greg(o)rian,
lastfm-9338,- new - Live Through This,Hole (2),
lastfm-9339,Bruce Springsteen -  THE PROMISE: THE DARKNESS ON THE EDGE OF TOWN STORY,Bruce Springsteen,"['Badlands', 'Adam Raised a Cain', 'Something in the Night', 'CandyÃ¢â‚¬â„¢s Room', 'Racing in the Street', 'The Promised Land', 'Factory', 'Streets of Fire', 'Prove It All Night', 'Darkness on the Edge of Town', 'Racing In The Street (Ã¢â‚¬â„¢78)', 'Gotta Get That Feeling', 'Outside Looking In', 'Someday (WeÃ¢â‚¬â„¢ll Be Together)', 'One Way Street', 'Because the Night', 'Wrong Side of the Street', 'The Brokenhearted', 'Rendezvous', 'CandyÃ¢â‚¬â„¢s Boy', 'Save My Love', 'AinÃ¢â‚¬â„¢t Good Enough For You', 'Fire', 'Spanish Eyes', 'ItÃ¢â‚¬â„¢s A Shame', 'Come On (LetÃ¢â‚¬â„¢s Go Tonight)', 'Talk to Me', 'The Little Things (My Baby Does)', 'Breakaway', 'The Promise', 'City of Night', 'The Making of Ã¢â‚¬â„¢Darkness on the Edge of TownÃ¢â‚¬â„¢', 'Badlands', 'Adam Raised a Cain', 'Something in the Night', 'CandyÃ¢â‚¬â„¢s Room', 'Racing in the Street', 'The Promised Land', 'Factory', 'Streets of Fire', 'Prove It All Night', 'Darkness on the Edge of Town', 'Save My Love (Holmdel, NJ Ã¢â‚¬â„¢76)', 'CandyÃ¢â‚¬â„¢s Boy (Holmdel, NJ Ã¢â‚¬â„¢76)', 'Something in the Night (Red Bank, NJ Ã¢â‚¬â„¢76)', 'DonÃ¢â‚¬â„¢t Look Back (NYC Ã¢â‚¬â„¢78)', 'AinÃ¢â‚¬â„¢t Good Enough for You (NYC Ã¢â‚¬â„¢78)', 'The Promise (NYC Ã¢â‚¬â„¢78)', 'CandyÃ¢â‚¬â„¢s Room Demo (NYC Ã¢â‚¬â„¢78)', 'Badlands (Phoenix Ã¢â‚¬â„¢78)', 'The Promised Land (Phoenix Ã¢â‚¬â„¢78)', 'Prove It All Night (Phoenix Ã¢â‚¬â„¢78)', 'Born to Run (Phoenix Ã¢â‚¬â„¢78)', 'Rosalita (Come Out Tonight) (Phoenix Ã¢â‚¬â„¢78)', 'Badlands', 'Streets of Fire', 'ItÃ¢â‚¬â„¢s hard to be a saint in the city', 'Darkness on the Edge of Town', 'Spirit in the Night', 'Independence Day', 'The Promised Land', 'Prove It All Night', 'Racing in the Street', 'Thunder Road', 'Jungleland', 'The Ties That Bind', 'Santa Claus Is Coming To Town', 'The Fever', 'Fire', 'CandyÃ¢â‚¬â„¢s Room', 'Because the Night', 'Point Blank', 'SheÃ¢â‚¬â„¢s the one', 'Backstreets', 'Rosalita (Come Out Tonight)', 'Born to Run', 'Detroit Medley', 'Tenth Avenue Freeze-Out', 'You CanÃ¢â‚¬â„¢t Sit Down', 'Quarter to Three']"
lastfm-9340,Nightmare,The Crazy World Of Arthur Brown,
lastfm-9341,*popular* Beach Boys' Party! Uncovered And Unplugged,T. Beach Boys,
lastfm-9342,Diversiti -  Diversiti,Diversiti,
lastfm-9343,White Light From The Mouth Of Infinity/Love of Life,Swans,
lastfm-9344,Recollected Ambient WorksVol.2: Escape To Los Angeles,Kid606,
lastfm-9345,The Resistance: Deluxe Edition,Crown t. Empire,
lastfm-9346,Emmaly Brown -  Double Trouble,Emmaly Brown,
lastfm-9347,Album: Empire: Music From 'A Man Sinned Against',Empire Cast,
lastfm-9348,Blue Sunrise,Esmae,
lastfm-9349,Americana,Manny Charlton,"[""Freedom's Child"", 'Sea of Love', 'Tusk', 'Salty Salty', ""I Don't Have to Crawl"", ""It's Been Emotional"", 'Some Love Somebody', 'Desolation Road', 'Danko/Manuel', 'Crutch']"
lastfm-9350,Don't  Away The Music,Tavares,
lastfm-9351,Trouble,Gaga,
lastfm-9352,Singles Collection,Vengaboys,"['Shalala Lala', ""Kiss (When The Sun Don't Shine)"", 'We Like To Party (2000 Mix)', 'Boom Boom Boom', 'Ho Ho Vengaboys!', 'Up & Down', ""We're Going to Ibiza"", '48 hours', 'Parada de Tettas', 'To Brazil', ""Movin' Around"", 'Overwhlem yourself', 'You and Me', 'The Vengabeat', 'Paradise...', 'Superfly Slick Dick', 'All Night Passion', 'Shalala lala (Karaoke Version)']"
lastfm-9353,Don't Let Go,Regina Belle,
lastfm-9354,Dangerous Road,Maurice J. Vaughn,"['Talking To Each Other With Music', 'Dangerous Road', 'Two Can Play That Game', 'Love Abuse', 'Mama: She Believed In Me', 'In The Midnight Hour', 'Stop And Take A Drink', ""I Don't Care"", 'Lady In The Box', 'The Pigeon', 'Shoo Fly Shoo', ""The Telephones's Ruining My Life"", ""I Can't Stand Being Alone""]"
lastfm-9355,Some Enchanted,Perry C.,"['No Other Love', 'Over the Rainbow', 'The Song Of Songs', 'Some Enchanted Evening', 'We Kiss in a Shadow']"
lastfm-9356,Love Devotion Surrender,Carlos Santana,"['A Love Supreme', 'Naima', 'The Life Divine', 'Meditation', 'A Love Supreme (alternate - take 2)', 'Naima (alternate - take 4)']"
lastfm-9357,Untrue,Nightspace,
lastfm-9358,Trilogy,"Emerson, Lake .",
lastfm-9359,The Eye of Discovery,Diggs Duke,
lastfm-9360,Christmas Classics,D. Gibson,"['Pizzicato', ""Skater's Waltz"", 'Dance of the Reed Flutes', 'Waltz in C# Minor', ""Tchaikovsky's Dance of the Sugar Plum Fairy"", 'Merry Gentlemen', ""Jesu, Joy of Man's Desiring"", 'Ave Maria']"
lastfm-9361,Submarines,The Lumineers,
lastfm-9362,ZIGGY'S RESURRECTION,David Bowie,
lastfm-9363,Unplugged,Kiss,
lastfm-9364,Skolopender / Love Deluxe,Cave,
lastfm-9365,Whirlpool,Buckethead,"['AA', 'CC', 'EE', 'GG', 'II', 'KK', 'oo', 'ss']"
lastfm-9366,Hidden Systems,Space D.,
lastfm-9367,STORM REAPER -  Into The Nightmare,STORM REAPER,
lastfm-9368,Congratulations,C. Richard,
lastfm-9369,New Moon,Uppermost,
lastfm-9370,Eyeblast -  Until My Spirit Goes,Eyeblast,
lastfm-9371,Psychic G Shit,Licking Mirrors,
lastfm-9372,Psychic G Shit,Licking Mirrors,
lastfm-9373,Love Beyond Reach (Bonus Tracks Version),Suicidal R.,
lastfm-9374,Houdini,Melvins,"['Hooch', 'Night Goat', 'Lizzy', 'Going Blind', 'Honey Bucket', 'Hag Me', 'Set Me Straight', 'Sky Pup', 'Joan of Arc', 'Teet', 'Copache', 'Pearl Bomb', 'Spread Eagle Beagle', 'Set Me Straight  (LP Version)', 'Spread Eagle Beagle', 'Night Goat (LP Version)', 'Hooch (LP Version)', 'Lizzy (LP Version)', 'Going Blind  (LP Version)', 'Honey Bucket  (LP Version)', 'Hag Me (LP Version)', 'Sky Pup (LP Version)', 'Joan Of Arc (LP Version)', 'Teet  (LP Version)', 'Copache (LP Version)', 'Pearl Bomb (LP Version)']"
lastfm-9375,King of  Dancehall,Beenie Man,"['King Of The Dancehall', 'Dude (Panjabi Hit Squad Mix) (feat. Ms. Thing)']"
lastfm-9376,The Promise,G. Aloud,The Promise
lastfm-9377,Feeling the Spirit of the Lord,Ruth Fazal,
lastfm-9378,The Absence Of Trains,Contrabox,
lastfm-9379,Harmony Encores,The Chordettes,
lastfm-9380,Contra,Anti-Corpos,
lastfm-9381,Californian,Sunday's Best,"['The Try (LP Version)', ""Don't Let It Fade (LP Version)"", 'The Salt Mines Of Santa Monica (LP Version)', 'Without Meaning (LP Version)', 'Beethoven St. (LP Version)', 'Brave, But Brittle... (LP Version)', 'Los Feliz Arms (LP Version)']"
lastfm-9382,"It's Not Me, It's You",L. Allen,"['The Fear', '22', 'Not Fair', 'Him', ""He Wasn't There"", 'I Could Say', 'Back to the Start', 'Never Gonna Happen', 'F**k You', ""Who'd Have Known"", 'Chinese', 'Him']"
lastfm-9383,Spirit Remains,Moon Curse,
lastfm-9384,[explicit] Singles And Stuff 94-99,Bodyjar,
lastfm-9385,Hidden Voices,Slow Order,"[""Bokor's Call"", 'Crusuade Of Visigoth', 'Drunk', 'Garage Anthem', 'In The Centre Of The Sun', 'Pazuzu', 'Sabbatai Zevi']"
lastfm-9386,In the Shade of the Purple,T. Karovas Milkshake,"['Easy for you', 'Howl', 'Sugary Life', 'Purple sun of Glastonbury', 'When The Night Falls', 'Night Carnival', 'Shame', 'Apple Pie', 'Do you wanna eat me? / Godiva', 'Hangman']"
lastfm-9387,Hours...,David Bowie,"[""Thursday's Child"", 'Something In The Air', 'Survive', ""If I'm Dreaming My Life"", 'Seven', ""What's Really Happening?"", 'The Pretty Things Are Going To Hell', 'New Angels Of Promise', 'Brilliant Adventure', 'The Dreamers', 'Something In The Air (American Psycho Remix)', 'Survive (Marius Devries mix)', 'Seven (Demo)', 'The Pretty Things Are Going To Hell (Stigmata Film Version)', 'We All Go Through']"
lastfm-9388,Butterfly,Chlorine G.,
lastfm-9389,At Least Until We've Settled In,T. Maple State,"[""You Can't Put Two Hotels on Mayfair"", 'The City Is Under Martial Law Until We Have Annihilated Them', 'Mightiest Monster Mightiest Melodrama Of Them All', 'The Fall Of Shi Gau Rui', 'The First Law Of Thermodynamics', 'Oh No, Figaro']"
lastfm-9390,Beyond the Wall of Time,Glowsun,
lastfm-9391,Diamonds And Pearls,Prince,"['Diamonds and Pearls', 'Cream ( Housebangers )', 'Cream (N.P.G. mix)', 'Cream (Things Have Gotta Change)(Tony M. Rap)']"
lastfm-9392,The Enchanted,T. Enchanted Wood,
