Attribute_1,name,releaseYear,developer,publisher,platform,criticScore,userScore,ESRB,sales
sales_6661,Lord of Magna: Maiden Heaven,2014-01-01,Marvelous Inc.,Marvelous Entertainment,3DS,68,7.8,T,0
sales_6662,Worms 3D,2003-01-01,Team 17,Sega,Xbox,69,8.4,T,0
sales_6663,PoPoLoCrois,2005-01-01,G-Artists,Ignition Entertainment,Playstation Portable,66,7.4,E,0
sales_6664,Dragon Rage,2001-01-01,3DO,3DO,PS2,50,6.4,T,0
sales_6665,Theresia...,2008-01-01,WorkJam,Arc System Works,DS,61,8.0,M,0
sales_6666,Sacred 2: Fallen Angel,2008-01-01,"Ascaron Entertainment GmbH, Ascaron Entertainment",Ascaron Entertainment GmbH,PC,71,6.9,M,0
sales_6667,Adventure Time: The Secret of the Nameless Kingdom,2014-01-01,WayForward,Little Orbit,Xbox 360,58,7.5,E10+,0
sales_6668,Teenage Mutant Ninja Turtles 3: Mutant Nightmare,2005-01-01,Konami,Konami Digital Entertainment,DS,58,7.0,E,0
sales_6669,Jumper: Griffin's Story,2008-01-01,Red Tribe,Eidos Interactive,Xbox 360,29,3.3,T,0
sales_6670,Tron 2.0: Killer App,2004-01-01,Climax Group,Disney Interactive Studios,Xbox,69,4.3,T,0
sales_6671,Dig Dug: Digging Strike,2005-01-01,Bullets,Atari,DS,65,,E,0
sales_6672,The Fast and the Furious,2006-01-01,Eutechnyx,Namco Bandai Games,PS2,59,6.6,T,0
sales_6673,Vampire Rain: Altered Species,2008-01-01,Artoon,Ignition Entertainment,PS3,30,3.5,M,0
sales_6674,The History Channel: Battle for the Pacific,2007-01-01,Cauldron Ltd.,Activision,Xbox 360,35,6.1,T,0
sales_6675,Racing Gears Advance,2004-01-01,"Orbital Media, Inc.",Zoo Digital Publishing,Game Boy Advance,83,8.9,E,0
sales_6676,Mayhem 3D,2011-01-01,"Left Field Productions, Zoo Games",Evolved Games,PS3,53,,E10+,0
sales_6677,Inversion,2012-01-01,Saber Interactive,Namco Bandai Games,Xbox 360,53,6.5,M,0
sales_6678,Need for Speed: Shift,2009-01-01,Slightly Mad Studios,Electronic Arts,PC,83,5.8,E,0
sales_6679,Mercury Meltdown,2006-01-01,Ignition Entertainment,Atari,Playstation Portable,78,7.8,E,0
sales_6680,Exist Archive: The Other Side of the Sky,2015-01-01,Tri-Ace,Aksys Games,Playstation Vita,71,8.3,T,0
sales_6681,Zoo Tycoon 2,2004-01-01,Blue Fang Games,Microsoft Game Studios,PC,72,8.1,E,0
sales_6682,Brave: A Warrior's Tale,2009-01-01,Collision Studios,SouthPeak Games,Xbox 360,42,5.0,E10+,0
sales_6683,Myst III: Exile,2002-01-01,Presto Studios,Ubisoft,Xbox,55,,E,0
sales_6684,CMT Presents: Karaoke Revolution Country,2006-01-01,Harmonix Music Systems,Konami Digital Entertainment,PS2,71,,E10+,0
sales_6685,Rooms: The Main Building,2010-01-01,Hudson Entertainment,Hudson Soft,Wii,60,,E,0
sales_6686,Brave: A Warrior's Tale,2009-01-01,Collision Studios,SouthPeak Games,Wii,48,,E10+,0
sales_6687,Fatal Frame,2002-01-01,Tecmo,Tecmo Koei,Xbox,77,8.6,T,0
sales_6688,Urban Chaos: Riot Response,2006-01-01,Rocksteady Studios,Eidos Interactive,PS2,73,7.8,M,0
sales_6689,Tom Clancy's Ghost Recon: Advanced Warfighter,2006-01-01,Ubisoft Shanghai,Ubisoft,PS2,44,4.6,T,0
sales_6690,Ivy the Kiwi?,2010-01-01,Prope,Rising Star Games,Wii,74,7.2,E,0
sales_6691,Resident Evil 2,2003-01-01,Capcom,Capcom,GameCube,59,8.5,M,0
sales_6692,Honeycomb Beat,2006-01-01,Hudson,Konami Digital Entertainment,DS,61,,E,0
sales_6693,Catwoman,2004-01-01,EA Games,Electronic Arts,Xbox,45,4.6,T,0
sales_6694,Top Gun: Hard Lock,2012-01-01,505 Games,505 Games,Xbox 360,54,3.5,T,0
sales_6695,Warriors Orochi 2,2008-01-01,Omega Force,Tecmo Koei,Xbox 360,44,8.1,T,0
sales_6696,Mana Khemia: Alchemists of Al-Revis,2007-01-01,Gust,Nippon Ichi Software,PS2,69,7.5,E10+,0
sales_6697,Street Fighter V,2016-01-01,Capcom,Capcom,PC,74,2.9,T,0
sales_6698,Zone of the Enders: The Fist of Mars,2001-01-01,WinkySoft,Konami Digital Entertainment,Game Boy Advance,71,9.0,E,0
sales_6699,Animorphs: Shattered Reality,2000-01-01,SingleTrac,Infogrames,Playstation,27,,E,0
sales_6700,MX vs. ATV Supercross Encore,2015-01-01,Rainbow Studios,Nordic Games,PS4,42,4.1,E,0
sales_6701,Gun Showdown,2006-01-01,"Rebellion, Neversoft Entertainment",Activision,Playstation Portable,73,7.6,M,0
sales_6702,Terminator 3: Rise of the Machines,2003-01-01,Taniko,Atari,Game Boy Advance,50,,T,0
sales_6703,Tiger Woods PGA Tour 08,2007-01-01,Exient Entertainment,Electronic Arts,DS,81,7.6,E,0
sales_6704,Constantine,2005-01-01,Bits Studios,SCi,Xbox,60,7.1,M,0
sales_6705,Tom Clancy's Splinter Cell: Double Agent,2006-01-01,Ubisoft Montreal,Ubisoft,GameCube,64,7.1,M,0
sales_6706,Samurai Shodown Anthology,2008-01-01,SNK Playmore,Ignition Entertainment,Wii,74,8.2,T,0
sales_6707,S.T.A.L.K.E.R.: Shadow of Chernobyl,2007-01-01,GSC Game World,THQ,PC,82,8.4,M,0
sales_6708,Nanostray,2005-01-01,Shin'en,Majesco Entertainment,DS,71,7.7,E,0
sales_6709,Samurai Jack: The Shadow of Aku,2004-01-01,Adrenium,Sega,PS2,59,8.4,T,0
sales_6710,Tropico 5,2014-01-01,Haemimont,Kalypso Media,Xbox 360,71,7.2,T,0
sales_6711,Tsugunai: Atonement,2001-01-01,Cattle Call,Sony Computer Entertainment,PS2,67,,T,0
sales_6712,Rugby World Cup 2015,2015-01-01,HB Studios Multimedia,Ubisoft,PS4,25,1.9,E,0
sales_6713,Real Soccer 2009,2008-01-01,Ubisoft,Ubisoft,DS,70,,E,0
sales_6714,Lost Kingdoms II,2003-01-01,From Software,Activision,GameCube,68,9.1,T,0
sales_6715,Aggressive Inline,2002-01-01,"Z-Axis, Ltd.",Acclaim Entertainment,GameCube,88,7.8,T,0
sales_6716,Viewtiful Joe: Red Hot Rumble,2005-01-01,Clover Studio,Capcom,GameCube,62,6.9,T,0
sales_6717,Blade Dancer: Lineage of Light,2006-01-01,Hit Maker,Atari,Playstation Portable,60,6.9,E10+,0
sales_6718,X-Men: Destiny,2011-01-01,Silicon Knights,Activision,DS,33,5.6,E10+,0
sales_6719,The Sims 2: University,2005-01-01,Maxis,Electronic Arts,PC,81,7.8,T,0
sales_6720,Generation of Chaos,2005-01-01,Idea Factory,Midas Interactive Entertainment,Playstation Portable,60,7.7,T,0
sales_6721,Pump It Up: Exceed,2005-01-01,Andamiro U.S.A. Corp.,Mastiff,PS2,73,8.4,T,0
sales_6722,Tokyo Twilight Ghost Hunters,2014-01-01,TOYBOX,Aksys Games,PS3,64,6.4,T,0
sales_6723,Wreckless: ThE YaKuza MisSiOns,2002-01-01,Stealth Studios,Activision,GameCube,58,,T,0
sales_6724,MotorStorm RC,2012-01-01,Evolution Studios,Sony Computer Entertainment,Playstation Vita,78,6.8,E,0
sales_6725,Dr. Muto,2002-01-01,Midway,Midway Games,Xbox,70,,T,0
sales_6726,Harry Potter and the Sorcerer's Stone,2001-01-01,KnowWonder,Electronic Arts,PC,65,7.8,E,0
sales_6727,Scurge: Hive,2006-01-01,"Orbital Media, Inc.",SouthPeak Games,DS,70,8.6,E10+,0
sales_6728,Remember Me,2013-01-01,DONTNOD Entertainment,Capcom,PC,65,7.4,M,0
sales_6729,Zendoku,2007-01-01,Zoonami Ltd.,Eidos Interactive,DS,68,,E,0
sales_6730,MotoGP,2002-01-01,Visual Impact,THQ,Game Boy Advance,67,,E,0
sales_6731,ESPN International Winter Sports 2002,2002-01-01,Konami,Konami Digital Entertainment,PS2,62,,E,0
sales_6732,Gold and Glory: The Road to El Dorado,2000-01-01,Revolution Software,Ubisoft,Playstation,34,,E,0
sales_6733,NBA Live 07,2006-01-01,EA Sports,Electronic Arts,Xbox,69,6.8,E,0
sales_6734,BattleBots: Beyond the BattleBox,2002-01-01,Cave Barn,Vivendi Games,Game Boy Advance,53,,E,0
sales_6735,Mighty Beanz: Pocket Puzzles,2004-01-01,Radius9,Majesco Entertainment,Game Boy Advance,37,,E,0
sales_6736,Ride to Hell,2013-01-01,"Eutechnyx, Deep Silver",Deep Silver,Xbox 360,19,1.3,M,0
sales_6737,Friends: The One with All the Trivia,2005-01-01,Artech Studios,Warner Bros. Interactive Entertainment,PS2,50,,T,0
sales_6738,The Saboteur,2009-01-01,Pandemic Studios,Electronic Arts,PC,76,8.0,M,0
sales_6739,Hail to the Chimp,2008-01-01,Wideload Games Inc.,Gamecock,Xbox 360,52,6.1,T,0
sales_6740,Tom Clancy's Rainbow Six 3,2004-01-01,Ubisoft Shanghai,Ubisoft,GameCube,68,8.2,M,0
sales_6741,Elemental Gearbolt,1997-01-01,Alfa System,Sony Computer Entertainment,Playstation,76,,T,0
sales_6742,Rocket League,2016-01-01,Psyonix,505 Games,PC,86,8.2,E,0
sales_6743,Dungeon Explorer: Warriors of Ancient Arts,2007-01-01,Amble,Rising Star Games,DS,60,,E10+,0
sales_6744,Whiplash,2003-01-01,Crystal Dynamics,Eidos Interactive,Xbox,68,,T,0
sales_6745,V-Rally 3,2002-01-01,Eden Studios,Atari,PS2,82,7.4,E,0
sales_6746,Mirror's Edge,2009-01-01,EA DICE,Electronic Arts,PC,81,8.1,T,0
sales_6747,Titan Quest,2006-01-01,Iron Lore Entertainment,THQ,PC,77,8.1,T,0
sales_6748,Amazing Island,2004-01-01,Hitmaker,Sega,GameCube,59,6.6,E,0
sales_6749,Space Chimps,2008-01-01,"Red Tribe, Brash Entertainment",Brash Entertainment,DS,59,,E,0
sales_6750,SeaBlade,2002-01-01,Simon & Schuster,TDK Mediactive,Xbox,48,,T,0
sales_6751,Carmen Sandiego: The Secret of the Stolen Drums,2004-01-01,Artificial Mind and Movement,BAM! Entertainment,PS2,53,,E,0
sales_6752,Izuna 2: The Unemployed Ninja Returns,2007-01-01,Ninja Studio,Success,DS,65,7.9,T,0
sales_6753,Gothic 3,2006-01-01,Piranha Bytes,JoWood Productions,PC,63,7.3,T,0
sales_6754,History Great Empires: Rome,2009-01-01,Slitherine,Black Bean Games,DS,42,,E10+,0
sales_6755,7 Days to Die,2016-01-01,The Fun Pimps Entertainment LLC,Telltale Games,XOne,35,5.2,M,0
sales_6756,Worms World Party,2002-01-01,Fluid Studios,Ubisoft,Game Boy Advance,75,,E,0
sales_6757,Alvin and the Chipmunks,2007-01-01,Sensory Sweep,Eidos Interactive,Wii,30,3.6,E,0
sales_6758,Final Fight: Streetwise,2006-01-01,Capcom,Capcom,PS2,43,6.2,M,0
sales_6759,Speed Kings,2003-01-01,Climax Group,Acclaim Entertainment,Xbox,60,8.8,E,0
sales_6760,Rebelstar: Tactical Command,2005-01-01,Codo Games,Atari,Game Boy Advance,78,9.1,E10+,0
sales_6761,F1 2010,2010-01-01,Codemasters Birmingham,Codemasters,PC,84,6.6,E,0
sales_6762,Gladiator: Sword of Vengeance,2003-01-01,Acclaim Studios Manchester,Acclaim Entertainment,Xbox,65,7.1,M,0
sales_6763,Bombastic,2002-01-01,Shift,Capcom,PS2,72,7.2,E,0
sales_6764,Coraline,2009-01-01,Papaya Studios,D3Publisher,Wii,42,5.5,E10+,0
sales_6765,Dual Hearts,2002-01-01,Matrix Software,Sony Computer Entertainment,PS2,70,,E,0
sales_6766,NFL Quarterback Club 2002,2001-01-01,Acclaim,Acclaim Entertainment,GameCube,53,,E,0
sales_6767,Xiaolin Showdown,2006-01-01,Razorback Developments,Konami Digital Entertainment,DS,58,,E,0
sales_6768,Wing Commander: Prophecy,2003-01-01,Raylight Studios,"Destination Software, Inc",Game Boy Advance,70,8.3,T,0
sales_6769,Marc Ecko's Getting Up: Contents Under Pressure,2006-01-01,Double Helix Games,Atari,PS2,69,7.2,M,0
sales_6770,Sega Soccer Slam,2002-01-01,Black Box,Sega,Xbox,80,8.5,E,0
sales_6771,Enemy Front,2014-01-01,CI Games,City Interactive,PS3,43,6.0,M,0
sales_6772,Vertigo,2009-01-01,Icon Games,Playlogic Game Factory,Wii,66,,E,0
sales_6773,Blood Omen 2,2002-01-01,Crystal Dynamics,Eidos Interactive,GameCube,71,,M,0
sales_6774,Unsolved Crimes,2008-01-01,Now Production,Empire Interactive,DS,66,,T,0
sales_6775,Air Conflicts: Aces of World War II,2009-01-01,Cowboy Rodeo,Graffiti,Playstation Portable,36,,T,0
sales_6776,Carve,2004-01-01,Argonaut Games,Global Star,Xbox,64,,E,0
sales_6777,BlowOut,2003-01-01,Terminal Reality,Zoo Digital Publishing,Xbox,55,,T,0
sales_6778,GunPey,2006-01-01,Q Entertainment,Atari,Playstation Portable,62,,E10+,0
sales_6779,Front Mission Evolved,2010-01-01,Double Helix Games,Square Enix,PC,63,5.1,T,0
sales_6780,WTA Tour Tennis,2001-01-01,Konami,Konami Digital Entertainment,PS2,50,,E,0
sales_6781,Dynasty Warriors 5,2005-01-01,Omega Force,Tecmo Koei,Xbox,66,8.0,T,0
sales_6782,FIFA Soccer 2003,2002-01-01,Exient Entertainment,Electronic Arts,Game Boy Advance,76,,E,0
sales_6783,Naval Ops: Commander,2004-01-01,Micro Cabin,Tecmo Koei,PS2,65,,T,0
sales_6784,Murdered: Soul Suspect,2014-01-01,Airtight Games,Square Enix,PC,59,7.4,M,0
sales_6785,Activision Hits: Remixed,2006-01-01,Digital Eclipse,Activision,Playstation Portable,75,,E,0
sales_6786,Rez,2001-01-01,UGA,Sony Computer Entertainment,PS2,78,8.3,E,0
sales_6787,MLB SlugFest 2006,2006-01-01,Blue Shift,Midway Games,Xbox,59,,E10+,0
sales_6788,Neverland Card Battles,2008-01-01,Idea Factory,Idea Factory,Playstation Portable,57,7.8,T,0
sales_6789,Lufia: The Ruins of Lore,2002-01-01,Taito Corporation,Taito,Game Boy Advance,76,8.3,E,0
sales_6790,UEFA Euro 2004: Portugal,2004-01-01,EA Canada,Electronic Arts,Xbox,74,8.1,E,0
sales_6791,Airline Tycoon 2,2011-01-01,Kalypso,Kalypso Media,PC,57,5.5,E,0
sales_6792,Taito Legends Power Up,2007-01-01,Empire Oxford,Destineer,Playstation Portable,41,,E,0
sales_6793,Medabots: Infinity,2003-01-01,Imagineer,Ubisoft,GameCube,51,8.0,E,0
sales_6794,IL-2 Sturmovik: Cliffs of Dover,2011-01-01,1C: Maddox Games,Ubisoft,PC,60,7.1,T,0
sales_6795,NFL Blitz Pro,2003-01-01,Midway,Midway Games,Xbox,71,6.6,E,0
sales_6796,Black Sigil: Blade of the Exiled,2009-01-01,Studio Archcraft,Graffiti,DS,58,7.5,E,0
sales_6797,Death Jr. II: Root of Evil,2006-01-01,Backbone Entertainment,Konami Digital Entertainment,Playstation Portable,68,7.3,T,0
sales_6798,Wakeboarding Unleashed Featuring Shaun Murray,2003-01-01,Shaba Games,Activision,Xbox,80,8.8,E,0
sales_6799,Mighty No. 9,2016-01-01,Inti Creates,Deep Silver,PS4,52,3.5,E10+,0
sales_6800,Samurai Champloo: Sidetracked,2006-01-01,Grasshopper Manufacture,Namco Bandai Games,PS2,66,7.2,T,0
sales_6801,Mister Slime,2008-01-01,Lexis Numerique,SouthPeak Games,DS,59,,E,0
sales_6802,Medal of Honor: Airborne,2007-01-01,Electronic Arts,Electronic Arts,PC,78,7.3,T,0
sales_6803,Domino Rally,2007-01-01,RED Entertainment,Nordcurrent,Wii,57,,E,0
sales_6804,King Arthur,2004-01-01,Krome Studios,Konami Digital Entertainment,Xbox,61,,T,0
sales_6805,Men of War: Assault Squad,2011-01-01,"THQ, 1C, 1C Company",1C Company,PC,77,8.2,T,0
sales_6806,Rhapsody: A Musical Adventure,2008-01-01,Nippon Ichi Software,Nippon Ichi Software,DS,67,6.8,E,0
sales_6807,Myst IV: Revelation,2005-01-01,Ubisoft Montreal,Ubisoft,Xbox,75,,T,0
sales_6808,Dead Island Definitive Collection,2016-01-01,Techland,Deep Silver,XOne,67,4.9,M,0
sales_6809,PAC-MAN and the Ghostly Adventures,2013-01-01,"Namco Bandai Games, Monkey Bar Games",Namco Bandai Games,WiiU,58,6.5,E10+,0
sales_6810,Virtua Striker 2002,2002-01-01,Amusement Vision,Sega,GameCube,58,6.0,E,0
sales_6811,UEFA Champions League 2006-2007,2007-01-01,EA Canada,Electronic Arts,Xbox 360,72,8.2,E,0
sales_6812,F1 2015,2015-01-01,Codemasters,Codemasters,PC,61,3.6,E,0
sales_6813,Disney's PK: Out of the Shadows,2002-01-01,Ubisoft,Ubisoft,GameCube,46,,E,0
sales_6814,Aliens in the Attic,2009-01-01,Engine Software,Playlogic Game Factory,DS,58,6.0,E10+,0
sales_6815,Hunted: The Demon's Forge,2011-01-01,InXile Entertainment,Bethesda Softworks,PC,61,6.6,M,0
sales_6816,Powerdrome,2004-01-01,Argonaut Games,Evolved Games,PS2,54,,T,0
sales_6817,Major Minor's Majestic March,2009-01-01,NanaOn-Sha,Majesco Entertainment,Wii,46,,E,0
sales_6818,Otogi 2: Immortal Warriors,2003-01-01,From Software,Sega,Xbox,79,8.3,T,0
sales_6819,Legend of Kay,2005-01-01,Neon Studios,JoWood Productions,PS2,72,7.3,E10+,0
sales_6820,Lucha Libre AAA: Heroes del Ring,2010-01-01,Immersion Software & Graphics,Konami Digital Entertainment,Xbox 360,49,6.3,T,0
sales_6821,Piglet's Big Game,2003-01-01,Doki Denki,Gotham Games,GameCube,70,8.0,E,0
sales_6822,Tom Clancy's HAWX 2,2010-01-01,Ubisoft,Ubisoft,PC,66,3.8,T,0
sales_6823,Fallout: Brotherhood of Steel,2004-01-01,Interplay,Avalon Interactive,Xbox,66,5.5,M,0
sales_6824,IndyCar Series,2003-01-01,Codemasters,Codemasters,Xbox,71,7.8,E,0
sales_6825,Ultra Bust-A-Move,2004-01-01,Taito Corporation,505 Games,Xbox,74,,E,0
sales_6826,Rally Fusion: Race of Champions,2002-01-01,Climax Group,Activision,Xbox,69,,E,0
sales_6827,Killing Floor 2,2016-01-01,Tripwire Interactive,Tripwire Interactive,PS4,76,8.0,M,0
sales_6828,Ferrari F355 Challenge,2002-01-01,Sega AM2,Sony Computer Entertainment,PS2,70,4.4,E,0
sales_6829,Mortal Kombat X,2015-01-01,High Voltage Software,Warner Bros. Interactive Entertainment,PC,76,5.1,M,0
sales_6830,Cities in Motion,2011-01-01,Colossal Order,Paradox Interactive,PC,70,7.7,E,0
sales_6831,Shifters,2002-01-01,3DO,3DO,PS2,37,5.9,T,0
sales_6832,Bladestorm: Nightmare,2015-01-01,Omega Force,Tecmo Koei,XOne,48,7.1,T,0
sales_6833,TNA iMPACT: Cross the Line,2010-01-01,Point of View,SouthPeak Games,Playstation Portable,50,6.5,T,0
sales_6834,Sacred 3,2014-01-01,Deep Silver,Deep Silver,Xbox 360,51,4.1,M,0
sales_6835,Venetica,2009-01-01,Deck 13,DTP Entertainment,PC,61,6.8,T,0
sales_6836,Operation Flashpoint: Dragon Rising,2009-01-01,Codemasters,Codemasters,PC,76,4.9,M,0
sales_6837,Wasteland 2,2015-01-01,InXile Entertainment,Deep Silver,XOne,77,7.1,M,0
sales_6838,MorphX,2010-01-01,"Buka Entertainment, Targem Games",505 Games,Xbox 360,33,6.6,M,0
sales_6839,Sigma Star Saga,2005-01-01,WayForward,Atari,Game Boy Advance,68,8.2,E10+,0
sales_6840,Air Traffic Chaos,2007-01-01,Sonic Powered,Ertain,DS,66,,E,0
sales_6841,Ontamarama,2007-01-01,Noise Factory,Atlus,DS,71,,E,0
sales_6842,FIFA Soccer 2004,2003-01-01,Exient Entertainment,Electronic Arts,Game Boy Advance,82,7.9,E,0
sales_6843,Downforce,2002-01-01,SmartDog,Avalon Interactive,PS2,69,,E,0
sales_6844,Disney's Party,2002-01-01,Neverland,Electronic Arts,GameCube,39,7.8,E,0
sales_6845,The Bureau: XCOM Declassified,2013-01-01,2K Marin,Take-Two Interactive,PC,66,6.5,M,0
sales_6846,Hysteria Hospital: Emergency Ward,2009-01-01,Gameinvest,Oxygen Interactive,Wii,53,,E,0
sales_6847,Nanostray 2,2008-01-01,Shin'en,Codemasters,DS,75,7.8,E,0
sales_6848,Dokapon Journey,2008-01-01,Suzak,Sting,DS,60,7.0,E10+,0
sales_6849,Metal Slug Anthology,2007-01-01,Terminal Reality,Ignition Entertainment,Playstation Portable,78,7.4,T,0
sales_6850,Back to the Future: The Game,2011-01-01,Iron Galaxy Studios,Telltale Games,Wii,66,4.1,T,0
sales_6851,Phantom Crash,2002-01-01,Genki,Phantagram,Xbox,74,8.3,T,0
sales_6852,Yanya Caballista: City Skater,2001-01-01,Cave,Tecmo Koei,PS2,58,6.3,E,0
sales_6853,The Typing of the Dead,2000-01-01,Smilebit,Sega,DC,83,7.8,M,0
sales_6854,Over the Hedge: Hammy Goes Nuts!,2006-01-01,Amaze Entertainment,Activision,Playstation Portable,58,,E,0
sales_6855,Jenga World Tour,2007-01-01,Atomic Planet Entertainment,Atari,Wii,26,2.8,E,0
sales_6856,Prism: Light the Way,2007-01-01,Game Sauce,Eidos Interactive,DS,73,,E,0
sales_6857,Tenchu: Dark Secret,2006-01-01,From Software,From Software,DS,37,5.1,T,0
sales_6858,Shrek Super Party,2003-01-01,Mass Media,TDK Mediactive,GameCube,40,7.3,E,0
sales_6859,Monster 4x4: Masters of Metal,2003-01-01,Ubisoft,Ubisoft,GameCube,49,,E,0
sales_6860,Top Spin 2,2006-01-01,Indie Built,Take-Two Interactive,DS,51,,E,0
sales_6861,Second Sight,2004-01-01,Free Radical Design,Codemasters,GameCube,77,8.5,T,0
sales_6862,Puyo Pop,2001-01-01,Sonic Team,Sega,Game Boy Advance,84,,E,0
sales_6863,Rave Master,2002-01-01,Konami,Konami Digital Entertainment,GameCube,60,6.3,T,0
sales_6864,Bejeweled Twist,2008-01-01,PopCap,PopCap Games,PC,78,7.3,E,0
sales_6865,Steins;Gate 0,2015-01-01,5pb,PQube,PS4,81,8.3,M,0
sales_6866,Ivy the Kiwi?,2010-01-01,Prope,Rising Star Games,DS,69,6.3,E,0
sales_6867,Hail to the Chimp,2008-01-01,Wideload Games Inc.,Gamecock,PS3,51,4.5,T,0
sales_6868,Alias,2004-01-01,Acclaim Studios Cheltenham,Acclaim Entertainment,Xbox,64,6.0,T,0
sales_6869,ESPN International Winter Sports 2002,2002-01-01,KCEO,Konami Digital Entertainment,GameCube,62,,E,0
sales_6870,OutRun 2006: Coast 2 Coast,2006-01-01,Sumo Digital,Sega,PS2,81,8.8,E,0
sales_6871,Arx Fatalis,2003-01-01,Arkane Studios,Mindscape,Xbox,71,8.2,M,0
sales_6872,Zumba Fitness Core,2012-01-01,Zoe Mode,505 Games,Xbox 360,77,6.7,E10+,0
sales_6873,Guilty Gear Dust Strikers,2006-01-01,Arc System Works,Majesco Entertainment,DS,60,5.8,T,0
sales_6874,Dark Summit,2002-01-01,Radical Entertainment,THQ,GameCube,68,4.5,T,0
sales_6875,Turbo Turtle Adventure,2002-01-01,Iridon Interactive AB,Majesco Entertainment,Game Boy Advance,70,,E,0
sales_6876,Star Wars: Republic Commando,2005-01-01,LucasArts,LucasArts,PC,78,8.7,T,0
sales_6877,The Lost Vikings,2003-01-01,Mass Media,Activision,Game Boy Advance,75,9.1,E,0
sales_6878,Codename: Kids Next Door: Operation V.I.D.E.O.G.A.M.E.,2005-01-01,High Voltage Software,Global Star,GameCube,58,,E10+,0
sales_6879,Ty the Tasmanian Tiger 3: Night of the Quinkan,2005-01-01,Krome Studios,Zoo Digital Publishing,Game Boy Advance,73,,E10+,0
sales_6880,Plants vs. Zombies,2009-01-01,PopCap,PopCap Games,PC,87,8.9,E10+,0
sales_6881,Secret Files: Tunguska,2008-01-01,"10tacle Studios, Fusionsphere Systems",Deep Silver,DS,71,7.6,T,0
sales_6882,Stretch Panic,2001-01-01,Treasure,Midas Interactive Entertainment,PS2,65,7.8,T,0
sales_6883,PQ2: Practical Intelligence Quotient,2006-01-01,Now Production,D3Publisher,Playstation Portable,74,7.8,E,0
sales_6884,Metroid Prime: Federation Force,2016-01-01,"Next Level Games, Nintendo",Nintendo,3DS,64,5.1,T,0
sales_6885,Rogue Ops,2003-01-01,Bits Studios,Kemco,GameCube,65,,M,0
sales_6886,DiRT 2,2009-01-01,Codemasters,Codemasters,PC,89,8.2,T,0
sales_6887,Payday 2,2013-01-01,Overkill Software,505 Games,PC,79,3.4,M,0
sales_6888,Hummer Badlands,2006-01-01,Eutechnyx,Global Star,PS2,48,,E,0
sales_6889,Woody Woodpecker: Escape from Buzz Buzzard Park,2001-01-01,EKO Software,DreamCatcher Interactive,PS2,64,7.4,E,0
sales_6890,Furu Furu Park,2007-01-01,"Taito Corporation, 505 Games",Taito,Wii,43,4.8,E10+,0
sales_6891,Hatsune Miku: Project Diva X,2016-01-01,Sega,Sega,PS4,78,7.4,T,0
sales_6892,Alter Echo,2003-01-01,Outrage Games,THQ,Xbox,62,,T,0
sales_6893,Around the World in 80 Days,2004-01-01,Saffire,Hip Interactive,Game Boy Advance,40,,E,0
sales_6894,Whirl Tour,2002-01-01,Papaya Studios,Vivendi Games,GameCube,61,9.0,E,0
sales_6895,Grand Ages: Medieval,2015-01-01,Gaming Minds Studios,Kalypso Media,PC,63,5.4,T,0
sales_6896,Cartoon Network Block Party,2004-01-01,One Man Band,Majesco Entertainment,Game Boy Advance,52,,E,0
sales_6897,Power Spike Pro Beach Volleyball,2000-01-01,Carapace,Infogrames,Playstation,48,,E,0
sales_6898,Spitfire Heroes: Tales of the Royal Air Force,2008-01-01,Big John Games,Destineer,DS,49,,E10+,0
sales_6899,Super Bust-A-Move,2001-01-01,Taito Corporation,Ubisoft,Game Boy Advance,77,,E,0
sales_6900,Saints Row: Gat out of Hell,2015-01-01,Volition Inc.,Deep Silver,PS4,64,5.7,M,0
sales_6901,ZooCube,2002-01-01,PuzzleKings,Acclaim Entertainment,Game Boy Advance,71,,E,0
sales_6902,Stunt GP,2001-01-01,Team 17,Titus,PS2,49,8.1,E,0
sales_6903,World Series of Poker,2005-01-01,Activision,Activision Value,GameCube,44,,E10+,0
sales_6904,Plants vs. Zombies: Garden Warfare 2,2016-01-01,PopCap,Electronic Arts,PC,82,7.5,E10+,0
sales_6905,Reign of Fire,2002-01-01,Crawfish Interactive,BAM! Entertainment,Game Boy Advance,61,,T,0
sales_6906,Nicktoons: Attack of the Toybots,2007-01-01,Natsume,THQ,DS,54,,E,0
sales_6907,Singularity,2010-01-01,Raven Software,Mastertronic,PC,76,7.7,M,0
sales_6908,NASCAR Heat Evolution,2016-01-01,Dusenberry Martin Racing,Dusenberry Martin Racing,PS4,66,3.8,E,0
sales_6909,Cartoon Network Racing,2006-01-01,Firebrand Games,Game Factory,DS,55,,E,0
sales_6910,Ms Saga: A New Dawn,2005-01-01,Bandai,Namco Bandai Games,PS2,65,8.6,E10+,0
sales_6911,Child of Light,2014-01-01,Ubisoft Montreal,Ubisoft,PS4,82,8.0,E10+,0
sales_6912,Barnyard,2006-01-01,Halfbrick Studios,THQ,Game Boy Advance,56,,E,0
sales_6913,GrimGrimoire,2007-01-01,Vanilla Ware,Tecmo Koei,PS2,79,7.9,E10+,0
sales_6914,Rock of the Dead,2010-01-01,Epicenter Studios,Conspiracy Entertainment,PS3,45,,T,0
sales_6915,Deadliest Catch: Alaskan Storm,2008-01-01,Liquid Dragon Studios,Navarre Corp,Xbox 360,56,5.9,T,0
